Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
270;Satanic;Horror;Jeffrey G. Hunt;Sarah Hyland, Steven Krueger, Justin Chon, Clara Mamet;2016;85;3.7;2384;0;54
291;Busanhaeng;Action,Drama,Horror;Sang-ho Yeon;Yoo Gong, Soo-an Kim, Yu-mi Jung, Dong-seok Ma;2016;118;7.5;58782;2.13;72
303;The Cabin in the Woods;Horror;Drew Goddard;Kristen Connolly, Chris Hemsworth, Anna Hutchison,Fran Kranz;2012;95;7;295554;42.04;72
313;The Babadook;Drama,Horror;Jennifer Kent;Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney;2014;93;6.8;132580;0.92;86
318;The Stakelander;Action,Horror;Dan Berk;Connor Paolo, Nick Damici, Laura Abramsen, A.C. Peterson;2016;81;5.3;1263;0;51
319;The Visit;Comedy,Horror,Thriller;M. Night Shyamalan;Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie;2015;94;6.2;81429;65.07;55
327;Victor Frankenstein;Drama,Horror,Sci-Fi;Paul McGuigan;Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott;2015;110;6;37975;5.77;36
329;Green Room;Crime,Horror,Thriller;Jeremy Saulnier;Anton Yelchin, Imogen Poots, Alia Shawkat,Patrick Stewart;2015;95;7;62885;3.22;79
336;Before I Wake;Drama,Fantasy,Horror;Mike Flanagan;Kate Bosworth, Thomas Jane, Jacob Tremblay,Annabeth Gish;2016;97;6.1;18201;0;68
349;Jennifer's Body;Comedy,Horror;Karyn Kusama;Megan Fox, Amanda Seyfried, Adam Brody, Johnny Simmons;2009;102;5.1;96617;16.2;47
362;Clown;Horror,Thriller;Jon Watts;Andy Powers, Laura Allen, Peter Stormare, Christian Distefano;2014;100;5.7;14248;0.05;42
364;Zombieland;Adventure,Comedy,Horror;Ruben Fleischer;Jesse Eisenberg, Emma Stone, Woody Harrelson,Abigail Breslin;2009;88;7.7;409403;75.59;73
381;What We Do in the Shadows;Comedy,Fantasy,Horror;Jemaine Clement;Jemaine Clement, Taika Waititi,Cori Gonzalez-Macuer, Jonny Brugh;2014;86;7.6;84016;3.33;76
383;Hush;Horror,Thriller;Mike Flanagan;John Gallagher Jr., Kate Siegel, Michael Trucco,Samantha Sloyan;2016;81;6.6;45867;0;67
402;The Black Room;Horror;Rolfe Kanefsky;Natasha Henstridge, Lukas Hassel, Lin Shaye,Dominique Swain;2016;91;3.9;240;0;71
416;Tusk;Comedy,Drama,Horror;Kevin Smith;Justin Long, Michael Parks, Haley Joel Osment,Genesis Rodriguez;2014;102;5.4;34546;1.82;55
423;Pride and Prejudice and Zombies;Action,Horror,Romance;Burr Steers;Lily James, Sam Riley, Jack Huston, Bella Heathcote;2016;108;5.8;35003;10.91;45
429;Srpski film;Horror,Mystery,Thriller;Srdjan Spasojevic;Srdjan 'Zika' Todorovic, Sergej Trifunovic,Jelena Gavrilovic, Slobodan Bestic;2010;104;5.2;43648;0;55
430;The Purge: Election Year;Action,Horror,Sci-Fi;James DeMonaco;Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria;2016;109;6;54216;79;55
433;World War Z;Action,Adventure,Horror;Marc Forster;Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale;2013;116;7;494819;202.35;63
446;Silent Hill;Adventure,Horror,Mystery;Christophe Gans;Radha Mitchell, Laurie Holden, Sean Bean,Deborah Kara Unger;2006;125;6.6;184152;46.98;31
450;Carrie;Drama,Horror;Kimberly Peirce;Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday;2013;100;5.9;113272;35.27;53
453;Pandorum;Action,Horror,Mystery;Christian Alvart;Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue;2009;108;6.8;126656;10.33;28
462;The Boy;Horror,Mystery,Thriller;William Brent Bell;Lauren Cohan, Rupert Evans, James Russell, Jim Norton;2016;97;6;51235;35.79;42
478;Pet;Horror,Thriller;Carles Torrens;Dominic Monaghan, Ksenia Solo, Jennette McCurdy,Da'Vone McDonald;2016;94;5.7;8404;0;48
491;Stake Land;Drama,Horror,Sci-Fi;Jim Mickle;Connor Paolo, Nick Damici, Kelly McGillis, Gregory Jones;2010;98;6.5;36091;0.02;66
493;Cloverfield;Action,Horror,Sci-Fi;Matt Reeves;Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller;2008;85;7;313803;80.03;64
495;Under the Skin;Drama,Horror,Sci-Fi;Jonathan Glazer;Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell;2013;108;6.3;94707;2.61;78
496;I Am Legend;Drama,Horror,Sci-Fi;Francis Lawrence;Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield;2007;101;7.2;565721;256.39;65
514;Bone Tomahawk;Adventure,Drama,Horror;S. Craig Zahler;Kurt Russell, Patrick Wilson, Matthew Fox, Richard Jenkins;2015;132;7.1;47289;66.01;72
528;The Green Inferno;Adventure,Horror;Eli Roth;Lorenza Izzo, Ariel Levy, Aaron Burns, Kirby Bliss Blanton;2013;100;5.4;26461;7.19;38
532;Friend Request;Horror,Thriller;Simon Verhoeven;Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan;2016;92;5.4;12758;64.03;59
562;Evil Dead;Fantasy,Horror;Fede Alvarez;Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci;2013;91;6.5;133113;54.24;57
563;Sinister;Horror,Mystery;Scott Derrickson;Ethan Hawke, Juliet Rylance, James Ransone,Fred Dalton Thompson;2012;110;6.8;171169;48.06;53
596;Let Me In;Drama,Horror,Mystery;Matt Reeves;Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono;2010;116;7.2;97141;12.13;79
622;Underworld Awakening;Action,Fantasy,Horror;Måns Mårlind;Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea;2012;88;6.4;127157;62.32;39
623;Antichrist;Drama,Horror;Lars von Trier;Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm;2009;108;6.6;94069;0.4;49
624;Friday the 13th;Horror;Marcus Nispel;Jared Padalecki, Amanda Righetti, Derek Mears,Danielle Panabaker;2009;97;5.6;78631;65;34
633;The Host;Comedy,Drama,Horror;Bong Joon Ho;Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae;2006;120;7;73491;2.2;85
634;Megan Is Missing;Drama,Horror,Thriller;Michael Goi;Amber Perkins, Rachel Quinn, Dean Waite, Jael Elizabeth Steinmeyer;2011;85;4.9;6683;0;94
639;Unfriended;Drama,Horror,Mystery;Levan Gabriadze;Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig;2014;83;5.6;50402;31.54;59
645;Viral;Drama,Horror,Sci-Fi;Henry Joost;Sofia Black-D'Elia, Analeigh Tipton,Travis Tope, Michael Kelly;2016;85;5.5;3564;0;72
648;Tall Men;Fantasy,Horror,Thriller;Jonathan Holbrook;Dan Crisafulli, Kay Whitney, Richard Garcia, Pat Cashman;2016;133;3.2;173;0;57
651;Sweeney Todd: The Demon Barber of Fleet Street;Drama,Horror,Musical;Tim Burton;Johnny Depp, Helena Bonham Carter, Alan Rickman,Timothy Spall;2007;116;7.4;296289;52.88;83
653;Insidious;Horror,Mystery,Thriller;James Wan;Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye;2010;103;6.8;219916;53.99;52
676;The Mist;Horror;Frank Darabont;Thomas Jane, Marcia Gay Harden, Laurie Holden,Andre Braugher;2007;126;7.2;233346;25.59;58
684;The Mortal Instruments: City of Bones;Action,Fantasy,Horror;Harald Zwart;Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West;2013;130;5.9;112313;31.17;33
691;Resident Evil: Retribution;Action,Horror,Sci-Fi;Paul W.S. Anderson;Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer;2012;96;5.4;114144;42.35;39
701;Funny Games;Crime,Drama,Horror;Michael Haneke;Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet;2007;111;6.5;73835;1.29;44
706;The Neighbor;Crime,Horror,Thriller;Marcus Dunstan;Josh Stewart, Bill Engvall, Alex Essoe, Ronnie Gene Blevins;2016;87;5.8;4754;0;60
718;The Strangers;Horror,Mystery,Thriller;Bryan Bertino;Scott Speedman, Liv Tyler, Gemma Ward, Alex Fisher;2008;86;6.2;96718;52.53;47
724;Blair Witch;Horror,Thriller;Adam Wingard;James Allen McCune, Callie Hernandez, Corbin Reid, Brandon Scott;2016;89;5.1;26088;20.75;47
726;Dark Shadows;Comedy,Fantasy,Horror;Tim Burton;Johnny Depp, Michelle Pfeiffer, Eva Green, Helena Bonham Carter;2012;113;6.2;209326;79.71;55
737;The Blackcoat's Daughter;Horror,Thriller;Oz Perkins;Emma Roberts, Kiernan Shipka, Lauren Holly, Lucy Boynton;2015;93;5.6;4155;0.02;68
749;Ouija: Origin of Evil;Horror,Thriller;Mike Flanagan;Elizabeth Reaser, Lulu Wilson, Annalise Basso,Henry Thomas;2016;99;6.1;30035;34.9;65
752;Oculus;Horror,Mystery;Mike Flanagan;Karen Gillan, Brenton Thwaites, Katee Sackhoff,Rory Cochrane;2013;104;6.5;92875;27.69;61
765;The Purge;Horror,Sci-Fi,Thriller;James DeMonaco;Ethan Hawke, Lena Headey, Max Burkholder,Adelaide Kane;2013;85;5.7;154588;64.42;41
777;31;Horror,Thriller;Rob Zombie;Malcolm McDowell, Richard Brake, Jeff Daniel Phillips,Sheri Moon Zombie;2016;102;5.1;10871;0.78;35
801;Yoga Hosers;Comedy,Fantasy,Horror;Kevin Smith;Lily-Rose Depp, Harley Quinn Smith, Johnny Depp,Adam Brody;2016;88;4.3;7091;0;23
805;1408;Fantasy,Horror;Mikael Håfström;John Cusack, Samuel L. Jackson, Mary McCormack, Paul Birchard;2007;104;6.8;221073;71.98;64
812;Mama;Horror,Thriller;Andrés Muschietti;Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse;2013;100;6.2;142560;71.59;57
813;Orphan;Horror,Mystery,Thriller;Jaume Collet-Serra;Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder;2009;123;7;153448;41.57;42
819;Annabelle;Horror,Mystery,Thriller;John R. Leonetti;Ward Horton, Annabelle Wallis, Alfre Woodard,Tony Amendola;2014;99;5.4;91106;84.26;37
820;Wolves at the Door;Horror,Thriller;John R. Leonetti;Katie Cassidy, Elizabeth Henstridge, Adam Campbell, Miles Fisher;2016;73;4.6;564;0;63
826;Crawlspace;Horror,Thriller;Phil Claydon;Michael Vartan, Erin Moriarty, Nadine Velazquez,Ronnie Gene Blevins;2016;88;5.3;1427;0;25
827;Shut In;Drama,Horror,Thriller;Farren Blackburn;Naomi Watts, Charlie Heaton, Jacob Tremblay,Oliver Platt;2016;91;4.6;5715;6.88;25
829;Grindhouse;Action,Horror,Thriller;Robert Rodriguez;Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell;2007;191;7.6;160350;25.03;77
859;The Hills Have Eyes;Horror;Alexandre Aja;Ted Levine, Kathleen Quinlan, Dan Byrd, Emilie de Ravin;2006;107;6.4;136642;41.78;52
866;Horns;Drama,Fantasy,Horror;Alexandre Aja;Daniel Radcliffe, Juno Temple, Max Minghella, Joe Anderson;2013;120;6.5;61060;0.16;46
876;28 Weeks Later;Drama,Horror,Sci-Fi;Juan Carlos Fresnadillo;Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau;2007;100;7;221858;28.64;78
877;Warm Bodies;Comedy,Horror,Romance;Jonathan Levine;Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton;2013;98;6.9;193579;66.36;59
889;Piranha 3D;Comedy,Horror,Thriller;Alexandre Aja;Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames;2010;88;5.5;75262;25;53
896;Planet Terror;Action,Comedy,Horror;Robert Rodriguez;Rose McGowan, Freddy Rodríguez, Josh Brolin,Marley Shelton;2007;105;7.1;174553;0;55
909;Slither;Comedy,Horror,Sci-Fi;James Gunn;Nathan Fillion, Elizabeth Banks, Michael Rooker, Don Thompson;2006;95;6.5;64351;7.77;69
911;Il racconto dei racconti - Tale of Tales;Drama,Fantasy,Horror;Matteo Garrone;Salma Hayek, Vincent Cassel, Toby Jones, John C. Reilly;2015;133;6.4;17565;0.08;72
916;Goksung;Drama,Fantasy,Horror;Hong-jin Na;Jun Kunimura, Jung-min Hwang, Do-won Kwak, Woo-hee Chun;2016;156;7.5;17962;0.79;81
918;The Girl Next Door;Crime,Drama,Horror;Gregory Wilson;William Atherton, Blythe Auffarth, Blanche Baker,Kevin Chamberlin;2007;91;6.7;19351;0;29
922;Scouts Guide to the Zombie Apocalypse;Action,Comedy,Horror;Christopher Landon;Tye Sheridan, Logan Miller, Joey Morgan,Sarah Dumont;2015;93;6.3;31651;3.64;32
935;The Love Witch;Comedy,Horror;Anna Biller;Samantha Robinson, Jeffrey Vincent Parise, Laura Waddell, Gian Keys;2016;120;6.2;4669;0.22;82
937;The Human Centipede (First Sequence);Horror;Tom Six;Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura;2009;92;4.4;60655;0.18;33
941;The Midnight Meat Train;Horror,Mystery;Ryûhei Kitamura;Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields;2008;98;6.1;50255;0.07;58
957;Legion;Action,Fantasy,Horror;Scott Stewart;Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black;2010;100;5.2;84158;40.17;32
964;I Spit on Your Grave;Crime,Horror,Thriller;Steven R. Monroe;Sarah Butler, Jeff Branson, Andrew Howard,Daniel Franzese;2010;108;6.3;60133;0.09;27
969;Wrecker;Action,Horror,Thriller;Micheal Bafaro;Anna Hutchison, Andrea Whitburn, Jennifer Koenig,Michael Dickson;2015;83;3.5;1210;0;37
971;Texas Chainsaw 3D;Horror,Thriller;John Luessenhop;Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz;2013;92;4.8;37060;34.33;62
974;Scream 4;Horror,Mystery;Wes Craven;Neve Campbell, Courteney Cox, David Arquette, Lucy Hale;2011;111;6.2;108544;38.18;52
987;Final Destination 5;Horror,Thriller;Steven Quale;Nicholas D'Agosto, Emma Bell, Arlen Escarpeta, Miles Fisher;2011;92;5.9;88000;42.58;50
989;Martyrs;Horror;Pascal Laugier;Morjana Alaoui, Mylène Jampanoï, Catherine Bégin,Robert Toupin;2008;99;7.1;63785;0;89
994;Resident Evil: Afterlife;Action,Adventure,Horror;Paul W.S. Anderson;Milla Jovovich, Ali Larter, Wentworth Miller,Kim Coates;2010;97;5.9;140900;60.13;37
997;Hostel: Part II;Horror;Eli Roth;Lauren German, Heather Matarazzo, Bijou Phillips, Roger Bart;2007;94;5.5;73152;17.54;46
