Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
148;Watchmen;Action,Drama,Mystery;Zack Snyder;Jackie Earle Haley, Patrick Wilson, Carla Gugino,Malin Akerman;2009;162;7.6;410249;107.5;56
149;Superbad;Comedy;Greg Mottola;Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader;2007;113;7.6;442082;121.46;76
156;Aliens vs Predator - Requiem;Action,Horror,Sci-Fi;Colin Strause;Reiko Aylesworth, Steven Pasquale,Shareeka Epps, John Ortiz;2007;94;4.7;97618;41.8;29
160;Hot Fuzz;Action,Comedy,Mystery;Edgar Wright;Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy;2007;121;7.9;373244;23.62;81
165;Casino Royale;Action,Adventure,Thriller;Martin Campbell;Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright;2006;144;8;495106;167.01;80
166;Twilight;Drama,Fantasy,Romance;Catherine Hardwicke;Kristen Stewart, Robert Pattinson, Billy Burke,Sarah Clarke;2008;122;5.2;361449;191.45;56
178;Tropic Thunder;Action,Comedy;Ben Stiller;Ben Stiller, Jack Black, Robert Downey Jr., Jeff Kahn;2008;107;7;321442;110.42;71
198;Into the Wild;Adventure,Biography,Drama;Sean Penn;Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden;2007;148;8.1;459304;18.35;73
204;Iron Man;Action,Adventure,Sci-Fi;Jon Favreau;Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges;2008;126;7.9;737719;318.3;79
213;Transformers;Action,Adventure,Sci-Fi;Michael Bay;Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson;2007;144;7.1;531112;318.76;61
222;Cars;Animation,Adventure,Comedy;John Lasseter;Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy;2006;117;7.1;283445;244.05;73
231;Pan's Labyrinth;Drama,Fantasy,War;Guillermo del Toro;Ivana Baquero, Ariadna Gil, Sergi López,Maribel Verdú;2006;118;8.2;498879;37.62;98
233;Apocalypto;Action,Adventure,Drama;Mel Gibson;Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández,Rudy Youngblood;2006;139;7.8;247926;50.86;68
247;Children of Men;Drama,Sci-Fi,Thriller;Alfonso Cuarón;Julianne Moore, Clive Owen, Chiwetel Ejiofor,Michael Caine;2006;109;7.9;382910;35.29;84
252;Kynodontas;Drama,Thriller;Yorgos Lanthimos;Christos Stergioglou, Michele Valley, Angeliki Papoulia, Hristos Passalis;2009;94;7.3;50946;0.11;73
256;The Hangover;Comedy;Todd Phillips;Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms;2009;100;7.8;611563;277.31;73
269;X-Men Origins: Wolverine;Action,Adventure,Sci-Fi;Gavin Hood;Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston;2009;107;6.7;388447;179.88;40
278;Zodiac;Crime,Drama,History;David Fincher;Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo,Anthony Edwards;2007;157;7.7;329683;33.05;78
282;Sherlock Holmes;Action,Adventure,Crime;Guy Ritchie;Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong;2009;128;7.6;501769;209.02;57
283;Death Proof;Thriller;Quentin Tarantino;Kurt Russell, Zoë Bell, Rosario Dawson, Vanessa Ferlito;2007;113;7.1;220236;0;43
298;The Devil Wears Prada;Comedy,Drama;David Frankel;Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt;2006;109;6.8;302268;124.73;62
300;There Will Be Blood;Drama,History;Paul Thomas Anderson;Daniel Day-Lewis, Paul Dano, Ciarán Hinds,Martin Stringer;2007;158;8.1;400682;40.22;92
304;The House Bunny;Comedy,Romance;Fred Wolf;Anna Faris, Colin Hanks, Emma Stone, Kat Dennings;2008;97;5.5;67033;48.24;55
309;The Fast and the Furious: Tokyo Drift;Action,Crime,Thriller;Justin Lin;Lucas Black, Zachery Ty Bryan, Shad Moss, Damien Marzette;2006;104;6;193479;62.49;45
311;The Blind Side;Biography,Drama,Sport;John Lee Hancock;Quinton Aaron, Sandra Bullock, Tim McGraw,Jae Head;2009;129;7.7;237221;255.95;53
315;Harry Potter and the Order of the Phoenix;Adventure,Family,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson;2007;138;7.5;385325;292;71
321;Step Up;Crime,Drama,Music;Anne Fletcher;Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington;2006;104;6.5;95960;65.27;48
323;RocknRolla;Action,Crime,Thriller;Guy Ritchie;Gerard Butler, Tom Wilkinson, Idris Elba, Thandie Newton;2008;114;7.3;203096;5.69;53
341;Fast & Furious;Action,Crime,Thriller;Justin Lin;Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster;2009;107;6.6;217464;155.02;46
345;Spider-Man 3;Action,Adventure;Sam Raimi;Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church;2007;139;6.2;406219;336.53;59
347;Stardust;Adventure,Family,Fantasy;Matthew Vaughn;Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen;2007;127;7.7;220664;38.35;66
349;Jennifer's Body;Comedy,Horror;Karyn Kusama;Megan Fox, Amanda Seyfried, Adam Brody, Johnny Simmons;2009;102;5.1;96617;16.2;47
361;Step Brothers;Comedy;Adam McKay;Will Ferrell, John C. Reilly, Mary Steenburgen,Richard Jenkins;2008;98;6.9;223065;100.47;51
364;Zombieland;Adventure,Comedy,Horror;Ruben Fleischer;Jesse Eisenberg, Emma Stone, Woody Harrelson,Abigail Breslin;2009;88;7.7;409403;75.59;73
366;Slumdog Millionaire;Drama;Danny Boyle;Dev Patel, Freida Pinto, Saurabh Shukla, Anil Kapoor;2008;120;8;677044;141.32;86
374;Wanted;Action,Crime,Fantasy;Timur Bekmambetov;Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp;2008;110;6.7;312495;134.57;64
397;The Incredible Hulk;Action,Adventure,Sci-Fi;Louis Leterrier;Edward Norton, Liv Tyler, Tim Roth, William Hurt;2008;112;6.8;342355;134.52;61
398;Couples Retreat;Comedy;Peter Billingsley;Vince Vaughn, Malin Akerman, Jon Favreau, Jason Bateman;2009;113;5.5;86417;109.18;23
403;Bronson;Action,Biography,Crime;Nicolas Winding Refn;Tom Hardy, Kelly Adams, Luing Andrews,Katy Barker;2008;92;7.1;93972;0.1;71
411;Taken;Action,Thriller;Pierre Morel;Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser;2008;93;7.8;502961;145;50
418;Atonement;Drama,Mystery,Romance;Joe Wright;Keira Knightley, James McAvoy, Brenda Blethyn,Saoirse Ronan;2007;123;7.8;202890;50.92;85
422;The Babysitters;Drama;David Ross;Lauren Birkell, Paul Borghese, Chira Cassel, Anthony Cirillo;2007;88;5.7;8914;0.04;35
426;The Curious Case of Benjamin Button;Drama,Fantasy,Romance;David Fincher;Brad Pitt, Cate Blanchett, Tilda Swinton, Julia Ormond;2008;166;7.8;485075;127.49;70
428;The Bourne Ultimatum;Action,Mystery,Thriller;Paul Greengrass;Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles;2007;115;8.1;525700;227.14;85
431;3 Idiots;Comedy,Drama;Rajkumar Hirani;Aamir Khan, Madhavan, Mona Singh, Sharman Joshi;2009;170;8.4;238789;6.52;67
443;Coraline;Animation,Family,Fantasy;Henry Selick;Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders;2009;100;7.7;156620;75.28;80
446;Silent Hill;Adventure,Horror,Mystery;Christophe Gans;Radha Mitchell, Laurie Holden, Sean Bean,Deborah Kara Unger;2006;125;6.6;184152;46.98;31
453;Pandorum;Action,Horror,Mystery;Christian Alvart;Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue;2009;108;6.8;126656;10.33;28
457;The Proposal;Comedy,Drama,Romance;Anne Fletcher;Sandra Bullock, Ryan Reynolds, Mary Steenburgen,Craig T. Nelson;2009;108;6.7;241709;163.95;48
460;Revolutionary Road;Drama,Romance;Sam Mendes;Leonardo DiCaprio, Kate Winslet, Christopher Fitzgerald, Jonathan Roumie;2008;119;7.3;159736;22.88;69
469;District 9;Action,Sci-Fi,Thriller;Neill Blomkamp;Sharlto Copley, David James, Jason Cope, Nathalie Boltt;2009;112;8;556794;115.65;81
471;American Gangster;Biography,Crime,Drama;Ridley Scott;Denzel Washington, Russell Crowe, Chiwetel Ejiofor,Josh Brolin;2007;157;7.8;337835;130.13;76
472;Marie Antoinette;Biography,Drama,History;Sofia Coppola;Kirsten Dunst, Jason Schwartzman, Rip Torn, Judy Davis;2006;123;6.4;83941;15.96;65
473;2012;Action,Adventure,Sci-Fi;Roland Emmerich;John Cusack, Thandie Newton, Chiwetel Ejiofor,Amanda Peet;2009;158;5.8;297984;166.11;49
474;Harry Potter and the Half-Blood Prince;Adventure,Family,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon;2009;153;7.5;351059;301.96;78
477;The Lives of Others;Drama,Thriller;Florian Henckel von Donnersmarck;Ulrich Mühe, Martina Gedeck,Sebastian Koch, Ulrich Tukur;2006;137;8.5;278103;11.28;89
481;Forgetting Sarah Marshall;Comedy,Drama,Romance;Nicholas Stoller;Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis;2008;111;7.2;226619;62.88;67
487;Hairspray;Comedy,Drama,Family;Adam Shankman;John Travolta, Queen Latifah, Nikki Blonsky,Michelle Pfeiffer;2007;117;6.7;102954;118.82;81
490;Ratatouille;Animation,Comedy,Family;Brad Bird;Brad Garrett, Lou Romano, Patton Oswalt,Ian Holm;2007;111;8;504039;206.44;96
493;Cloverfield;Action,Horror,Sci-Fi;Matt Reeves;Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller;2008;85;7;313803;80.03;64
496;I Am Legend;Drama,Horror,Sci-Fi;Francis Lawrence;Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield;2007;101;7.2;565721;256.39;65
499;Law Abiding Citizen;Crime,Drama,Thriller;F. Gary Gray;Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney;2009;109;7.4;228339;73.34;34
500;Up;Animation,Adventure,Comedy;Pete Docter;Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer;2009;96;8.3;722203;292.98;88
505;Mr. Nobody;Drama,Fantasy,Romance;Jaco Van Dormael;Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham;2009;141;7.9;166872;0;63
508;(500) Days of Summer;Comedy,Drama,Romance;Marc Webb;Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend, Chloë Grace Moretz;2009;95;7.7;398972;32.39;76
511;The Boy in the Striped Pyjamas;Drama,War;Mark Herman;Asa Butterfield, David Thewlis, Rupert Friend, Zac Mattoon O'Brien;2008;94;7.8;144614;9.03;55
512;Shooter;Action,Crime,Drama;Antoine Fuqua;Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover;2007;124;7.2;267820;46.98;53
513;The Happening;Sci-Fi,Thriller;M. Night Shyamalan;Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez;2008;91;5;170897;64.51;34
531;A Good Year;Comedy,Drama,Romance;Ridley Scott;Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard;2006;117;6.9;74674;7.46;47
533;Deja Vu;Action,Sci-Fi,Thriller;Tony Scott;Denzel Washington, Paula Patton, Jim Caviezel, Val Kilmer;2006;126;7;253858;0;59
544;P.S. I Love You;Drama,Romance;Richard LaGravenese;Hilary Swank, Gerard Butler, Harry Connick Jr., Lisa Kudrow;2007;126;7.1;177247;53.68;39
551;The Break-Up;Comedy,Drama,Romance;Peyton Reed;Jennifer Aniston, Vince Vaughn, Jon Favreau, Joey Lauren Adams;2006;106;5.8;106381;118.68;45
560;Idiocracy;Adventure,Comedy,Sci-Fi;Mike Judge;Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews;2006;84;6.6;115355;0.44;66
568;Juno;Comedy,Drama;Jason Reitman;Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman;2007;96;7.5;432461;143.49;81
572;Enchanted;Animation,Comedy,Family;Kevin Lima;Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey;2007;107;7.1;150353;127.71;75
574;Little Miss Sunshine;Comedy,Drama;Jonathan Dayton;Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin;2006;101;7.8;374044;59.89;80
586;Ghost Rider;Action,Fantasy,Thriller;Mark Steven Johnson;Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long;2007;114;5.2;190673;115.8;35
589;Sunshine;Adventure,Sci-Fi,Thriller;Danny Boyle;Cillian Murphy, Rose Byrne, Chris Evans, Michelle Yeoh;2007;107;7.3;199860;3.68;64
591;Män som hatar kvinnor;Drama,Mystery,Thriller;Niels Arden Oplev;Michael Nyqvist, Noomi Rapace, Ewa Fröling,Lena Endre;2009;152;7.8;182074;10.1;76
594;She's the Man;Comedy,Romance,Sport;Andy Fickman;Amanda Bynes, Laura Ramsey, Channing Tatum,Vinnie Jones;2006;105;6.4;122864;2.34;45
597;Never Back Down;Action,Drama,Sport;Jeff Wadlow;Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet;2008;110;6.6;84083;24.85;39
599;Moon;Drama,Mystery,Sci-Fi;Duncan Jones;Sam Rockwell, Kevin Spacey, Dominique McElligott,Rosie Shaw;2009;97;7.9;277123;5.01;67
603;He's Just Not That Into You;Comedy,Drama,Romance;Ken Kwapis;Jennifer Aniston, Jennifer Connelly, Morgan Lily,Trenton Rogers;2009;129;6.4;137684;0;47
610;Hellboy II: The Golden Army;Action,Adventure,Fantasy;Guillermo del Toro;Ron Perlman, Selma Blair, Doug Jones, John Alexander;2008;120;7;216932;75.75;78
613;The Lovely Bones;Drama,Fantasy,Thriller;Peter Jackson;Rachel Weisz, Mark Wahlberg, Saoirse Ronan, Susan Sarandon;2009;135;6.7;130702;43.98;42
614;The Assassination of Jesse James by the Coward Robert Ford;Biography,Crime,Drama;Andrew Dominik;Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker;2007;160;7.5;143564;3.9;68
623;Antichrist;Drama,Horror;Lars von Trier;Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm;2009;108;6.6;94069;0.4;49
624;Friday the 13th;Horror;Marcus Nispel;Jared Padalecki, Amanda Righetti, Derek Mears,Danielle Panabaker;2009;97;5.6;78631;65;34
627;X-Men: The Last Stand;Action,Adventure,Fantasy;Brett Ratner;Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen;2006;104;6.7;406540;234.36;58
633;The Host;Comedy,Drama,Horror;Bong Joon Ho;Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae;2006;120;7;73491;2.2;85
635;WALL-E;Animation,Adventure,Family;Andrew Stanton;Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard;2008;98;8.4;776897;223.81;95
636;Knocked Up;Comedy,Romance;Judd Apatow;Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann;2007;129;7;309398;148.73;85
641;The Pursuit of Happyness;Biography,Drama;Gabriele Muccino;Will Smith, Thandie Newton, Jaden Smith, Brian Howe;2006;117;8;361105;162.59;64
646;Gran Torino;Drama;Clint Eastwood;Clint Eastwood, Bee Vang, Christopher Carley,Ahney Her;2008;116;8.2;595779;148.09;72
651;Sweeney Todd: The Demon Barber of Fleet Street;Drama,Horror,Musical;Tim Burton;Johnny Depp, Helena Bonham Carter, Alan Rickman,Timothy Spall;2007;116;7.4;296289;52.88;83
656;Public Enemies;Biography,Crime,Drama;Michael Mann;Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke;2009;140;7;240323;97.03;70
659;Eastern Promises;Crime,Drama,Mystery;David Cronenberg;Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin;2007;100;7.7;198006;17.11;82
661;Pineapple Express;Action,Comedy,Crime;David Gordon Green;Seth Rogen, James Franco, Gary Cole, Danny McBride;2008;111;7;267872;87.34;64
663;Gone Baby Gone;Crime,Drama,Mystery;Ben Affleck;Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan;2007;114;7.7;206707;20.3;72
670;Blood Diamond;Adventure,Drama,Thriller;Edward Zwick;Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers;2006;143;8;422014;57.37;64
673;The Hurt Locker;Drama,History,Thriller;Kathryn Bigelow;Jeremy Renner, Anthony Mackie, Brian Geraghty,Guy Pearce;2008;131;7.6;352023;15.7;94
676;The Mist;Horror;Frank Darabont;Thomas Jane, Marcia Gay Harden, Laurie Holden,Andre Braugher;2007;126;7.2;233346;25.59;58
685;Seven Pounds;Drama,Romance;Gabriele Muccino;Will Smith, Rosario Dawson, Woody Harrelson,Michael Ealy;2008;123;7.7;245144;69.95;36
687;Hunger;Biography,Drama;Steve McQueen;Stuart Graham, Laine Megaw, Brian Milligan, Liam McMahon;2008;96;7.6;54486;0.15;82
688;Jumper;Action,Adventure,Sci-Fi;Doug Liman;Hayden Christensen, Samuel L. Jackson, Jamie Bell,Rachel Bilson;2008;88;6.1;252503;80.17;35
696;Hachi: A Dog's Tale;Drama,Family;Lasse Hallström;Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa,Sarah Roemer;2009;93;8.1;177602;0;61
699;Live Free or Die Hard;Action,Adventure,Thriller;Len Wiseman;Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q;2007;128;7.2;347567;134.52;69
701;Funny Games;Crime,Drama,Horror;Michael Haneke;Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet;2007;111;6.5;73835;1.29;44
704;Australia;Adventure,Drama,Romance;Baz Luhrmann;Nicole Kidman, Hugh Jackman, Shea Adams, Eddie Baroo;2008;165;6.6;106115;49.55;53
711;Transformers: Revenge of the Fallen;Action,Adventure,Sci-Fi;Michael Bay;Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson;2009;150;6;335757;402.08;35
715;The Heartbreak Kid;Comedy,Romance;Bobby Farrelly;Ben Stiller, Michelle Monaghan,Malin Akerman, Jerry Stiller;2007;116;5.8;74664;36.77;46
716;Happy Feet;Animation,Comedy,Family;George Miller;Elijah Wood, Brittany Murphy, Hugh Jackman, Robin Williams;2006;108;6.5;141141;197.99;77
718;The Strangers;Horror,Mystery,Thriller;Bryan Bertino;Scott Speedman, Liv Tyler, Gemma Ward, Alex Fisher;2008;86;6.2;96718;52.53;47
728;The Illusionist;Drama,Mystery,Romance;Neil Burger;Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell;2006;110;7.6;309934;39.83;68
734;The Da Vinci Code;Mystery,Thriller;Ron Howard;Tom Hanks, Audrey Tautou, Jean Reno, Ian McKellen;2006;149;6.6;338280;217.54;46
738;Body of Lies;Action,Drama,Romance;Ridley Scott;Leonardo DiCaprio, Russell Crowe, Mark Strong,Golshifteh Farahani;2008;128;7.1;182305;39.38;57
740;The Mummy: Tomb of the Dragon Emperor;Action,Adventure,Fantasy;Rob Cohen;Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh;2008;112;5.2;124554;102.18;31
743;El secreto de sus ojos;Drama,Mystery,Romance;Juan José Campanella;Ricardo Darín, Soledad Villamil, Pablo Rago,Carla Quevedo;2009;129;8.2;144524;20.17;80
751;Fracture;Crime,Drama,Mystery;Gregory Hoblit;Anthony Hopkins, Ryan Gosling, David Strathairn,Rosamund Pike;2007;113;7.2;148943;39;68
753;In Bruges;Comedy,Crime,Drama;Martin McDonagh;Colin Farrell, Brendan Gleeson, Ciarán Hinds,Elizabeth Berrington;2008;107;7.9;322536;7.76;67
756;The Road;Adventure,Drama;John Hillcoat;Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee,Robert Duvall;2009;111;7.3;187302;0.06;64
761;August Rush;Drama,Music;Kirsten Sheridan;Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard;2007;114;7.5;91229;31.66;38
764;Eagle Eye;Action,Mystery,Thriller;D.J. Caruso;Shia LaBeouf, Michelle Monaghan, Rosario Dawson,Michael Chiklis;2008;118;6.6;156158;101.11;43
768;Indiana Jones and the Kingdom of the Crystal Skull;Action,Adventure,Fantasy;Steven Spielberg;Harrison Ford, Cate Blanchett, Shia LaBeouf,Karen Allen;2008;122;6.2;351361;317.01;65
771;Quantum of Solace;Action,Adventure,Thriller;Marc Forster;Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench;2008;106;6.6;347798;168.37;58
774;Lady in the Water;Drama,Fantasy,Mystery;M. Night Shyamalan;Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban;2006;110;5.6;82701;42.27;36
775;The Fountain;Drama,Sci-Fi;Darren Aronofsky;Hugh Jackman, Rachel Weisz, Sean Patrick Thomas, Ellen Burstyn;2006;96;7.3;199193;10.14;51
783;Mr. Brooks;Crime,Drama,Thriller;Bruce A. Evans;Kevin Costner, Demi Moore, William Hurt, Dane Cook;2007;120;7.3;128146;28.48;45
790;Hancock;Action,Crime,Drama;Peter Berg;Will Smith, Charlize Theron, Jason Bateman, Jae Head;2008;92;6.4;366138;227.95;49
793;Zack and Miri Make a Porno;Comedy,Romance;Kevin Smith;Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob;2008;101;6.6;154936;31.45;56
797;Rescue Dawn;Adventure,Biography,Drama;Werner Herzog;Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier;2006;120;7.3;87887;5.48;77
803;Beowulf;Animation,Action,Adventure;Robert Zemeckis;Ray Winstone, Crispin Glover, Angelina Jolie,Robin Wright;2007;115;6.2;146566;82.16;59
805;1408;Fantasy,Horror;Mikael Håfström;John Cusack, Samuel L. Jackson, Mary McCormack, Paul Birchard;2007;104;6.8;221073;71.98;64
813;Orphan;Horror,Mystery,Thriller;Jaume Collet-Serra;Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder;2009;123;7;153448;41.57;42
815;Fantastic Mr. Fox;Animation,Adventure,Comedy;Wes Anderson;George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman;2009;87;7.8;149779;21;83
816;Inside Man;Crime,Drama,Mystery;Spike Lee;Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer;2006;129;7.6;285441;88.5;76
822;The Imaginarium of Doctor Parnassus;Adventure,Fantasy,Mystery;Terry Gilliam;Christopher Plummer, Lily Cole, Heath Ledger,Andrew Garfield;2009;123;6.8;130153;7.69;65
823;G.I. Joe: The Rise of Cobra;Action,Adventure,Sci-Fi;Stephen Sommers;Dennis Quaid, Channing Tatum, Marlon Wayans,Adewale Akinnuoye-Agbaje;2009;118;5.8;180105;150.17;32
829;Grindhouse;Action,Horror,Thriller;Robert Rodriguez;Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell;2007;191;7.6;160350;25.03;77
830;Disaster Movie;Comedy;Jason Friedberg;Carmen Electra, Vanessa Lachey,Nicole Parker, Matt Lanter;2008;87;1.9;77207;14.17;15
831;Rocky Balboa;Drama,Sport;Sylvester Stallone;Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young;2006;102;7.2;171356;70.27;63
834;Fool's Gold;Action,Adventure,Comedy;Andy Tennant;Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena;2008;112;5.7;62719;70.22;29
838;You Don't Mess with the Zohan;Action,Comedy;Dennis Dugan;Adam Sandler, John Turturro, Emmanuelle Chriqui,Nick Swardson;2008;113;5.5;163144;100.02;54
844;The Princess and the Frog;Animation,Adventure,Comedy;Ron Clements;Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos;2009;97;7.1;95480;104.37;73
851;21;Crime,Drama,Thriller;Robert Luketic;Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo;2008;123;6.8;198395;81.16;48
854;Vicky Cristina Barcelona;Drama,Romance;Woody Allen;Rebecca Hall, Scarlett Johansson, Javier Bardem,Christopher Evan Welch;2008;96;7.1;208770;23.21;70
855;Kung Fu Panda;Animation,Action,Adventure;Mark Osborne;Jack Black, Ian McShane,Angelina Jolie, Dustin Hoffman;2008;92;7.6;329788;215.4;73
857;Terminator Salvation;Action,Adventure,Drama;McG;Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood;2009;115;6.6;297093;125.32;49
858;Freedom Writers;Biography,Crime,Drama;Richard LaGravenese;Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn;2007;123;7.5;55648;36.58;64
859;The Hills Have Eyes;Horror;Alexandre Aja;Ted Levine, Kathleen Quinlan, Dan Byrd, Emilie de Ravin;2006;107;6.4;136642;41.78;52
860;Changeling;Biography,Drama,Mystery;Clint Eastwood;Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith;2008;141;7.8;206793;35.71;63
870;Mission: Impossible III;Action,Adventure,Thriller;J.J. Abrams;Tom Cruise, Michelle Monaghan, Ving Rhames, Philip Seymour Hoffman;2006;126;6.9;270429;133.38;66
872;Dragonball Evolution;Action,Adventure,Fantasy;James Wong;Justin Chatwin, James Marsters, Yun-Fat Chow, Emmy Rossum;2009;85;2.7;59512;9.35;45
876;28 Weeks Later;Drama,Horror,Sci-Fi;Juan Carlos Fresnadillo;Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau;2007;100;7;221858;28.64;78
886;Babel;Drama;Alejandro González Iñárritu;Brad Pitt, Cate Blanchett, Gael García Bernal, Mohamed Akhzam;2006;143;7.5;253417;34.3;69
