Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
64;Fifty Shades of Grey;Drama,Romance,Thriller;Sam Taylor-Johnson;Dakota Johnson, Jamie Dornan, Jennifer Ehle,Eloise Mumford;2015;125;4.1;244474;166.15;46
65;The Prestige;Drama,Mystery,Sci-Fi;Christopher Nolan;Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine;2006;130;8.5;913152;53.08;66
67;Patriots Day;Drama,History,Thriller;Peter Berg;Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman;2016;133;7.4;39784;31.86;69
69;Wakefield;Drama;Robin Swicord;Bryan Cranston, Jennifer Garner, Beverly D'Angelo,Jason O'Mara;2016;106;7.5;291;0.01;61
70;Deepwater Horizon;Action,Drama,Thriller;Peter Berg;Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont;2016;107;7.2;89849;61.28;68
71;The Promise;Drama,History;Terry George;Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho;2016;133;5.9;149791;0;49
72;Allied;Action,Drama,Romance;Robert Zemeckis;Brad Pitt, Marion Cotillard, Jared Harris, Vincent Ebrahim;2016;124;7.1;78079;40.07;60
73;A Monster Calls;Drama,Fantasy;J.A. Bayona;Lewis MacDougall, Sigourney Weaver, Felicity Jones,Toby Kebbell;2016;108;7.5;39134;3.73;76
74;Collateral Beauty;Drama,Romance;David Frankel;Will Smith, Edward Norton, Kate Winslet, Michael Peña;2016;97;6.8;43977;30.98;23
78;Inglourious Basterds;Adventure,Drama,War;Quentin Tarantino;Brad Pitt, Diane Kruger, Eli Roth,Mélanie Laurent;2009;153;8.3;959065;120.52;69
82;Captain Fantastic;Comedy,Drama;Matt Ross;Viggo Mortensen, George MacKay, Samantha Isler,Annalise Basso;2016;118;7.9;105081;5.88;72
84;Gone Girl;Crime,Drama,Mystery;David Fincher;Ben Affleck, Rosamund Pike, Neil Patrick Harris,Tyler Perry;2014;149;8.1;636243;167.74;79
87;Live by Night;Crime,Drama;Ben Affleck;Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina;2016;129;6.4;27869;10.38;49
89;The Hateful Eight;Crime,Drama,Mystery;Quentin Tarantino;Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins;2015;187;7.8;341170;54.12;68
90;The Accountant;Action,Crime,Drama;Gavin O'Connor;Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal;2016;128;7.4;162122;86.2;51
91;Prisoners;Crime,Drama,Mystery;Denis Villeneuve;Hugh Jackman, Jake Gyllenhaal, Viola Davis,Melissa Leo;2013;153;8.1;431185;60.96;74
93;The Help;Drama;Tate Taylor;Emma Stone, Viola Davis, Octavia Spencer, Bryce Dallas Howard;2011;146;8.1;342429;169.71;62
94;War Dogs;Comedy,Crime,Drama;Todd Phillips;Jonah Hill, Miles Teller, Steve Lantz, Gregg Weiner;2016;114;7.1;106463;43.02;57
97;Kimi no na wa;Animation,Drama,Fantasy;Makoto Shinkai;Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yuki;2016;106;8.6;34110;4.68;79
99;Personal Shopper;Drama,Mystery,Thriller;Olivier Assayas;Kristen Stewart, Lars Eidinger, Sigrid Bouaziz,Anders Danielsen Lie;2016;105;6.3;10181;1.29;77
100;The Departed;Crime,Drama,Thriller;Martin Scorsese;Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg;2006;151;8.5;937414;132.37;85
101;Legend;Biography,Crime,Drama;Brian Helgeland;Tom Hardy, Emily Browning, Taron Egerton, Paul Anderson;2015;132;7;108836;1.87;55
103;The Martian;Adventure,Drama,Sci-Fi;Ridley Scott;Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara;2015;144;8;556097;228.43;80
106;Hell or High Water;Crime,Drama,Thriller;David Mackenzie;Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham;2016;102;7.7;115546;26.86;88
108;The Legend of Tarzan;Action,Adventure,Drama;David Yates;Alexander Skarsgård, Rory J. Saper, Christian Stevens, Christoph Waltz;2016;110;6.3;117590;126.59;44
109;All We Had;Drama;Katie Holmes;Eve Lindley, Richard Kind, Mark Consuelos, Katherine Reis;2016;105;5.8;1004;0;48
110;Ex Machina;Drama,Mystery,Sci-Fi;Alex Garland;Alicia Vikander, Domhnall Gleeson, Oscar Isaac,Sonoya Mizuno;2014;108;7.7;339797;25.44;78
112;12 Years a Slave;Biography,Drama,History;Steve McQueen;Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender, Brad Pitt;2013;134;8.1;486338;56.67;96
115;Harry Potter and the Deathly Hallows: Part 2;Adventure,Drama,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon;2011;130;8.1;590595;380.96;87
118;Dangal;Action,Biography,Drama;Nitesh Tiwari;Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh,Sanya Malhotra;2016;161;8.8;48969;11.15;52
119;10 Cloverfield Lane;Drama,Horror,Mystery;Dan Trachtenberg;John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin;2016;104;7.2;192968;71.9;76
121;Miss Peregrine's Home for Peculiar Children;Adventure,Drama,Family;Tim Burton;Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench;2016;127;6.7;101058;87.24;57
126;The Jungle Book;Adventure,Drama,Family;Jon Favreau;Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba;2016;106;7.5;198243;364;77
130;The Revenant;Adventure,Drama,Thriller;Alejandro González Iñárritu;Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson;2015;156;8;499424;183.64;76
131;Fences;Drama;Denzel Washington;Denzel Washington, Viola Davis, Stephen Henderson, Jovan Adepo;2016;139;7.3;50953;57.64;79
132;Into the Woods;Adventure,Comedy,Drama;Rob Marshall;Anna Kendrick, Meryl Streep, Chris Pine, Emily Blunt;2014;125;6;109756;128;69
133;The Shallows;Drama,Horror,Thriller;Jaume Collet-Serra;Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Brett Cullen;2016;86;6.4;78328;55.12;59
134;Whiplash;Drama,Music;Damien Chazelle;Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser;2014;107;8.5;477276;13.09;88
136;The Place Beyond the Pines;Crime,Drama,Thriller;Derek Cianfrance;Ryan Gosling, Bradley Cooper, Eva Mendes,Craig Van Hook;2012;140;7.3;200090;21.38;68
137;No Country for Old Men;Crime,Drama,Thriller;Ethan Coen;Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson;2007;122;8.1;660286;74.27;91
138;The Great Gatsby;Drama,Romance;Baz Luhrmann;Leonardo DiCaprio, Carey Mulligan, Joel Edgerton,Tobey Maguire;2013;143;7.3;386102;144.81;55
143;The Big Short;Biography,Comedy,Drama;Adam McKay;Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt;2015;130;7.8;246360;70.24;81
144;Room;Drama;Lenny Abrahamson;Brie Larson, Jacob Tremblay, Sean Bridgers,Wendy Crewson;2015;118;8.2;224132;14.68;86
145;Django Unchained;Drama,Western;Quentin Tarantino;Jamie Foxx, Christoph Waltz, Leonardo DiCaprio,Kerry Washington;2012;165;8.4;1039115;162.8;81
146;Ah-ga-ssi;Drama,Mystery,Romance;Chan-wook Park;Min-hee Kim, Jung-woo Ha, Jin-woong Jo, So-ri Moon;2016;144;8.1;33418;2.01;84
147;The Edge of Seventeen;Comedy,Drama;Kelly Fremon Craig;Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick;2016;104;7.4;47694;14.26;77
148;Watchmen;Action,Drama,Mystery;Zack Snyder;Jackie Earle Haley, Patrick Wilson, Carla Gugino,Malin Akerman;2009;162;7.6;410249;107.5;56
153;White Girl;Drama;Elizabeth Wood;Morgan Saylor, Brian Marc, Justin Bartha, Adrian Martinez;2016;88;5.8;4299;0.2;65
154;Sicario;Action,Crime,Drama;Denis Villeneuve;Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal;2015;121;7.6;243230;46.88;82
155;Twin Peaks: The Missing Pieces;Drama,Horror,Mystery;David Lynch;Chris Isaak, Kiefer Sutherland, C.H. Evans, Sandra Kinder;2014;91;8.1;1973;0;41
158;Crazy, Stupid, Love.;Comedy,Drama,Romance;Glenn Ficarra;Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone;2011;118;7.4;396714;84.24;68
166;Twilight;Drama,Fantasy,Romance;Catherine Hardwicke;Kristen Stewart, Robert Pattinson, Billy Burke,Sarah Clarke;2008;122;5.2;361449;191.45;56
168;Woman in Gold;Biography,Drama,History;Simon Curtis;Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes;2015;109;7.3;39723;33.31;51
169;13 Hours;Action,Drama,History;Michael Bay;John Krasinski, Pablo Schreiber, James Badge Dale,David Denman;2016;144;7.3;76935;52.82;48
171;Nightcrawler;Crime,Drama,Thriller;Dan Gilroy;Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed;2014;118;7.9;332476;32.28;76
174;Her;Drama,Romance,Sci-Fi;Spike Jonze;Joaquin Phoenix, Amy Adams, Scarlett Johansson,Rooney Mara;2013;126;8;390531;25.56;90
177;Dawn of the Planet of the Apes;Action,Adventure,Drama;Matt Reeves;Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee;2014;130;7.6;337777;208.54;79
183;Cinderella;Drama,Family,Fantasy;Kenneth Branagh;Lily James, Cate Blanchett, Richard Madden,Helena Bonham Carter;2015;105;7;117018;201.15;67
185;Forushande;Drama,Thriller;Asghar Farhadi;Taraneh Alidoosti, Shahab Hosseini, Babak Karimi,Farid Sajjadi Hosseini;2016;124;8;22389;3.4;85
186;Love;Drama,Romance;Gaspar Noé;Aomi Muyock, Karl Glusman, Klara Kristin, Juan Saavedra;2015;135;6;24003;0;51
187;Billy Lynn's Long Halftime Walk;Drama,War;Ang Lee;Joe Alwyn, Garrett Hedlund, Arturo Castro, Mason Lee;2016;113;6.3;11944;1.72;53
188;Crimson Peak;Drama,Fantasy,Horror;Guillermo del Toro;Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam;2015;119;6.6;97454;31.06;66
189;Drive;Crime,Drama;Nicolas Winding Refn;Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks;2011;100;7.8;461509;35.05;78
190;Trainwreck;Comedy,Drama,Romance;Judd Apatow;Amy Schumer, Bill Hader, Brie Larson, Colin Quinn;2015;125;6.3;106364;110.01;75
191;The Light Between Oceans;Drama,Romance;Derek Cianfrance;Michael Fassbender, Alicia Vikander, Rachel Weisz, Florence Clery;2016;133;7.2;27382;12.53;60
192;Below Her Mouth;Drama;April Mullen;Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen;2016;94;5.6;1445;0;42
193;Spotlight;Crime,Drama,History;Tom McCarthy;Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber;2015;128;8.1;268282;44.99;93
195;Warrior;Action,Drama,Sport;Gavin O'Connor;Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison;2011;140;8.2;355722;13.65;71
197;Hacker;Crime,Drama,Thriller;Akan Satayev;Callan McAuliffe, Lorraine Nicholson, Daniel Eric Gold, Clifton Collins Jr.;2016;95;6.3;3799;0;54
198;Into the Wild;Adventure,Biography,Drama;Sean Penn;Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden;2007;148;8.1;459304;18.35;73
199;The Imitation Game;Biography,Drama,Thriller;Morten Tyldum;Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech;2014;114;8.1;532353;91.12;73
202;A Cure for Wellness;Drama,Fantasy,Horror;Gore Verbinski;Dane DeHaan, Jason Isaacs, Mia Goth, Ivo Nandi;2016;146;6.5;12193;8.1;47
203;Snowden;Biography,Drama,Thriller;Oliver Stone;Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo,Zachary Quinto;2016;134;7.3;79855;21.48;58
207;Raw (II);Drama,Horror;Julia Ducournau;Garance Marillier, Ella Rumpf, Rabah Nait Oufella,Laurent Lucas;2016;99;7.5;5435;0.51;81
208;Paterson;Comedy,Drama,Romance;Jim Jarmusch;Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji;2016;118;7.5;26089;2.14;90
210;The Girl with All the Gifts;Drama,Horror,Thriller;Colm McCarthy;Gemma Arterton, Glenn Close, Dominique Tipper,Paddy Considine;2016;111;6.7;23713;0;67
211;San Andreas;Action,Adventure,Drama;Brad Peyton;Dwayne Johnson, Carla Gugino, Alexandra Daddario,Colton Haynes;2015;114;6.1;161396;155.18;43
212;Spring Breakers;Drama;Harmony Korine;Vanessa Hudgens, Selena Gomez, Ashley Benson,Rachel Korine;2012;94;5.3;114290;14.12;63
214;Old Boy;Action,Drama,Mystery;Spike Lee;Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley;2013;104;5.8;54679;0;49
219;A Dark Song;Drama,Horror;Liam Gavin;Mark Huberman, Susan Loughnane, Steve Oram,Catherine Walker;2016;100;6.1;1703;0;67
224;The Girl with the Dragon Tattoo;Crime,Drama,Mystery;David Fincher;Daniel Craig, Rooney Mara, Christopher Plummer,Stellan Skarsgård;2011;158;7.8;348551;102.52;71
226;American Honey;Drama;Andrea Arnold;Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi;2016;163;7;19660;0.66;79
227;The Lobster;Comedy,Drama,Romance;Yorgos Lanthimos;Colin Farrell, Rachel Weisz, Jessica Barden,Olivia Colman;2015;119;7.1;121313;8.7;82
231;Pan's Labyrinth;Drama,Fantasy,War;Guillermo del Toro;Ivana Baquero, Ariadna Gil, Sergi López,Maribel Verdú;2006;118;8.2;498879;37.62;98
232;A Kind of Murder;Crime,Drama,Thriller;Andy Goddard;Patrick Wilson, Jessica Biel, Haley Bennett, Vincent Kartheiser;2016;95;5.2;3305;0;50
233;Apocalypto;Action,Adventure,Drama;Mel Gibson;Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández,Rudy Youngblood;2006;139;7.8;247926;50.86;68
235;The Huntsman: Winter's War;Action,Adventure,Drama;Cedric Nicolas-Troyan;Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt;2016;114;6.1;66766;47.95;35
236;The Perks of Being a Wallflower;Drama,Romance;Stephen Chbosky;Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd;2012;102;8;377336;17.74;67
237;Jackie;Biography,Drama,History;Pablo Larraín;Natalie Portman, Peter Sarsgaard, Greta Gerwig,Billy Crudup;2016;100;6.8;41446;13.96;81
238;The Disappointments Room;Drama,Horror,Thriller;D.J. Caruso;Kate Beckinsale, Mel Raido, Duncan Joiner, Lucas Till;2016;85;3.9;4895;2.41;31
239;The Grand Budapest Hotel;Adventure,Comedy,Drama;Wes Anderson;Ralph Fiennes, F. Murray Abraham, Mathieu Amalric,Adrien Brody;2014;99;8.1;530881;59.07;88
241;Fury;Action,Drama,War;David Ayer;Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña;2014;134;7.6;332234;85.71;64
246;Les Misérables;Drama,Musical,Romance;Tom Hooper;Hugh Jackman, Russell Crowe, Anne Hathaway,Amanda Seyfried;2012;158;7.6;257426;148.78;63
247;Children of Men;Drama,Sci-Fi,Thriller;Alfonso Cuarón;Julianne Moore, Clive Owen, Chiwetel Ejiofor,Michael Caine;2006;109;7.9;382910;35.29;84
248;20th Century Women;Comedy,Drama;Mike Mills;Annette Bening, Elle Fanning, Greta Gerwig, Billy Crudup;2016;119;7.4;14708;5.66;83
250;The Intouchables;Biography,Comedy,Drama;Olivier Nakache;François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot;2011;112;8.6;557965;13.18;57
251;Bonjour Anne;Comedy,Drama,Romance;Eleanor Coppola;Diane Lane, Alec Baldwin, Arnaud Viard, Linda Gegusch;2016;92;4.9;178;0.32;50
252;Kynodontas;Drama,Thriller;Yorgos Lanthimos;Christos Stergioglou, Michele Valley, Angeliki Papoulia, Hristos Passalis;2009;94;7.3;50946;0.11;73
253;Straight Outta Compton;Biography,Drama,History;F. Gary Gray;O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell,Neil Brown Jr.;2015;147;7.9;139831;161.03;72
258;Rise of the Planet of the Apes;Action,Drama,Sci-Fi;Rupert Wyatt;James Franco, Andy Serkis, Freida Pinto, Karin Konoval;2011;105;7.6;422290;176.74;68
260;Norman: The Moderate Rise and Tragic Fall of a New York Fixer;Drama,Thriller;Joseph Cedar;Richard Gere, Lior Ashkenazi, Michael Sheen,Charlotte Gainsbourg;2016;118;7.1;664;2.27;76
261;Birdman or (The Unexpected Virtue of Ignorance);Comedy,Drama,Romance;Alejandro González Iñárritu;Michael Keaton, Zach Galifianakis,Edward Norton, Andrea Riseborough;2014;119;7.8;440299;42.34;88
262;Black Swan;Drama,Thriller;Darren Aronofsky;Natalie Portman, Mila Kunis, Vincent Cassel,Winona Ryder;2010;108;8;581518;106.95;79
263;Dear White People;Comedy,Drama;Justin Simien;Tyler James Williams, Tessa Thompson, Kyle Gallner,Teyonah Parris;2014;108;6.2;21715;4.4;79
264;Nymphomaniac: Vol. I;Drama;Lars von Trier;Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf;2013;117;7;90556;0.79;64
266;Knock Knock;Drama,Horror,Thriller;Eli Roth;Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns;2015;99;4.9;53441;0.03;53
268;Cloud Atlas;Drama,Sci-Fi;Tom Tykwer;Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving;2012;172;7.5;298651;27.1;55
274;Sing Street;Comedy,Drama,Music;John Carney;Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy, Jack Reynor;2016;106;8;52144;3.23;79
278;Zodiac;Crime,Drama,History;David Fincher;Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo,Anthony Edwards;2007;157;7.7;329683;33.05;78
284;The Danish Girl;Biography,Drama,Romance;Tom Hooper;Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw;2015;119;7;110773;12.71;66
291;Busanhaeng;Action,Drama,Horror;Sang-ho Yeon;Yoo Gong, Soo-an Kim, Yu-mi Jung, Dong-seok Ma;2016;118;7.5;58782;2.13;72
294;The Exception;Drama;David Leveaux;Lily James, Jai Courtney, Christopher Plummer, Loïs van Wijk;2016;107;7.7;96;0;52
296;The Choice;Drama,Romance;Ross Katz;Benjamin Walker, Teresa Palmer, Alexandra Daddario,Maggie Grace;2016;111;6.6;20514;18.71;26
298;The Devil Wears Prada;Comedy,Drama;David Frankel;Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt;2006;109;6.8;302268;124.73;62
299;The Infiltrator;Biography,Crime,Drama;Brad Furman;Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan;2016;127;7.1;43929;15.43;66
300;There Will Be Blood;Drama,History;Paul Thomas Anderson;Daniel Day-Lewis, Paul Dano, Ciarán Hinds,Martin Stringer;2007;158;8.1;400682;40.22;92
302;Lone Survivor;Action,Biography,Drama;Peter Berg;Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster;2013;121;7.5;218996;125.07;60
306;Inherent Vice;Comedy,Crime,Drama;Paul Thomas Anderson;Joaquin Phoenix, Josh Brolin, Owen Wilson,Katherine Waterston;2014;148;6.7;69509;8.09;81
308;Vincent N Roxxy;Crime,Drama,Thriller;Gary Michael Schultz;Emile Hirsch, Zoë Kravitz, Zoey Deutch,Emory Cohen;2016;110;5.5;403;0;43
311;The Blind Side;Biography,Drama,Sport;John Lee Hancock;Quinton Aaron, Sandra Bullock, Tim McGraw,Jae Head;2009;129;7.7;237221;255.95;53
312;La vie d'Adèle;Drama,Romance;Abdellatif Kechiche;Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing;2013;180;7.8;103150;2.2;88
313;The Babadook;Drama,Horror;Jennifer Kent;Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney;2014;93;6.8;132580;0.92;86
316;Snowpiercer;Action,Drama,Sci-Fi;Bong Joon Ho;Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris;2013;126;7;199048;4.56;84
321;Step Up;Crime,Drama,Music;Anne Fletcher;Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington;2006;104;6.5;95960;65.27;48
322;Lovesong;Drama;So Yong Kim;Riley Keough, Jena Malone, Jessie Ok Gray, Cary Joji Fukunaga;2016;84;6.4;616;0.01;74
325;The Social Network;Biography,Drama;David Fincher;Jesse Eisenberg, Andrew Garfield, Justin Timberlake,Rooney Mara;2010;120;7.7;510100;96.92;95
327;Victor Frankenstein;Drama,Horror,Sci-Fi;Paul McGuigan;Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott;2015;110;6;37975;5.77;36
328;A Street Cat Named Bob;Biography,Comedy,Drama;Roger Spottiswoode;Luke Treadaway, Bob the Cat, Ruta Gedmintas, Joanne Froggatt;2016;103;7.4;12643;0.04;54
330;Blackhat;Crime,Drama,Mystery;Michael Mann;Chris Hemsworth, Viola Davis, Wei Tang, Leehom Wang;2015;133;5.4;43085;7.1;51
332;American Sniper;Action,Biography,Drama;Clint Eastwood;Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis;2014;133;7.3;353305;350.12;72
333;Dallas Buyers Club;Biography,Drama;Jean-Marc Vallée;Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn;2013;117;8;352801;27.3;84
334;Lincoln;Biography,Drama,History;Steven Spielberg;Daniel Day-Lewis, Sally Field, David Strathairn,Joseph Gordon-Levitt;2012;150;7.4;207497;182.2;86
335;Rush;Action,Biography,Drama;Ron Howard;Daniel Brühl, Chris Hemsworth, Olivia Wilde,Alexandra Maria Lara;2013;123;8.1;339722;26.9;75
336;Before I Wake;Drama,Fantasy,Horror;Mike Flanagan;Kate Bosworth, Thomas Jane, Jacob Tremblay,Annabeth Gish;2016;97;6.1;18201;0;68
337;Silver Linings Playbook;Comedy,Drama,Romance;David O. Russell;Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver;2012;122;7.8;564364;132.09;81
338;Tracktown;Drama,Sport;Alexi Pappas;Alexi Pappas, Chase Offerle, Rachel Dratch, Andy Buckley;2016;88;5.9;115;0;64
339;The Fault in Our Stars;Drama,Romance;Josh Boone;Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern;2014;126;7.8;271301;124.87;69
342;Looper;Action,Crime,Drama;Rian Johnson;Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano;2012;119;7.4;452369;66.47;84
343;White House Down;Action,Drama,Thriller;Roland Emmerich;Channing Tatum, Jamie Foxx, Maggie Gyllenhaal,Jason Clarke;2013;131;6.4;173320;73.1;52
348;American Hustle;Crime,Drama;David O. Russell;Christian Bale, Amy Adams, Bradley Cooper,Jennifer Lawrence;2013;138;7.3;379088;150.12;90
