Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
223;It Follows;Horror,Mystery;David Robert Mitchell;Maika Monroe, Keir Gilchrist, Olivia Luccardi,Lili Sepe;2014;100;6.9;136399;14.67;83
224;The Girl with the Dragon Tattoo;Crime,Drama,Mystery;David Fincher;Daniel Craig, Rooney Mara, Christopher Plummer,Stellan Skarsgård;2011;158;7.8;348551;102.52;71
255;The Conjuring;Horror,Mystery,Thriller;James Wan;Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor;2013;112;7.5;330305;137.39;68
276;Oblivion;Action,Adventure,Mystery;Joseph Kosinski;Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko;2013;124;7;410125;89.02;54
281;Now You See Me;Crime,Mystery,Thriller;Louis Leterrier;Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson;2013;115;7.3;492324;117.7;50
330;Blackhat;Crime,Drama,Mystery;Michael Mann;Chris Hemsworth, Viola Davis, Wei Tang, Leehom Wang;2015;133;5.4;43085;7.1;51
365;Hail, Caesar!;Comedy,Mystery;Ethan Coen;Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes;2016;106;6.3;89059;30;72
372;The Maze Runner;Action,Mystery,Sci-Fi;Wes Ball;Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster;2014;113;6.8;335531;102.41;57
406;The Invitation;Drama,Mystery,Thriller;Karyn Kusama;Logan Marshall-Green, Emayatzy Corinealdi, Michiel Huisman, Tammy Blanchard;2015;100;6.7;40529;0.23;74
418;Atonement;Drama,Mystery,Romance;Joe Wright;Keira Knightley, James McAvoy, Brenda Blethyn,Saoirse Ronan;2007;123;7.8;202890;50.92;85
428;The Bourne Ultimatum;Action,Mystery,Thriller;Paul Greengrass;Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles;2007;115;8.1;525700;227.14;85
429;Srpski film;Horror,Mystery,Thriller;Srdjan Spasojevic;Srdjan 'Zika' Todorovic, Sergej Trifunovic,Jelena Gavrilovic, Slobodan Bestic;2010;104;5.2;43648;0;55
446;Silent Hill;Adventure,Horror,Mystery;Christophe Gans;Radha Mitchell, Laurie Holden, Sean Bean,Deborah Kara Unger;2006;125;6.6;184152;46.98;31
453;Pandorum;Action,Horror,Mystery;Christian Alvart;Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue;2009;108;6.8;126656;10.33;28
462;The Boy;Horror,Mystery,Thriller;William Brent Bell;Lauren Cohan, Rupert Evans, James Russell, Jim Norton;2016;97;6;51235;35.79;42
464;Predestination;Drama,Mystery,Sci-Fi;Michael Spierig;Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West;2014;97;7.5;187760;0;69
467;Salt;Action,Crime,Mystery;Phillip Noyce;Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski;2010;100;6.4;255813;118.31;65
468;Enemy;Mystery,Thriller;Denis Villeneuve;Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon,Isabella Rossellini;2013;91;6.9;111558;1.01;61
498;Super 8;Mystery,Sci-Fi,Thriller;J.J. Abrams;Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney;2011;112;7.1;298913;126.98;72
530;The Bourne Legacy;Action,Adventure,Mystery;Tony Gilroy;Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn;2012;135;6.7;245374;113.17;61
537;Jack Reacher;Action,Crime,Mystery;Christopher McQuarrie;Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog;2012;130;7;250811;58.68;50
541;The Ghost Writer;Mystery,Thriller;Roman Polanski;Ewan McGregor, Pierce Brosnan, Olivia Williams,Jon Bernthal;2010;128;7.2;137964;15.52;77
542;Limitless;Mystery,Sci-Fi,Thriller;Neil Burger;Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro;2011;105;7.4;444417;79.24;59
543;Spectral;Action,Mystery,Sci-Fi;Nic Mathieu;James Badge Dale, Emily Mortimer, Bruce Greenwood,Max Martini;2016;107;6.3;27042;0;39
546;Midnight Special;Drama,Mystery,Sci-Fi;Jeff Nichols;Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver;2016;112;6.7;54787;3.71;76
556;The Boy Next Door;Mystery,Thriller;Rob Cohen;Jennifer Lopez, Ryan Guzman, Kristin Chenoweth, John Corbett;2015;91;4.6;30180;35.39;30
557;The Gift;Mystery,Thriller;Joel Edgerton;Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman;2015;108;7.1;96688;43.77;77
563;Sinister;Horror,Mystery;Scott Derrickson;Ethan Hawke, Juliet Rylance, James Ransone,Fred Dalton Thompson;2012;110;6.8;171169;48.06;53
579;The Hunger Games: Catching Fire;Action,Adventure,Mystery;Francis Lawrence;Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman;2013;146;7.6;525646;424.65;76
580;All Good Things;Crime,Drama,Mystery;Andrew Jarecki;Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe;2010;101;6.3;44158;0.58;57
591;Män som hatar kvinnor;Drama,Mystery,Thriller;Niels Arden Oplev;Michael Nyqvist, Noomi Rapace, Ewa Fröling,Lena Endre;2009;152;7.8;182074;10.1;76
593;The Drop;Crime,Drama,Mystery;Michaël R. Roskam;Tom Hardy, Noomi Rapace, James Gandolfini,Matthias Schoenaerts;2014;106;7.1;116118;10.72;69
596;Let Me In;Drama,Horror,Mystery;Matt Reeves;Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono;2010;116;7.2;97141;12.13;79
599;Moon;Drama,Mystery,Sci-Fi;Duncan Jones;Sam Rockwell, Kevin Spacey, Dominique McElligott,Rosie Shaw;2009;97;7.9;277123;5.01;67
626;Total Recall;Action,Adventure,Mystery;Len Wiseman;Colin Farrell, Bokeem Woodbine, Bryan Cranston,Kate Beckinsale;2012;118;6.3;210965;58.88;43
629;The Whole Truth;Crime,Drama,Mystery;Courtney Hunt;Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso;2016;93;6.1;10700;0;46
637;Source Code;Mystery,Romance,Sci-Fi;Duncan Jones;Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright;2011;93;7.5;404884;54.7;74
639;Unfriended;Drama,Horror,Mystery;Levan Gabriadze;Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig;2014;83;5.6;50402;31.54;59
652;Solace;Crime,Drama,Mystery;Afonso Poyart;Anthony Hopkins, Jeffrey Dean Morgan, Abbie Cornish, Colin Farrell;2015;101;6.4;36300;0;36
653;Insidious;Horror,Mystery,Thriller;James Wan;Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye;2010;103;6.8;219916;53.99;52
659;Eastern Promises;Crime,Drama,Mystery;David Cronenberg;Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin;2007;100;7.7;198006;17.11;82
663;Gone Baby Gone;Crime,Drama,Mystery;Ben Affleck;Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan;2007;114;7.7;206707;20.3;72
667;Regression;Crime,Drama,Mystery;Alejandro Amenábar;Ethan Hawke, David Thewlis, Emma Watson,Dale Dickey;2015;106;5.7;26320;0.05;32
677;Escape Plan;Action,Crime,Mystery;Mikael Håfström;Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio;2013;115;6.7;188004;25.12;49
682;We Need to Talk About Kevin;Drama,Mystery,Thriller;Lynne Ramsay;Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell;2011;112;7.5;104953;1.74;68
690;Tinker Tailor Soldier Spy;Drama,Mystery,Thriller;Tomas Alfredson;Gary Oldman, Colin Firth, Tom Hardy, Mark Strong;2011;122;7.1;157053;24.1;85
710;Closed Circuit;Crime,Drama,Mystery;John Crowley;Eric Bana, Rebecca Hall, Jim Broadbent, Ciarán Hinds;2013;96;6.2;18437;5.73;50
714;Incendies;Drama,Mystery,War;Denis Villeneuve;Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel;2010;131;8.2;92863;6.86;80
718;The Strangers;Horror,Mystery,Thriller;Bryan Bertino;Scott Speedman, Liv Tyler, Gemma Ward, Alex Fisher;2008;86;6.2;96718;52.53;47
728;The Illusionist;Drama,Mystery,Romance;Neil Burger;Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell;2006;110;7.6;309934;39.83;68
734;The Da Vinci Code;Mystery,Thriller;Ron Howard;Tom Hanks, Audrey Tautou, Jean Reno, Ian McKellen;2006;149;6.6;338280;217.54;46
743;El secreto de sus ojos;Drama,Mystery,Romance;Juan José Campanella;Ricardo Darín, Soledad Villamil, Pablo Rago,Carla Quevedo;2009;129;8.2;144524;20.17;80
751;Fracture;Crime,Drama,Mystery;Gregory Hoblit;Anthony Hopkins, Ryan Gosling, David Strathairn,Rosamund Pike;2007;113;7.2;148943;39;68
752;Oculus;Horror,Mystery;Mike Flanagan;Karen Gillan, Brenton Thwaites, Katee Sackhoff,Rory Cochrane;2013;104;6.5;92875;27.69;61
764;Eagle Eye;Action,Mystery,Thriller;D.J. Caruso;Shia LaBeouf, Michelle Monaghan, Rosario Dawson,Michael Chiklis;2008;118;6.6;156158;101.11;43
769;Paper Towns;Drama,Mystery,Romance;Jake Schreier;Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith;2015;109;6.3;72515;31.99;56
774;Lady in the Water;Drama,Fantasy,Mystery;M. Night Shyamalan;Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban;2006;110;5.6;82701;42.27;36
781;Unknown;Action,Mystery,Thriller;Jaume Collet-Serra;Liam Neeson, Diane Kruger, January Jones,Aidan Quinn;2011;113;6.9;218679;61.09;56
782;Self/less;Action,Mystery,Sci-Fi;Tarsem Singh;Ryan Reynolds, Natalie Martinez, Matthew Goode,Ben Kingsley;2015;117;6.5;67196;12.28;34
799;A Walk Among the Tombstones;Crime,Drama,Mystery;Scott Frank;Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook;2014;114;6.5;93883;25.98;57
813;Orphan;Horror,Mystery,Thriller;Jaume Collet-Serra;Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder;2009;123;7;153448;41.57;42
816;Inside Man;Crime,Drama,Mystery;Spike Lee;Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer;2006;129;7.6;285441;88.5;76
817;I.T.;Crime,Drama,Mystery;John Moore;Pierce Brosnan, Jason Barry, Karen Moskow, Kai Ryssdal;2016;95;5.4;8755;0;27
819;Annabelle;Horror,Mystery,Thriller;John R. Leonetti;Ward Horton, Annabelle Wallis, Alfre Woodard,Tony Amendola;2014;99;5.4;91106;84.26;37
822;The Imaginarium of Doctor Parnassus;Adventure,Fantasy,Mystery;Terry Gilliam;Christopher Plummer, Lily Cole, Heath Ledger,Andrew Garfield;2009;123;6.8;130153;7.69;65
836;The Loft;Mystery,Romance,Thriller;Erik Van Looy;Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet;2014;108;6.3;38804;5.98;24
839;Exposed;Crime,Drama,Mystery;Gee Malik Linton;Ana de Armas, Keanu Reeves, Christopher McDonald, Mira Sorvino;2016;102;4.2;8409;0;23
848;La migliore offerta;Crime,Drama,Mystery;Giuseppe Tornatore;Geoffrey Rush, Jim Sturgess, Sylvia Hoeks,Donald Sutherland;2013;131;7.8;77986;0.09;49
860;Changeling;Biography,Drama,Mystery;Clint Eastwood;Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith;2008;141;7.8;206793;35.71;63
865;The 9th Life of Louis Drax;Mystery,Thriller;Alexandre Aja;Jamie Dornan, Aiden Longworth, Sarah Gadon,Aaron Paul;2016;108;6.3;6175;0;41
883;Transcendence;Drama,Mystery,Romance;Wally Pfister;Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy;2014;119;6.3;184564;23.01;42
914;Coherence;Mystery,Sci-Fi,Thriller;James Ward Byrkit;Emily Baldoni, Maury Sterling, Nicholas Brendon, Elizabeth Gracen;2013;89;7.2;66265;0.07;65
941;The Midnight Meat Train;Horror,Mystery;Ryûhei Kitamura;Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields;2008;98;6.1;50255;0.07;58
946;Triangle;Fantasy,Mystery,Thriller;Christopher Smith;Melissa George, Joshua McIvor, Jack Taylor,Michael Dorman;2009;99;6.9;72533;0;66
960;Lucky Number Slevin;Crime,Drama,Mystery;Paul McGuigan;Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu;2006;110;7.8;271940;22.49;53
961;Trance;Crime,Drama,Mystery;Danny Boyle;James McAvoy, Rosario Dawson, Vincent Cassel,Danny Sapani;2013;101;7;97141;2.32;61
966;Inland Empire;Drama,Mystery,Thriller;David Lynch;Laura Dern, Jeremy Irons, Justin Theroux, Karolina Gruszka;2006;180;7;44227;0;72
972;Disturbia;Drama,Mystery,Thriller;D.J. Caruso;Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer;2007;105;6.9;193491;80.05;62
974;Scream 4;Horror,Mystery;Wes Craven;Neve Campbell, Courteney Cox, David Arquette, Lucy Hale;2011;111;6.2;108544;38.18;52
977;Dark Places;Drama,Mystery,Thriller;Gilles Paquet-Brenner;Charlize Theron, Nicholas Hoult, Christina Hendricks, Chloë Grace Moretz;2015;113;6.2;31634;0;39
996;Secret in Their Eyes;Crime,Drama,Mystery;Billy Ray;Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris;2015;111;6.2;27585;0;45
