Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
209;Bridesmaids;Comedy,Romance;Paul Feig;Kristen Wiig, Maya Rudolph, Rose Byrne, Terry Crews;2011;125;6.8;227912;169.08;75
212;Spring Breakers;Drama;Harmony Korine;Vanessa Hudgens, Selena Gomez, Ashley Benson,Rachel Korine;2012;94;5.3;114290;14.12;63
214;Old Boy;Action,Drama,Mystery;Spike Lee;Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley;2013;104;5.8;54679;0;49
215;Thor: The Dark World;Action,Adventure,Fantasy;Alan Taylor;Chris Hemsworth, Natalie Portman, Tom Hiddleston,Stellan Skarsgård;2013;112;7;443584;206.36;54
217;Captain America: The Winter Soldier;Action,Adventure,Sci-Fi;Anthony Russo;Chris Evans, Samuel L. Jackson,Scarlett Johansson, Robert Redford;2014;136;7.8;542362;259.75;70
220;Kick-Ass;Action,Comedy;Matthew Vaughn;Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown;2010;117;7.7;456749;48.04;66
223;It Follows;Horror,Mystery;David Robert Mitchell;Maika Monroe, Keir Gilchrist, Olivia Luccardi,Lili Sepe;2014;100;6.9;136399;14.67;83
224;The Girl with the Dragon Tattoo;Crime,Drama,Mystery;David Fincher;Daniel Craig, Rooney Mara, Christopher Plummer,Stellan Skarsgård;2011;158;7.8;348551;102.52;71
225;We're the Millers;Comedy,Crime;Rawson Marshall Thurber;Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms;2013;110;7;334867;150.37;44
228;Predators;Action,Adventure,Sci-Fi;Nimród Antal;Adrien Brody, Laurence Fishburne, Topher Grace,Alice Braga;2010;107;6.4;179450;52;51
229;Maleficent;Action,Adventure,Family;Robert Stromberg;Angelina Jolie, Elle Fanning, Sharlto Copley,Lesley Manville;2014;97;7;268877;241.41;56
236;The Perks of Being a Wallflower;Drama,Romance;Stephen Chbosky;Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd;2012;102;8;377336;17.74;67
239;The Grand Budapest Hotel;Adventure,Comedy,Drama;Wes Anderson;Ralph Fiennes, F. Murray Abraham, Mathieu Amalric,Adrien Brody;2014;99;8.1;530881;59.07;88
240;The Host;Action,Adventure,Romance;Andrew Niccol;Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger;2013;125;5.9;96852;26.62;35
241;Fury;Action,Drama,War;David Ayer;Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña;2014;134;7.6;332234;85.71;64
245;Percy Jackson & the Olympians: The Lightning Thief;Adventure,Family,Fantasy;Chris Columbus;Logan Lerman, Kevin McKidd, Steve Coogan,Brandon T. Jackson;2010;118;5.9;148949;88.76;47
246;Les Misérables;Drama,Musical,Romance;Tom Hooper;Hugh Jackman, Russell Crowe, Anne Hathaway,Amanda Seyfried;2012;158;7.6;257426;148.78;63
250;The Intouchables;Biography,Comedy,Drama;Olivier Nakache;François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot;2011;112;8.6;557965;13.18;57
254;The Amazing Spider-Man 2;Action,Adventure,Sci-Fi;Marc Webb;Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti;2014;142;6.7;342183;202.85;53
255;The Conjuring;Horror,Mystery,Thriller;James Wan;Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor;2013;112;7.5;330305;137.39;68
257;Battleship;Action,Adventure,Sci-Fi;Peter Berg;Alexander Skarsgård, Brooklyn Decker, Liam Neeson,Rihanna;2012;131;5.8;210349;65.17;41
258;Rise of the Planet of the Apes;Action,Drama,Sci-Fi;Rupert Wyatt;James Franco, Andy Serkis, Freida Pinto, Karin Konoval;2011;105;7.6;422290;176.74;68
261;Birdman or (The Unexpected Virtue of Ignorance);Comedy,Drama,Romance;Alejandro González Iñárritu;Michael Keaton, Zach Galifianakis,Edward Norton, Andrea Riseborough;2014;119;7.8;440299;42.34;88
262;Black Swan;Drama,Thriller;Darren Aronofsky;Natalie Portman, Mila Kunis, Vincent Cassel,Winona Ryder;2010;108;8;581518;106.95;79
263;Dear White People;Comedy,Drama;Justin Simien;Tyler James Williams, Tessa Thompson, Kyle Gallner,Teyonah Parris;2014;108;6.2;21715;4.4;79
264;Nymphomaniac: Vol. I;Drama;Lars von Trier;Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf;2013;117;7;90556;0.79;64
268;Cloud Atlas;Drama,Sci-Fi;Tom Tykwer;Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving;2012;172;7.5;298651;27.1;55
271;Skyfall;Action,Adventure,Thriller;Sam Mendes;Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench;2012;143;7.8;547386;304.36;81
272;The Hobbit: An Unexpected Journey;Adventure,Fantasy;Peter Jackson;Martin Freeman, Ian McKellen, Richard Armitage,Andy Serkis;2012;169;7.9;668651;303;58
273;21 Jump Street;Action,Comedy,Crime;Phil Lord;Jonah Hill, Channing Tatum, Ice Cube,Brie Larson;2012;110;7.2;432046;138.45;69
276;Oblivion;Action,Adventure,Mystery;Joseph Kosinski;Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko;2013;124;7;410125;89.02;54
277;22 Jump Street;Action,Comedy,Crime;Phil Lord;Channing Tatum, Jonah Hill, Ice Cube,Nick Offerman;2014;112;7.1;280110;191.62;71
280;Iron Man Three;Action,Adventure,Sci-Fi;Shane Black;Robert Downey Jr., Guy Pearce, Gwyneth Paltrow,Don Cheadle;2013;130;7.2;591023;408.99;62
281;Now You See Me;Crime,Mystery,Thriller;Louis Leterrier;Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson;2013;115;7.3;492324;117.7;50
285;Hercules;Action,Adventure;Brett Ratner;Dwayne Johnson, John Hurt, Ian McShane, Joseph Fiennes;2014;98;6;122838;72.66;47
286;Sucker Punch;Action,Fantasy;Zack Snyder;Emily Browning, Vanessa Hudgens, Abbie Cornish,Jena Malone;2011;110;6.1;204874;36.38;33
292;Pitch Perfect;Comedy,Music,Romance;Jason Moore;Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp;2012;112;7.2;226631;65;66
295;Man of Steel;Action,Adventure,Fantasy;Zack Snyder;Henry Cavill, Amy Adams, Michael Shannon, Diane Lane;2013;143;7.1;577010;291.02;55
301;The Equalizer;Action,Crime,Thriller;Antoine Fuqua;Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour;2014;132;7.2;249425;101.53;57
302;Lone Survivor;Action,Biography,Drama;Peter Berg;Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster;2013;121;7.5;218996;125.07;60
303;The Cabin in the Woods;Horror;Drew Goddard;Kristen Connolly, Chris Hemsworth, Anna Hutchison,Fran Kranz;2012;95;7;295554;42.04;72
305;She's Out of My League;Comedy,Romance;Jim Field Smith;Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel;2010;104;6.4;105619;31.58;46
306;Inherent Vice;Comedy,Crime,Drama;Paul Thomas Anderson;Joaquin Phoenix, Josh Brolin, Owen Wilson,Katherine Waterston;2014;148;6.7;69509;8.09;81
312;La vie d'Adèle;Drama,Romance;Abdellatif Kechiche;Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing;2013;180;7.8;103150;2.2;88
313;The Babadook;Drama,Horror;Jennifer Kent;Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney;2014;93;6.8;132580;0.92;86
314;The Hobbit: The Battle of the Five Armies;Adventure,Fantasy;Peter Jackson;Ian McKellen, Martin Freeman, Richard Armitage,Cate Blanchett;2014;144;7.4;385598;255.11;59
316;Snowpiercer;Action,Drama,Sci-Fi;Bong Joon Ho;Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris;2013;126;7;199048;4.56;84
320;Fast Five;Action,Crime,Thriller;Justin Lin;Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster;2011;131;7.3;300803;209.81;66
324;In Time;Action,Sci-Fi,Thriller;Andrew Niccol;Justin Timberlake, Amanda Seyfried, Cillian Murphy,Olivia Wilde;2011;109;6.7;319025;37.55;53
325;The Social Network;Biography,Drama;David Fincher;Jesse Eisenberg, Andrew Garfield, Justin Timberlake,Rooney Mara;2010;120;7.7;510100;96.92;95
332;American Sniper;Action,Biography,Drama;Clint Eastwood;Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis;2014;133;7.3;353305;350.12;72
333;Dallas Buyers Club;Biography,Drama;Jean-Marc Vallée;Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn;2013;117;8;352801;27.3;84
334;Lincoln;Biography,Drama,History;Steven Spielberg;Daniel Day-Lewis, Sally Field, David Strathairn,Joseph Gordon-Levitt;2012;150;7.4;207497;182.2;86
335;Rush;Action,Biography,Drama;Ron Howard;Daniel Brühl, Chris Hemsworth, Olivia Wilde,Alexandra Maria Lara;2013;123;8.1;339722;26.9;75
337;Silver Linings Playbook;Comedy,Drama,Romance;David O. Russell;Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver;2012;122;7.8;564364;132.09;81
339;The Fault in Our Stars;Drama,Romance;Josh Boone;Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern;2014;126;7.8;271301;124.87;69
340;Blended;Comedy,Romance;Frank Coraci;Adam Sandler, Drew Barrymore, Wendi McLendon-Covey, Kevin Nealon;2014;117;6.5;93764;46.28;31
342;Looper;Action,Crime,Drama;Rian Johnson;Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano;2012;119;7.4;452369;66.47;84
343;White House Down;Action,Drama,Thriller;Roland Emmerich;Channing Tatum, Jamie Foxx, Maggie Gyllenhaal,Jason Clarke;2013;131;6.4;173320;73.1;52
346;The Three Musketeers;Action,Adventure,Romance;Paul W.S. Anderson;Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich;2011;110;5.8;92329;20.32;35
348;American Hustle;Crime,Drama;David O. Russell;Christian Bale, Amy Adams, Bradley Cooper,Jennifer Lawrence;2013;138;7.3;379088;150.12;90
350;Midnight in Paris;Comedy,Fantasy,Romance;Woody Allen;Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller;2011;94;7.7;320323;56.82;81
356;Seventh Son;Action,Adventure,Fantasy;Sergei Bodrov;Ben Barnes, Julianne Moore, Jeff Bridges, Alicia Vikander;2014;102;5.5;59958;17.18;30
358;The Theory of Everything;Biography,Drama,Romance;James Marsh;Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry;2014;123;7.7;299718;35.89;72
359;This Is the End;Comedy,Fantasy;Evan Goldberg;James Franco, Jonah Hill, Seth Rogen,Jay Baruchel;2013;107;6.6;327838;101.47;67
360;About Time;Comedy,Drama,Fantasy;Richard Curtis;Domhnall Gleeson, Rachel McAdams, Bill Nighy,Lydia Wilson;2013;123;7.8;221600;15.29;55
362;Clown;Horror,Thriller;Jon Watts;Andy Powers, Laura Allen, Peter Stormare, Christian Distefano;2014;100;5.7;14248;0.05;42
363;Star Trek Into Darkness;Action,Adventure,Sci-Fi;J.J. Abrams;Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch;2013;132;7.8;417663;228.76;72
367;The Twilight Saga: Breaking Dawn - Part 2;Adventure,Drama,Fantasy;Bill Condon;Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli;2012;115;5.5;194329;292.3;52
369;The Amazing Spider-Man;Action,Adventure;Marc Webb;Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan;2012;136;7;474320;262.03;66
372;The Maze Runner;Action,Mystery,Sci-Fi;Wes Ball;Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster;2014;113;6.8;335531;102.41;57
380;The Expendables 3;Action,Adventure,Thriller;Patrick Hughes;Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas;2014;126;6.1;137568;39.29;35
381;What We Do in the Shadows;Comedy,Fantasy,Horror;Jemaine Clement;Jemaine Clement, Taika Waititi,Cori Gonzalez-Macuer, Jonny Brugh;2014;86;7.6;84016;3.33;76
385;The Lego Movie;Animation,Action,Adventure;Phil Lord;Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett;2014;100;7.8;266508;257.76;83
388;Robin Hood;Action,Adventure,Drama;Ridley Scott;Russell Crowe, Cate Blanchett, Matthew Macfadyen,Max von Sydow;2010;140;6.7;221117;105.22;53
389;The Wolverine;Action,Adventure,Sci-Fi;James Mangold;Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima;2013;126;6.7;355362;132.55;60
390;John Carter;Action,Adventure,Sci-Fi;Andrew Stanton;Taylor Kitsch, Lynn Collins, Willem Dafoe,Samantha Morton;2012;132;6.6;220667;73.06;51
395;Grown Ups 2;Comedy;Dennis Dugan;Adam Sandler, Kevin James, Chris Rock, David Spade;2013;101;5.4;114482;133.67;19
400;Magic Mike;Comedy,Drama;Steven Soderbergh;Channing Tatum, Alex Pettyfer, Olivia Munn,Matthew McConaughey;2012;110;6.1;113686;113.71;72
404;Despicable Me;Animation,Adventure,Comedy;Pierre Coffin;Steve Carell, Jason Segel, Russell Brand, Julie Andrews;2010;95;7.7;410607;251.5;72
405;The Best of Me;Drama,Romance;Michael Hoffman;James Marsden, Michelle Monaghan, Luke Bracey,Liana Liberato;2014;118;6.7;49041;26.76;29
407;Zero Dark Thirty;Drama,History,Thriller;Kathryn Bigelow;Jessica Chastain, Joel Edgerton, Chris Pratt, Mark Strong;2012;157;7.4;226661;95.72;95
408;Tangled;Animation,Adventure,Comedy;Nathan Greno;Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman;2010;100;7.8;316459;200.81;71
413;Monsters University;Animation,Adventure,Comedy;Dan Scanlon;Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren;2013;104;7.3;252119;268.49;65
416;Tusk;Comedy,Drama,Horror;Kevin Smith;Justin Long, Michael Parks, Haley Joel Osment,Genesis Rodriguez;2014;102;5.4;34546;1.82;55
419;Harry Potter and the Deathly Hallows: Part 1;Adventure,Family,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Bill Nighy;2010;146;7.7;357213;294.98;65
420;Shame;Drama;Steve McQueen;Michael Fassbender, Carey Mulligan, James Badge Dale, Lucy Walters;2011;101;7.2;155010;4;72
421;Hanna;Action,Drama,Thriller;Joe Wright;Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps;2011;111;6.8;164208;40.25;65
424;300: Rise of an Empire;Action,Drama,Fantasy;Noam Murro;Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson;2014;102;6.2;237887;106.37;48
427;Sin City: A Dame to Kill For;Action,Crime,Thriller;Frank Miller;Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt;2014;102;6.5;122185;13.75;46
429;Srpski film;Horror,Mystery,Thriller;Srdjan Spasojevic;Srdjan 'Zika' Todorovic, Sergej Trifunovic,Jelena Gavrilovic, Slobodan Bestic;2010;104;5.2;43648;0;55
433;World War Z;Action,Adventure,Horror;Marc Forster;Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale;2013;116;7;494819;202.35;63
434;Mission: Impossible - Ghost Protocol;Action,Adventure,Thriller;Brad Bird;Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton;2011;132;7.4;382459;209.36;73
436;Filth;Comedy,Crime,Drama;Jon S. Baird;James McAvoy, Jamie Bell, Eddie Marsan, Imogen Poots;2013;97;7.1;81301;0.03;56
438;The imposible;Drama,Thriller;J.A. Bayona;Naomi Watts, Ewan McGregor, Tom Holland, Oaklee Pendergast;2012;114;7.6;156189;19;73
439;Kick-Ass 2;Action,Comedy,Crime;Jeff Wadlow;Aaron Taylor-Johnson, Chloë Grace Moretz,Christopher Mintz-Plasse, Jim Carrey;2013;103;6.6;214825;28.75;41
441;Oz the Great and Powerful;Adventure,Family,Fantasy;Sam Raimi;James Franco, Michelle Williams, Rachel Weisz, Mila Kunis;2013;130;6.3;181521;234.9;44
444;Blue Valentine;Drama,Romance;Derek Cianfrance;Ryan Gosling, Michelle Williams, John Doman,Faith Wladyka;2010;112;7.4;151409;9.7;81
447;Dredd;Action,Sci-Fi;Pete Travis;Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood;2012;95;7.1;213764;13.4;59
449;Big Hero 6;Animation,Action,Adventure;Don Hall;Ryan Potter, Scott Adsit, Jamie Chung,T.J. Miller;2014;102;7.8;309186;222.49;74
450;Carrie;Drama,Horror;Kimberly Peirce;Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday;2013;100;5.9;113272;35.27;53
451;Iron Man 2;Action,Adventure,Sci-Fi;Jon Favreau;Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow,Don Cheadle;2010;124;7;556666;312.06;57
454;Olympus Has Fallen;Action,Thriller;Antoine Fuqua;Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett;2013;119;6.5;214994;98.9;41
455;I Am Number Four;Action,Adventure,Sci-Fi;D.J. Caruso;Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer;2011;109;6.1;202682;55.09;36
456;Jagten;Drama;Thomas Vinterberg;Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm;2012;115;8.3;192263;0.61;76
459;Just Go with It;Comedy,Romance;Dennis Dugan;Adam Sandler, Jennifer Aniston, Brooklyn Decker,Nicole Kidman;2011;117;6.4;182069;103.03;33
461;The Town;Crime,Drama,Thriller;Ben Affleck;Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner;2010;125;7.6;294553;92.17;74
464;Predestination;Drama,Mystery,Sci-Fi;Michael Spierig;Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West;2014;97;7.5;187760;0;69
466;Sherlock Holmes: A Game of Shadows;Action,Adventure,Crime;Guy Ritchie;Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams;2011;129;7.5;357436;186.83;48
467;Salt;Action,Crime,Mystery;Phillip Noyce;Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski;2010;100;6.4;255813;118.31;65
468;Enemy;Mystery,Thriller;Denis Villeneuve;Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon,Isabella Rossellini;2013;91;6.9;111558;1.01;61
470;The Other Guys;Action,Comedy,Crime;Adam McKay;Will Ferrell, Mark Wahlberg, Derek Jeter, Eva Mendes;2010;107;6.7;199900;119.22;64
475;Argo;Biography,Drama,History;Ben Affleck;Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin;2012;120;7.7;481274;136.02;86
482;The Giver;Drama,Romance,Sci-Fi;Phillip Noyce;Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift;2014;97;6.5;93799;45.09;47
486;Moonrise Kingdom;Adventure,Comedy,Drama;Wes Anderson;Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray;2012;94;7.8;254446;45.51;84
488;Safe Haven;Drama,Romance,Thriller;Lasse Hallström;Julianne Hough, Josh Duhamel, Cobie Smulders,David Lyons;2013;115;6.7;84765;71.35;34
491;Stake Land;Drama,Horror,Sci-Fi;Jim Mickle;Connor Paolo, Nick Damici, Kelly McGillis, Gregory Jones;2010;98;6.5;36091;0.02;66
492;The Book of Eli;Action,Adventure,Drama;Albert Hughes;Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman;2010;118;6.9;241359;94.82;53
495;Under the Skin;Drama,Horror,Sci-Fi;Jonathan Glazer;Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell;2013;108;6.3;94707;2.61;78
497;Men in Black 3;Action,Adventure,Comedy;Barry Sonnenfeld;Will Smith, Tommy Lee Jones, Josh Brolin,Jemaine Clement;2012;106;6.8;278379;179.02;58
498;Super 8;Mystery,Sci-Fi,Thriller;J.J. Abrams;Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney;2011;112;7.1;298913;126.98;72
507;Savages;Crime,Drama,Thriller;Oliver Stone;Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively,Benicio Del Toro;2012;131;6.5;107960;47.31;59
