Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
454;Olympus Has Fallen;Action,Thriller;Antoine Fuqua;Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett;2013;119;6.5;214994;98.9;41
461;The Town;Crime,Drama,Thriller;Ben Affleck;Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner;2010;125;7.6;294553;92.17;74
462;The Boy;Horror,Mystery,Thriller;William Brent Bell;Lauren Cohan, Rupert Evans, James Russell, Jim Norton;2016;97;6;51235;35.79;42
468;Enemy;Mystery,Thriller;Denis Villeneuve;Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon,Isabella Rossellini;2013;91;6.9;111558;1.01;61
469;District 9;Action,Sci-Fi,Thriller;Neill Blomkamp;Sharlto Copley, David James, Jason Cope, Nathalie Boltt;2009;112;8;556794;115.65;81
477;The Lives of Others;Drama,Thriller;Florian Henckel von Donnersmarck;Ulrich Mühe, Martina Gedeck,Sebastian Koch, Ulrich Tukur;2006;137;8.5;278103;11.28;89
478;Pet;Horror,Thriller;Carles Torrens;Dominic Monaghan, Ksenia Solo, Jennette McCurdy,Da'Vone McDonald;2016;94;5.7;8404;0;48
488;Safe Haven;Drama,Romance,Thriller;Lasse Hallström;Julianne Hough, Josh Duhamel, Cobie Smulders,David Lyons;2013;115;6.7;84765;71.35;34
498;Super 8;Mystery,Sci-Fi,Thriller;J.J. Abrams;Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney;2011;112;7.1;298913;126.98;72
499;Law Abiding Citizen;Crime,Drama,Thriller;F. Gary Gray;Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney;2009;109;7.4;228339;73.34;34
501;Maze Runner: The Scorch Trials;Action,Sci-Fi,Thriller;Wes Ball;Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster,Giancarlo Esposito;2015;131;6.3;159364;81.69;43
503;Imperium;Crime,Drama,Thriller;Daniel Ragussis;Daniel Radcliffe, Toni Collette, Tracy Letts, Sam Trammell;2016;109;6.5;27428;0;68
506;City of Tiny Lights;Crime,Drama,Thriller;Pete Travis;Riz Ahmed, Billie Piper, James Floyd, Cush Jumbo;2016;110;5.7;291;0;54
507;Savages;Crime,Drama,Thriller;Oliver Stone;Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively,Benicio Del Toro;2012;131;6.5;107960;47.31;59
510;Gravity;Drama,Sci-Fi,Thriller;Alfonso Cuarón;Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen;2013;91;7.8;622089;274.08;96
513;The Happening;Sci-Fi,Thriller;M. Night Shyamalan;Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez;2008;91;5;170897;64.51;34
521;Anthropoid;Biography,History,Thriller;Sean Ellis;Jamie Dornan, Cillian Murphy, Brian Caspe, Karel Hermánek Jr.;2016;120;7.2;24100;2.96;59
522;The Counselor;Crime,Drama,Thriller;Ridley Scott;Michael Fassbender, Penélope Cruz, Cameron Diaz,Javier Bardem;2013;117;5.3;84927;16.97;48
525;Trust;Crime,Drama,Thriller;David Schwimmer;Clive Owen, Catherine Keener, Liana Liberato,Jason Clarke;2010;106;7;36043;0.06;60
532;Friend Request;Horror,Thriller;Simon Verhoeven;Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan;2016;92;5.4;12758;64.03;59
533;Deja Vu;Action,Sci-Fi,Thriller;Tony Scott;Denzel Washington, Paula Patton, Jim Caviezel, Val Kilmer;2006;126;7;253858;0;59
534;Lucy;Action,Sci-Fi,Thriller;Luc Besson;Scarlett Johansson, Morgan Freeman, Min-sik Choi,Amr Waked;2014;89;6.4;352698;126.55;61
539;True Crimes;Crime,Drama,Thriller;Alexandros Avranas;Jim Carrey, Charlotte Gainsbourg, Marton Csokas, Kati Outinen;2016;92;7.3;198;0;43
541;The Ghost Writer;Mystery,Thriller;Roman Polanski;Ewan McGregor, Pierce Brosnan, Olivia Williams,Jon Bernthal;2010;128;7.2;137964;15.52;77
542;Limitless;Mystery,Sci-Fi,Thriller;Neil Burger;Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro;2011;105;7.4;444417;79.24;59
545;Zipper;Drama,Thriller;Mora Stephens;Patrick Wilson, Lena Headey, Ray Winstone,Richard Dreyfuss;2015;103;5.7;4912;0;39
554;The Survivalist;Drama,Sci-Fi,Thriller;Stephen Fingleton;Mia Goth, Martin McCann, Barry Ward, Andrew Simpson;2015;104;6.3;9187;0;80
555;Colonia;Drama,Romance,Thriller;Florian Gallenberger;Emma Watson, Daniel Brühl, Michael Nyqvist,Richenda Carey;2015;106;7.1;30074;0;33
556;The Boy Next Door;Mystery,Thriller;Rob Cohen;Jennifer Lopez, Ryan Guzman, Kristin Chenoweth, John Corbett;2015;91;4.6;30180;35.39;30
557;The Gift;Mystery,Thriller;Joel Edgerton;Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman;2015;108;7.1;96688;43.77;77
561;The Expendables;Action,Adventure,Thriller;Sylvester Stallone;Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren;2010;103;6.5;283282;102.98;45
570;Money Monster;Crime,Drama,Thriller;Jodie Foster;George Clooney, Julia Roberts, Jack O'Connell,Dominic West;2016;98;6.5;68654;41.01;55
586;Ghost Rider;Action,Fantasy,Thriller;Mark Steven Johnson;Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long;2007;114;5.2;190673;115.8;35
589;Sunshine;Adventure,Sci-Fi,Thriller;Danny Boyle;Cillian Murphy, Rose Byrne, Chris Evans, Michelle Yeoh;2007;107;7.3;199860;3.68;64
591;Män som hatar kvinnor;Drama,Mystery,Thriller;Niels Arden Oplev;Michael Nyqvist, Noomi Rapace, Ewa Fröling,Lena Endre;2009;152;7.8;182074;10.1;76
613;The Lovely Bones;Drama,Fantasy,Thriller;Peter Jackson;Rachel Weisz, Mark Wahlberg, Saoirse Ronan, Susan Sarandon;2009;135;6.7;130702;43.98;42
625;Taken 3;Action,Thriller;Olivier Megaton;Liam Neeson, Forest Whitaker, Maggie Grace,Famke Janssen;2014;109;6;144715;89.25;26
634;Megan Is Missing;Drama,Horror,Thriller;Michael Goi;Amber Perkins, Rachel Quinn, Dean Waite, Jael Elizabeth Steinmeyer;2011;85;4.9;6683;0;94
642;Relatos salvajes;Comedy,Drama,Thriller;Damián Szifron;Darío Grandinetti, María Marull, Mónica Villa, Rita Cortese;2014;122;8.1;110100;3.08;77
648;Tall Men;Fantasy,Horror,Thriller;Jonathan Holbrook;Dan Crisafulli, Kay Whitney, Richard Garcia, Pat Cashman;2016;133;3.2;173;0;57
653;Insidious;Horror,Mystery,Thriller;James Wan;Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye;2010;103;6.8;219916;53.99;52
670;Blood Diamond;Adventure,Drama,Thriller;Edward Zwick;Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers;2006;143;8;422014;57.37;64
672;Child 44;Crime,Drama,Thriller;Daniel Espinosa;Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman;2015;137;6.5;47703;1.21;41
673;The Hurt Locker;Drama,History,Thriller;Kathryn Bigelow;Jeremy Renner, Anthony Mackie, Brian Geraghty,Guy Pearce;2008;131;7.6;352023;15.7;94
680;The Age of Shadows;Action,Drama,Thriller;Jee-woon Kim;Byung-hun Lee, Yoo Gong, Kang-ho Song, Ji-min Han;2016;140;7.2;2403;0.54;78
682;We Need to Talk About Kevin;Drama,Mystery,Thriller;Lynne Ramsay;Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell;2011;112;7.5;104953;1.74;68
690;Tinker Tailor Soldier Spy;Drama,Mystery,Thriller;Tomas Alfredson;Gary Oldman, Colin Firth, Tom Hardy, Mark Strong;2011;122;7.1;157053;24.1;85
699;Live Free or Die Hard;Action,Adventure,Thriller;Len Wiseman;Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q;2007;128;7.2;347567;134.52;69
706;The Neighbor;Crime,Horror,Thriller;Marcus Dunstan;Josh Stewart, Bill Engvall, Alex Essoe, Ronnie Gene Blevins;2016;87;5.8;4754;0;60
707;The Adjustment Bureau;Romance,Sci-Fi,Thriller;George Nolfi;Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner;2011;106;7.1;208632;62.45;60
718;The Strangers;Horror,Mystery,Thriller;Bryan Bertino;Scott Speedman, Liv Tyler, Gemma Ward, Alex Fisher;2008;86;6.2;96718;52.53;47
724;Blair Witch;Horror,Thriller;Adam Wingard;James Allen McCune, Callie Hernandez, Corbin Reid, Brandon Scott;2016;89;5.1;26088;20.75;47
730;The Guest;Thriller;Adam Wingard;Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore;2014;100;6.7;71069;0.32;76
734;The Da Vinci Code;Mystery,Thriller;Ron Howard;Tom Hanks, Audrey Tautou, Jean Reno, Ian McKellen;2006;149;6.6;338280;217.54;46
737;The Blackcoat's Daughter;Horror,Thriller;Oz Perkins;Emma Roberts, Kiernan Shipka, Lauren Holly, Lucy Boynton;2015;93;5.6;4155;0.02;68
747;Only for One Night;Thriller;Chris Stokes;Brian White, Karrueche Tran, Angelique Pereira,Jessica Vanessa DeLeon;2016;86;4.6;313;0;60
749;Ouija: Origin of Evil;Horror,Thriller;Mike Flanagan;Elizabeth Reaser, Lulu Wilson, Annalise Basso,Henry Thomas;2016;99;6.1;30035;34.9;65
757;Lavender;Drama,Thriller;Ed Gass-Donnelly;Abbie Cornish, Dermot Mulroney, Justin Long,Diego Klattenhoff;2016;92;5.2;2083;0;46
763;Eye in the Sky;Drama,Thriller,War;Gavin Hood;Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi;2015;102;7.3;57826;18.7;73
764;Eagle Eye;Action,Mystery,Thriller;D.J. Caruso;Shia LaBeouf, Michelle Monaghan, Rosario Dawson,Michael Chiklis;2008;118;6.6;156158;101.11;43
765;The Purge;Horror,Sci-Fi,Thriller;James DeMonaco;Ethan Hawke, Lena Headey, Max Burkholder,Adelaide Kane;2013;85;5.7;154588;64.42;41
771;Quantum of Solace;Action,Adventure,Thriller;Marc Forster;Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench;2008;106;6.6;347798;168.37;58
772;The Assignment;Action,Crime,Thriller;Walter Hill;Sigourney Weaver, Michelle Rodriguez, Tony Shalhoub,Anthony LaPaglia;2016;95;4.5;2043;0;34
777;31;Horror,Thriller;Rob Zombie;Malcolm McDowell, Richard Brake, Jeff Daniel Phillips,Sheri Moon Zombie;2016;102;5.1;10871;0.78;35
778;Final Girl;Action,Thriller;Tyler Shields;Abigail Breslin, Wes Bentley, Logan Huffman,Alexander Ludwig;2015;90;4.7;9026;0;56
781;Unknown;Action,Mystery,Thriller;Jaume Collet-Serra;Liam Neeson, Diane Kruger, January Jones,Aidan Quinn;2011;113;6.9;218679;61.09;56
783;Mr. Brooks;Crime,Drama,Thriller;Bruce A. Evans;Kevin Costner, Demi Moore, William Hurt, Dane Cook;2007;120;7.3;128146;28.48;45
786;Captain Phillips;Biography,Drama,Thriller;Paul Greengrass;Tom Hanks, Barkhad Abdi, Barkhad Abdirahman,Catherine Keener;2013;134;7.8;346154;107.1;83
792;The Family;Comedy,Crime,Thriller;Luc Besson;Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo;2013;111;6.3;92868;36.92;42
795;Man on a Ledge;Action,Crime,Thriller;Asger Leth;Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez;2012;102;6.6;129252;18.6;40
804;Jack Ryan: Shadow Recruit;Action,Drama,Thriller;Kenneth Branagh;Chris Pine, Kevin Costner, Keira Knightley,Kenneth Branagh;2014;105;6.2;103681;50.55;57
806;The Gambler;Crime,Drama,Thriller;Rupert Wyatt;Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson;2014;111;6;52537;33.63;55
812;Mama;Horror,Thriller;Andrés Muschietti;Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse;2013;100;6.2;142560;71.59;57
813;Orphan;Horror,Mystery,Thriller;Jaume Collet-Serra;Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder;2009;123;7;153448;41.57;42
819;Annabelle;Horror,Mystery,Thriller;John R. Leonetti;Ward Horton, Annabelle Wallis, Alfre Woodard,Tony Amendola;2014;99;5.4;91106;84.26;37
820;Wolves at the Door;Horror,Thriller;John R. Leonetti;Katie Cassidy, Elizabeth Henstridge, Adam Campbell, Miles Fisher;2016;73;4.6;564;0;63
825;Man Down;Drama,Thriller;Dito Montiel;Shia LaBeouf, Jai Courtney, Gary Oldman, Kate Mara;2015;90;5.8;4779;0;27
826;Crawlspace;Horror,Thriller;Phil Claydon;Michael Vartan, Erin Moriarty, Nadine Velazquez,Ronnie Gene Blevins;2016;88;5.3;1427;0;25
827;Shut In;Drama,Horror,Thriller;Farren Blackburn;Naomi Watts, Charlie Heaton, Jacob Tremblay,Oliver Platt;2016;91;4.6;5715;6.88;25
829;Grindhouse;Action,Horror,Thriller;Robert Rodriguez;Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell;2007;191;7.6;160350;25.03;77
836;The Loft;Mystery,Romance,Thriller;Erik Van Looy;Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet;2014;108;6.3;38804;5.98;24
842;A Bigger Splash;Drama,Thriller;Luca Guadagnino;Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson;2015;125;6.4;15232;1.98;74
845;Unstoppable;Action,Thriller;Tony Scott;Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee;2010;98;6.8;157499;81.56;69
846;Flight;Drama,Thriller;Robert Zemeckis;Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman;2012;138;7.3;276347;93.75;76
849;Mean Dreams;Thriller;Nathan Morlando;Sophie Nélisse, Josh Wiggins, Joe Cobden, Bill Paxton;2016;108;6.3;1066;0;64
851;21;Crime,Drama,Thriller;Robert Luketic;Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo;2008;123;6.8;198395;81.16;48
853;Out of the Furnace;Crime,Drama,Thriller;Scott Cooper;Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson;2013;116;6.8;88829;11.33;63
