Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
284;The Danish Girl;Biography,Drama,Romance;Tom Hooper;Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw;2015;119;7;110773;12.71;66
292;Pitch Perfect;Comedy,Music,Romance;Jason Moore;Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp;2012;112;7.2;226631;65;66
296;The Choice;Drama,Romance;Ross Katz;Benjamin Walker, Teresa Palmer, Alexandra Daddario,Maggie Grace;2016;111;6.6;20514;18.71;26
304;The House Bunny;Comedy,Romance;Fred Wolf;Anna Faris, Colin Hanks, Emma Stone, Kat Dennings;2008;97;5.5;67033;48.24;55
305;She's Out of My League;Comedy,Romance;Jim Field Smith;Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel;2010;104;6.4;105619;31.58;46
310;How to Be Single;Comedy,Romance;Christian Ditter;Dakota Johnson, Rebel Wilson, Leslie Mann, Alison Brie;2016;110;6.1;59886;46.81;51
312;La vie d'Adèle;Drama,Romance;Abdellatif Kechiche;Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing;2013;180;7.8;103150;2.2;88
337;Silver Linings Playbook;Comedy,Drama,Romance;David O. Russell;Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver;2012;122;7.8;564364;132.09;81
339;The Fault in Our Stars;Drama,Romance;Josh Boone;Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern;2014;126;7.8;271301;124.87;69
340;Blended;Comedy,Romance;Frank Coraci;Adam Sandler, Drew Barrymore, Wendi McLendon-Covey, Kevin Nealon;2014;117;6.5;93764;46.28;31
346;The Three Musketeers;Action,Adventure,Romance;Paul W.S. Anderson;Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich;2011;110;5.8;92329;20.32;35
350;Midnight in Paris;Comedy,Fantasy,Romance;Woody Allen;Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller;2011;94;7.7;320323;56.82;81
354;Cafe Society;Comedy,Drama,Romance;Woody Allen;Jesse Eisenberg, Kristen Stewart, Steve Carell, Blake Lively;2016;96;6.7;45579;11.08;64
358;The Theory of Everything;Biography,Drama,Romance;James Marsh;Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry;2014;123;7.7;299718;35.89;72
394;Whisky Galore;Comedy,Romance;Gillies MacKinnon;Tim Pigott-Smith, Naomi Battrick, Ellie Kendrick,James Cosmo;2016;98;5;102;0;43
396;The Age of Adaline;Drama,Fantasy,Romance;Lee Toland Krieger;Blake Lively, Michiel Huisman, Harrison Ford,Kathy Baker;2015;112;7.2;112288;42.48;51
405;The Best of Me;Drama,Romance;Michael Hoffman;James Marsden, Michelle Monaghan, Luke Bracey,Liana Liberato;2014;118;6.7;49041;26.76;29
418;Atonement;Drama,Mystery,Romance;Joe Wright;Keira Knightley, James McAvoy, Brenda Blethyn,Saoirse Ronan;2007;123;7.8;202890;50.92;85
423;Pride and Prejudice and Zombies;Action,Horror,Romance;Burr Steers;Lily James, Sam Riley, Jack Huston, Bella Heathcote;2016;108;5.8;35003;10.91;45
426;The Curious Case of Benjamin Button;Drama,Fantasy,Romance;David Fincher;Brad Pitt, Cate Blanchett, Tilda Swinton, Julia Ormond;2008;166;7.8;485075;127.49;70
437;The Longest Ride;Drama,Romance;George Tillman Jr.;Scott Eastwood, Britt Robertson, Alan Alda, Jack Huston;2015;123;7.1;58421;37.43;33
442;Brooklyn;Drama,Romance;John Crowley;Saoirse Ronan, Emory Cohen, Domhnall Gleeson,Jim Broadbent;2015;117;7.5;94977;38.32;87
444;Blue Valentine;Drama,Romance;Derek Cianfrance;Ryan Gosling, Michelle Williams, John Doman,Faith Wladyka;2010;112;7.4;151409;9.7;81
457;The Proposal;Comedy,Drama,Romance;Anne Fletcher;Sandra Bullock, Ryan Reynolds, Mary Steenburgen,Craig T. Nelson;2009;108;6.7;241709;163.95;48
459;Just Go with It;Comedy,Romance;Dennis Dugan;Adam Sandler, Jennifer Aniston, Brooklyn Decker,Nicole Kidman;2011;117;6.4;182069;103.03;33
460;Revolutionary Road;Drama,Romance;Sam Mendes;Leonardo DiCaprio, Kate Winslet, Christopher Fitzgerald, Jonathan Roumie;2008;119;7.3;159736;22.88;69
481;Forgetting Sarah Marshall;Comedy,Drama,Romance;Nicholas Stoller;Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis;2008;111;7.2;226619;62.88;67
482;The Giver;Drama,Romance,Sci-Fi;Phillip Noyce;Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift;2014;97;6.5;93799;45.09;47
488;Safe Haven;Drama,Romance,Thriller;Lasse Hallström;Julianne Hough, Josh Duhamel, Cobie Smulders,David Lyons;2013;115;6.7;84765;71.35;34
502;Carol;Drama,Romance;Todd Haynes;Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler;2015;118;7.2;77995;0.25;95
505;Mr. Nobody;Drama,Fantasy,Romance;Jaco Van Dormael;Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham;2009;141;7.9;166872;0;63
508;(500) Days of Summer;Comedy,Drama,Romance;Marc Webb;Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend, Chloë Grace Moretz;2009;95;7.7;398972;32.39;76
509;Movie 43;Comedy,Romance;Elizabeth Banks;Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber;2013;94;4.3;83625;8.83;18
516;Easy A;Comedy,Drama,Romance;Will Gluck;Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd;2010;92;7.1;294950;58.4;72
520;Half of a Yellow Sun;Drama,Romance;Biyi Bandele;Chiwetel Ejiofor, Thandie Newton, Anika Noni Rose,Joseph Mawle;2013;111;6.2;1356;0.05;51
531;A Good Year;Comedy,Drama,Romance;Ridley Scott;Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard;2006;117;6.9;74674;7.46;47
544;P.S. I Love You;Drama,Romance;Richard LaGravenese;Hilary Swank, Gerard Butler, Harry Connick Jr., Lisa Kudrow;2007;126;7.1;177247;53.68;39
551;The Break-Up;Comedy,Drama,Romance;Peyton Reed;Jennifer Aniston, Vince Vaughn, Jon Favreau, Joey Lauren Adams;2006;106;5.8;106381;118.68;45
552;Loving;Biography,Drama,Romance;Jeff Nichols;Ruth Negga, Joel Edgerton, Will Dalton, Dean Mumford;2016;123;7.1;17141;7.7;79
555;Colonia;Drama,Romance,Thriller;Florian Gallenberger;Emma Watson, Daniel Brühl, Michael Nyqvist,Richenda Carey;2015;106;7.1;30074;0;33
571;The Other Woman;Comedy,Romance;Nick Cassavetes;Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau;2014;109;6;110825;83.91;39
583;Sex Tape;Comedy,Romance;Jake Kasdan;Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper;2014;94;5.1;89885;38.54;36
584;What to Expect When You're Expecting;Comedy,Drama,Romance;Kirk Jones;Cameron Diaz, Matthew Morrison, J. Todd Smith, Dennis Quaid;2012;110;5.7;60059;41.1;41
592;Adoration;Drama,Romance;Anne Fontaine;Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville;2013;112;6.2;25208;0.32;37
594;She's the Man;Comedy,Romance,Sport;Andy Fickman;Amanda Bynes, Laura Ramsey, Channing Tatum,Vinnie Jones;2006;105;6.4;122864;2.34;45
603;He's Just Not That Into You;Comedy,Drama,Romance;Ken Kwapis;Jennifer Aniston, Jennifer Connelly, Morgan Lily,Trenton Rogers;2009;129;6.4;137684;0;47
611;Beautiful Creatures;Drama,Fantasy,Romance;Richard LaGravenese;Alice Englert, Viola Davis, Emma Thompson,Alden Ehrenreich;2013;124;6.2;71822;19.45;52
615;Don Jon;Comedy,Drama,Romance;Joseph Gordon-Levitt;Joseph Gordon-Levitt, Scarlett Johansson,Julianne Moore, Tony Danza;2013;90;6.6;199973;24.48;66
619;Mr. Right;Action,Comedy,Romance;Paco Cabezas;Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone;2015;95;6.3;30053;0.03;52
628;The Escort;Comedy,Drama,Romance;Will Slocombe;Lyndsy Fonseca, Michael Doneger, Tommy Dewey,Bruce Campbell;2016;88;6;7181;0;46
631;Love & Other Drugs;Comedy,Drama,Romance;Edward Zwick;Jake Gyllenhaal, Anne Hathaway, Judy Greer, Oliver Platt;2010;112;6.7;151519;32.36;55
636;Knocked Up;Comedy,Romance;Judd Apatow;Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann;2007;129;7;309398;148.73;85
637;Source Code;Mystery,Romance,Sci-Fi;Duncan Jones;Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright;2011;93;7.5;404884;54.7;74
649;Sleeping Beauty;Drama,Romance;Julia Leigh;Emily Browning, Rachael Blake, Ewen Leslie, Bridgette Barrett;2011;101;5.3;27006;0.03;57
662;The First Time;Comedy,Drama,Romance;Jon Kasdan;Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville;2012;95;6.9;54027;0.02;55
666;Anna Karenina;Drama,Romance;Joe Wright;Keira Knightley, Jude Law, Aaron Taylor-Johnson,Matthew Macfadyen;2012;129;6.6;75291;12.8;63
668;Ted 2;Adventure,Comedy,Romance;Seth MacFarlane;Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth;2015;115;6.3;136323;81.26;48
678;Love, Rosie;Comedy,Romance;Christian Ditter;Lily Collins, Sam Claflin, Christian Cooke, Jaime Winstone;2014;102;7.2;80415;0.01;44
683;Love & Friendship;Comedy,Drama,Romance;Whit Stillman;Kate Beckinsale, Chloë Sevigny, Xavier Samuel,Emma Greenwell;2016;90;6.5;16164;14.01;87
685;Seven Pounds;Drama,Romance;Gabriele Muccino;Will Smith, Rosario Dawson, Woody Harrelson,Michael Ealy;2008;123;7.7;245144;69.95;36
692;Dear Zindagi;Drama,Romance;Gauri Shinde;Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley;2016;151;7.8;23540;1.4;56
697;10 Years;Comedy,Drama,Romance;Jamie Linden;Channing Tatum, Rosario Dawson, Chris Pratt, Jenna Dewan Tatum;2011;100;6.1;19636;0.2;61
698;I Origins;Drama,Romance,Sci-Fi;Mike Cahill;Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey, Brit Marling;2014;106;7.3;86271;0.33;57
700;The Matchbreaker;Comedy,Romance;Caleb Vetter;Wesley Elder, Christina Grimmie, Osric Chau, Olan Rogers;2016;94;5.5;1427;0;44
704;Australia;Adventure,Drama,Romance;Baz Luhrmann;Nicole Kidman, Hugh Jackman, Shea Adams, Eddie Baroo;2008;165;6.6;106115;49.55;53
707;The Adjustment Bureau;Romance,Sci-Fi,Thriller;George Nolfi;Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner;2011;106;7.1;208632;62.45;60
708;The Hollars;Comedy,Drama,Romance;John Krasinski;Sharlto Copley, Charlie Day, Richard Jenkins, Anna Kendrick;2016;88;6.5;5908;1.02;53
715;The Heartbreak Kid;Comedy,Romance;Bobby Farrelly;Ben Stiller, Michelle Monaghan,Malin Akerman, Jerry Stiller;2007;116;5.8;74664;36.77;46
727;Friends with Benefits;Comedy,Romance;Will Gluck;Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman;2011;109;6.6;286543;55.8;63
728;The Illusionist;Drama,Mystery,Romance;Neil Burger;Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell;2006;110;7.6;309934;39.83;68
738;Body of Lies;Action,Drama,Romance;Ridley Scott;Leonardo DiCaprio, Russell Crowe, Mark Strong,Golshifteh Farahani;2008;128;7.1;182305;39.38;57
739;Knight of Cups;Drama,Romance;Terrence Malick;Christian Bale, Cate Blanchett, Natalie Portman,Brian Dennehy;2015;118;5.7;17439;0.56;53
743;El secreto de sus ojos;Drama,Mystery,Romance;Juan José Campanella;Ricardo Darín, Soledad Villamil, Pablo Rago,Carla Quevedo;2009;129;8.2;144524;20.17;80
745;We Are Your Friends;Drama,Music,Romance;Max Joseph;Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston;2015;96;6.2;25903;3.59;46
746;A Million Ways to Die in the West;Comedy,Romance,Western;Seth MacFarlane;Seth MacFarlane, Charlize Theron, Liam Neeson,Amanda Seyfried;2014;116;6.1;144779;42.62;44
748;Rules Don't Apply;Comedy,Drama,Romance;Warren Beatty;Lily Collins, Haley Bennett, Taissa Farmiga, Steve Tom;2016;127;5.7;3731;3.65;60
754;This Means War;Action,Comedy,Romance;McG;Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger;2012;103;6.3;154400;54.76;31
766;PK;Comedy,Drama,Romance;Rajkumar Hirani;Aamir Khan, Anushka Sharma, Sanjay Dutt,Boman Irani;2014;153;8.2;103279;10.57;51
769;Paper Towns;Drama,Mystery,Romance;Jake Schreier;Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith;2015;109;6.3;72515;31.99;56
784;Tramps;Comedy,Romance;Adam Leon;Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia;2016;82;6.5;1031;0;77
785;Before We Go;Comedy,Drama,Romance;Chris Evans;Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum;2014;95;6.9;31370;0.04;31
793;Zack and Miri Make a Porno;Comedy,Romance;Kevin Smith;Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob;2008;101;6.6;154936;31.45;56
796;No Strings Attached;Comedy,Romance;Ivan Reitman;Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes;2011;108;6.2;178243;70.63;50
808;The Spectacular Now;Comedy,Drama,Romance;James Ponsoldt;Miles Teller, Shailene Woodley, Kyle Chandler,Jennifer Jason Leigh;2013;95;7.1;115751;6.85;82
809;A United Kingdom;Biography,Drama,Romance;Amma Asante;David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport;2016;111;6.8;4771;3.9;65
814;To Rome with Love;Comedy,Romance;Woody Allen;Woody Allen, Penélope Cruz, Jesse Eisenberg, Ellen Page;2012;112;6.3;72050;16.68;54
821;suite francaise;Drama,Romance,War;Saul Dibb;Michelle Williams, Kristin Scott Thomas, Margot Robbie,Eric Godon;2014;107;6.9;13711;0;63
833;Jane Eyre;Drama,Romance;Cary Joji Fukunaga;Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot;2011;120;7.4;67464;11.23;76
836;The Loft;Mystery,Romance,Thriller;Erik Van Looy;Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet;2014;108;6.3;38804;5.98;24
840;Maudie;Biography,Drama,Romance;Aisling Walsh;Ethan Hawke, Sally Hawkins, Kari Matchett, Zachary Bennett;2016;115;7.8;346;0;60
854;Vicky Cristina Barcelona;Drama,Romance;Woody Allen;Rebecca Hall, Scarlett Johansson, Javier Bardem,Christopher Evan Welch;2008;96;7.1;208770;23.21;70
861;Remember Me;Drama,Romance;Allen Coulter;Robert Pattinson, Emilie de Ravin, Caitlyn Rund,Moisés Acevedo;2010;113;7.2;119376;19.06;40
862;Koe no katachi;Animation,Drama,Romance;Naoko Yamada;Miyu Irino, Saori Hayami, Aoi Yuki, Kenshô Ono;2016;129;8.4;2421;0;80
867;Indignation;Drama,Romance;James Schamus;Logan Lerman, Sarah Gadon, Tijuana Ricks, Sue Dahlman;2016;110;6.9;7402;3.4;78
874;One Day;Drama,Romance;Lone Scherfig;Anne Hathaway, Jim Sturgess, Patricia Clarkson,Tom Mison;2011;107;7;113599;13.77;48
875;Life as We Know It;Comedy,Drama,Romance;Greg Berlanti;Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett;2010;114;6.6;101301;53.36;39
877;Warm Bodies;Comedy,Horror,Romance;Jonathan Levine;Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton;2013;98;6.9;193579;66.36;59
883;Transcendence;Drama,Mystery,Romance;Wally Pfister;Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy;2014;119;6.3;184564;23.01;42
885;Equals;Drama,Romance,Sci-Fi;Drake Doremus;Nicholas Hoult, Kristen Stewart, Vernetta Lopez,Scott Lawrence;2015;101;6.1;16361;0.03;43
888;The Lucky One;Drama,Romance;Scott Hicks;Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart;2012;101;6.5;82874;60.44;39
890;50/50;Comedy,Drama,Romance;Jonathan Levine;Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard;2011;100;7.7;281625;34.96;72
892;This Is 40;Comedy,Romance;Judd Apatow;Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow;2012;134;6.2;108156;67.52;59
894;Sex and the City;Comedy,Drama,Romance;Michael Patrick King;Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis;2008;145;5.5;102547;152.64;53
899;The Ugly Truth;Comedy,Romance;Robert Luketic;Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter;2009;96;6.5;172558;88.92;28
900;Bride Wars;Comedy,Romance;Gary Winick;Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg;2009;89;5.5;83976;58.72;24
901;Sleeping with Other People;Comedy,Drama,Romance;Leslye Headland;Jason Sudeikis, Alison Brie, Jordan Carlos,Margarita Levieva;2015;101;6.5;27730;0.81;64
903;What If;Comedy,Romance;Michael Dowse;Daniel Radcliffe, Zoe Kazan, Megan Park, Adam Driver;2013;98;6.8;55243;3.45;59
907;Hello, My Name Is Doris;Comedy,Drama,Romance;Michael Showalter;Sally Field, Max Greenfield, Tyne Daly, Wendi McLendon-Covey;2015;95;6.7;12361;14.44;63
940;Up in the Air;Drama,Romance;Jason Reitman;George Clooney, Vera Farmiga, Anna Kendrick,Jason Bateman;2009;109;7.4;279694;83.81;83
944;What's Your Number?;Comedy,Romance;Mark Mylod;Anna Faris, Chris Evans, Ari Graynor, Blythe Danner;2011;106;6.1;62095;13.99;35
953;Sex and the City 2;Comedy,Drama,Romance;Michael Patrick King;Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon;2010;146;4.3;62403;95.33;27
956;That Awkward Moment;Comedy,Romance;Tom Gormican;Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots;2014;94;6.2;81823;26.05;36
976;My Big Fat Greek Wedding 2;Comedy,Family,Romance;Kirk Jones;Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan;2016;94;6;20966;59.57;37
988;Endless Love;Drama,Romance;Shana Feste;Gabriella Wilde, Alex Pettyfer, Bruce Greenwood,Robert Patrick;2014;104;6.3;33688;23.39;30
993;Take Me Home Tonight;Comedy,Drama,Romance;Michael Dowse;Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer;2011;97;6.3;45419;6.92;42
998;Step Up 2: The Streets;Drama,Music,Romance;Jon M. Chu;Robert Hoffman, Briana Evigan, Cassie Ventura, Adam G. Sevani;2008;98;6.2;70699;58.01;50
