Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
485;Angry Birds;Animation,Action,Adventure;Clay Kaytis;Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph;2016;97;6.3;55781;107.51;43
490;Ratatouille;Animation,Comedy,Family;Brad Bird;Brad Garrett, Lou Romano, Patton Oswalt,Ian Holm;2007;111;8;504039;206.44;96
500;Up;Animation,Adventure,Comedy;Pete Docter;Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer;2009;96;8.3;722203;292.98;88
564;Wreck-It Ralph;Animation,Adventure,Comedy;Rich Moore;John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman;2012;101;7.8;290559;189.41;72
572;Enchanted;Animation,Comedy,Family;Kevin Lima;Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey;2007;107;7.1;150353;127.71;75
590;Brave;Animation,Adventure,Comedy;Mark Andrews;Kelly Macdonald,Billy Connolly, Emma Thompson, Julie Walters;2012;93;7.2;293941;237.28;69
600;Megamind;Animation,Action,Comedy;Tom McGrath;Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey;2010;95;7.3;183926;148.34;63
604;Kung Fu Panda 3;Animation,Action,Adventure;Alessandro Carloni;Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie;2016;95;7.2;89791;143.52;66
635;WALL-E;Animation,Adventure,Family;Andrew Stanton;Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard;2008;98;8.4;776897;223.81;95
689;Toy Story 3;Animation,Adventure,Comedy;Lee Unkrich;Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty;2010;103;8.3;586669;414.98;92
712;La tortue rouge;Animation,Fantasy;Michael Dudok de Wit;Emmanuel Garijo, Tom Hudson, Baptiste Goy, Axel Devillers;2016;80;7.6;11482;0.92;86
713;The Book of Life;Animation,Adventure,Comedy;Jorge R. Gutiérrez;Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman;2014;95;7.3;50388;50.15;67
716;Happy Feet;Animation,Comedy,Family;George Miller;Elijah Wood, Brittany Murphy, Hugh Jackman, Robin Williams;2006;108;6.5;141141;197.99;77
773;How to Train Your Dragon;Animation,Action,Adventure;Dean DeBlois;Jay Baruchel, Gerard Butler,Christopher Mintz-Plasse, Craig Ferguson;2010;98;8.1;523893;217.39;74
776;Cars 2;Animation,Adventure,Comedy;John Lasseter;Owen Wilson, Larry the Cable Guy,Michael Caine, Emily Mortimer;2011;106;6.2;110490;191.45;57
789;Hotel Transylvania 2;Animation,Comedy,Family;Genndy Tartakovsky;Adam Sandler, Andy Samberg, Selena Gomez, Kevin James;2015;89;6.7;69157;169.69;44
794;Ma vie de Courgette;Animation,Comedy,Drama;Claude Barras;Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud,Michel Vuillermoz;2016;66;7.8;4370;0.29;85
798;Despicable Me 2;Animation,Adventure,Comedy;Pierre Coffin;Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove;2013;98;7.4;304837;368.05;62
803;Beowulf;Animation,Action,Adventure;Robert Zemeckis;Ray Winstone, Crispin Glover, Angelina Jolie,Robin Wright;2007;115;6.2;146566;82.16;59
815;Fantastic Mr. Fox;Animation,Adventure,Comedy;Wes Anderson;George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman;2009;87;7.8;149779;21;83
844;The Princess and the Frog;Animation,Adventure,Comedy;Ron Clements;Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos;2009;97;7.1;95480;104.37;73
847;Home;Animation,Adventure,Comedy;Tim Johnson;Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez;2015;94;6.7;77447;177.34;55
855;Kung Fu Panda;Animation,Action,Adventure;Mark Osborne;Jack Black, Ian McShane,Angelina Jolie, Dustin Hoffman;2008;92;7.6;329788;215.4;73
862;Koe no katachi;Animation,Drama,Romance;Naoko Yamada;Miyu Irino, Saori Hayami, Aoi Yuki, Kenshô Ono;2016;129;8.4;2421;0;80
884;Rio;Animation,Adventure,Comedy;Carlos Saldanha;Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher;2011;96;6.9;173919;143.62;63
904;How to Train Your Dragon 2;Animation,Action,Adventure;Dean DeBlois;Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson;2014;102;7.9;237565;177;76
