Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
736;Hugo;Adventure,Drama,Family;Martin Scorsese;Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley;2011;126;7.5;259182;73.82;83
750;Percy Jackson: Sea of Monsters;Adventure,Family,Fantasy;Thor Freudenthal;Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Nathan Fillion;2013;106;5.9;91684;68.56;39
788;Max Steel;Action,Adventure,Family;Stewart Hendler;Ben Winchell, Josh Brener, Maria Bello, Andy Garcia;2016;92;4.6;11555;3.77;22
789;Hotel Transylvania 2;Animation,Comedy,Family;Genndy Tartakovsky;Adam Sandler, Andy Samberg, Selena Gomez, Kevin James;2015;89;6.7;69157;169.69;44
832;Diary of a Wimpy Kid: Dog Days;Comedy,Family;David Bowers;Zachary Gordon, Robert Capron, Devon Bostick,Steve Zahn;2012;94;6.4;16917;49;54
863;Alexander and the Terrible, Horrible, No Good, Very Bad Day;Comedy,Family;Miguel Arteta;Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette;2014;81;6.2;32310;66.95;54
869;Diary of a Wimpy Kid: Rodrick Rules;Comedy,Family;David Bowers;Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris;2011;99;6.6;20194;52.69;51
893;Real Steel;Action,Drama,Family;Shawn Levy;Hugh Jackman, Evangeline Lilly, Dakota Goyo,Anthony Mackie;2011;127;7.1;264480;85.46;56
913;Bridge to Terabithia;Adventure,Drama,Family;Gabor Csupo;Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick;2007;96;7.2;117297;82.23;74
920;The Golden Compass;Adventure,Family,Fantasy;Chris Weitz;Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker;2007;113;6.1;155078;70.08;51
923;17 Again;Comedy,Drama,Family;Burr Steers;Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon;2009;102;6.4;152808;64.15;48
976;My Big Fat Greek Wedding 2;Comedy,Family,Romance;Kirk Jones;Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan;2016;94;6;20966;59.57;37
981;Miracles from Heaven;Biography,Drama,Family;Patricia Riggen;Jennifer Garner, Kylie Rogers, Martin Henderson,Brighton Sharbino;2016;109;7;12048;61.69;44
982;Annie;Comedy,Drama,Family;Will Gluck;Quvenzhané Wallis, Cameron Diaz, Jamie Foxx, Rose Byrne;2014;118;5.3;27312;85.91;33
985;Max;Adventure,Family;Boaz Yakin;Thomas Haden Church, Josh Wiggins, Luke Kleintank,Lauren Graham;2015;111;6.8;21405;42.65;47
992;Taare Zameen Par;Drama,Family,Music;Aamir Khan;Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer;2007;165;8.5;102697;1.2;42
1000;Nine Lives;Comedy,Family,Fantasy;Barry Sonnenfeld;Kevin Spacey, Jennifer Garner, Robbie Amell,Cheryl Hines;2016;87;5.3;12435;19.64;11
