Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
108;The Legend of Tarzan;Action,Adventure,Drama;David Yates;Alexander Skarsgård, Rory J. Saper, Christian Stevens, Christoph Waltz;2016;110;6.3;117590;126.59;44
115;Harry Potter and the Deathly Hallows: Part 2;Adventure,Drama,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon;2011;130;8.1;590595;380.96;87
120;Finding Dory;Animation,Adventure,Comedy;Andrew Stanton;Ellen DeGeneres, Albert Brooks,Ed O'Neill, Kaitlin Olson;2016;97;7.4;157026;486.29;77
121;Miss Peregrine's Home for Peculiar Children;Adventure,Drama,Family;Tim Burton;Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench;2016;127;6.7;101058;87.24;57
122;Divergent;Adventure,Mystery,Sci-Fi;Neil Burger;Shailene Woodley, Theo James, Kate Winslet, Jai Courtney;2014;139;6.7;362093;150.83;48
123;Mike and Dave Need Wedding Dates;Adventure,Comedy,Romance;Jake Szymanski;Zac Efron, Adam Devine, Anna Kendrick, Aubrey Plaza;2016;98;6;53183;46.01;51
126;The Jungle Book;Adventure,Drama,Family;Jon Favreau;Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba;2016;106;7.5;198243;364;77
127;Transformers: Age of Extinction;Action,Adventure,Sci-Fi;Michael Bay;Mark Wahlberg, Nicola Peltz, Jack Reynor, Stanley Tucci;2014;165;5.7;255483;245.43;32
128;Nerve;Adventure,Crime,Mystery;Henry Joost;Emma Roberts, Dave Franco, Emily Meade, Miles Heizer;2016;96;6.6;69651;38.56;58
130;The Revenant;Adventure,Drama,Thriller;Alejandro González Iñárritu;Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson;2015;156;8;499424;183.64;76
132;Into the Woods;Adventure,Comedy,Drama;Rob Marshall;Anna Kendrick, Meryl Streep, Chris Pine, Emily Blunt;2014;125;6;109756;128;69
141;Star Trek;Action,Adventure,Sci-Fi;J.J. Abrams;Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy;2009;127;8;526324;257.7;82
150;Inferno;Action,Adventure,Crime;Ron Howard;Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster;2016;121;6.2;97623;34.26;42
151;The BFG;Adventure,Family,Fantasy;Steven Spielberg;Mark Rylance, Ruby Barnhill, Penelope Wilton,Jemaine Clement;2016;117;6.4;50853;55.47;66
152;The Hunger Games;Adventure,Sci-Fi,Thriller;Gary Ross;Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth,Stanley Tucci;2012;142;7.2;735604;408;68
157;Pacific Rim;Action,Adventure,Sci-Fi;Guillermo del Toro;Idris Elba, Charlie Hunnam, Rinko Kikuchi,Charlie Day;2013;131;7;400519;101.79;64
163;X-Men: Days of Future Past;Action,Adventure,Sci-Fi;Bryan Singer;Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy;2014;132;8;552298;233.91;74
164;Jack Reacher: Never Go Back;Action,Adventure,Crime;Edward Zwick;Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper;2016;118;6.1;78043;58.4;47
165;Casino Royale;Action,Adventure,Thriller;Martin Campbell;Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright;2006;144;8;495106;167.01;80
167;Now You See Me 2;Action,Adventure,Comedy;Jon M. Chu;Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco;2016;129;6.5;156567;65.03;46
170;Spectre;Action,Adventure,Thriller;Sam Mendes;Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes;2015;148;6.8;308981;200.07;60
172;Kubo and the Two Strings;Animation,Adventure,Family;Travis Knight;Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes;2016;101;7.9;72778;48.02;84
173;Beyond the Gates;Adventure,Horror;Jackson Stewart;Graham Skipper, Chase Williamson, Brea Grant,Barbara Crampton;2016;84;5.2;2127;0;59
175;Frozen;Animation,Adventure,Comedy;Chris Buck;Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad;2013;102;7.5;451894;400.74;74
176;Tomorrowland;Action,Adventure,Family;Brad Bird;George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy;2015;130;6.5;143069;93.42;60
177;Dawn of the Planet of the Apes;Action,Adventure,Drama;Matt Reeves;Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee;2014;130;7.6;337777;208.54;79
180;Ant-Man;Action,Adventure,Comedy;Peyton Reed;Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly;2015;117;7.3;368912;180.19;64
196;Captain America: The First Avenger;Action,Adventure,Sci-Fi;Joe Johnston;Chris Evans, Hugo Weaving, Samuel L. Jackson,Hayley Atwell;2011;124;6.9;547368;176.64;66
198;Into the Wild;Adventure,Biography,Drama;Sean Penn;Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden;2007;148;8.1;459304;18.35;73
201;Edge of Tomorrow;Action,Adventure,Sci-Fi;Doug Liman;Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson;2014;113;7.9;471815;100.19;71
204;Iron Man;Action,Adventure,Sci-Fi;Jon Favreau;Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges;2008;126;7.9;737719;318.3;79
205;Allegiant;Action,Adventure,Mystery;Robert Schwentke;Shailene Woodley, Theo James, Jeff Daniels,Naomi Watts;2016;120;5.7;70504;66;33
206;X: First Class;Action,Adventure,Sci-Fi;Matthew Vaughn;James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon;2011;132;7.8;550011;146.41;65
211;San Andreas;Action,Adventure,Drama;Brad Peyton;Dwayne Johnson, Carla Gugino, Alexandra Daddario,Colton Haynes;2015;114;6.1;161396;155.18;43
213;Transformers;Action,Adventure,Sci-Fi;Michael Bay;Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson;2007;144;7.1;531112;318.76;61
215;Thor: The Dark World;Action,Adventure,Fantasy;Alan Taylor;Chris Hemsworth, Natalie Portman, Tom Hiddleston,Stellan Skarsgård;2013;112;7;443584;206.36;54
216;Gods of Egypt;Action,Adventure,Fantasy;Alex Proyas;Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman;2016;126;5.5;73568;31.14;25
217;Captain America: The Winter Soldier;Action,Adventure,Sci-Fi;Anthony Russo;Chris Evans, Samuel L. Jackson,Scarlett Johansson, Robert Redford;2014;136;7.8;542362;259.75;70
218;Monster Trucks;Action,Adventure,Comedy;Chris Wedge;Lucas Till, Jane Levy, Thomas Lennon, Barry Pepper;2016;104;5.7;7044;33.04;41
221;Hardcore Henry;Action,Adventure,Sci-Fi;Ilya Naishuller;Sharlto Copley, Tim Roth, Haley Bennett, Danila Kozlovsky;2015;96;6.7;61098;9.24;51
222;Cars;Animation,Adventure,Comedy;John Lasseter;Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy;2006;117;7.1;283445;244.05;73
228;Predators;Action,Adventure,Sci-Fi;Nimród Antal;Adrien Brody, Laurence Fishburne, Topher Grace,Alice Braga;2010;107;6.4;179450;52;51
229;Maleficent;Action,Adventure,Family;Robert Stromberg;Angelina Jolie, Elle Fanning, Sharlto Copley,Lesley Manville;2014;97;7;268877;241.41;56
233;Apocalypto;Action,Adventure,Drama;Mel Gibson;Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández,Rudy Youngblood;2006;139;7.8;247926;50.86;68
234;Mission: Impossible - Rogue Nation;Action,Adventure,Thriller;Christopher McQuarrie;Tom Cruise, Rebecca Ferguson, Jeremy Renner, Simon Pegg;2015;131;7.4;257472;195;75
235;The Huntsman: Winter's War;Action,Adventure,Drama;Cedric Nicolas-Troyan;Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt;2016;114;6.1;66766;47.95;35
239;The Grand Budapest Hotel;Adventure,Comedy,Drama;Wes Anderson;Ralph Fiennes, F. Murray Abraham, Mathieu Amalric,Adrien Brody;2014;99;8.1;530881;59.07;88
240;The Host;Action,Adventure,Romance;Andrew Niccol;Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger;2013;125;5.9;96852;26.62;35
242;Inside Out;Animation,Adventure,Comedy;Pete Docter;Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling;2015;95;8.2;416689;356.45;94
243;Rock Dog;Animation,Adventure,Comedy;Ash Brannon;Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black;2016;90;5.8;1109;9.4;48
244;Terminator Genisys;Action,Adventure,Sci-Fi;Alan Taylor;Arnold Schwarzenegger, Jason Clarke, Emilia Clarke,Jai Courtney;2015;126;6.5;205365;89.73;38
245;Percy Jackson & the Olympians: The Lightning Thief;Adventure,Family,Fantasy;Chris Columbus;Logan Lerman, Kevin McKidd, Steve Coogan,Brandon T. Jackson;2010;118;5.9;148949;88.76;47
254;The Amazing Spider-Man 2;Action,Adventure,Sci-Fi;Marc Webb;Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti;2014;142;6.7;342183;202.85;53
257;Battleship;Action,Adventure,Sci-Fi;Peter Berg;Alexander Skarsgård, Brooklyn Decker, Liam Neeson,Rihanna;2012;131;5.8;210349;65.17;41
265;Teenage Mutant Ninja Turtles: Out of the Shadows;Action,Adventure,Comedy;Dave Green;Megan Fox, Will Arnett, Tyler Perry, Laura Linney;2016;112;6;59312;0.54;40
269;X-Men Origins: Wolverine;Action,Adventure,Sci-Fi;Gavin Hood;Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston;2009;107;6.7;388447;179.88;40
271;Skyfall;Action,Adventure,Thriller;Sam Mendes;Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench;2012;143;7.8;547386;304.36;81
272;The Hobbit: An Unexpected Journey;Adventure,Fantasy;Peter Jackson;Martin Freeman, Ian McKellen, Richard Armitage,Andy Serkis;2012;169;7.9;668651;303;58
275;Ballerina;Animation,Adventure,Comedy;Eric Summer;Elle Fanning, Dane DeHaan, Carly Rae Jepsen, Maddie Ziegler;2016;89;6.8;4729;0;21
276;Oblivion;Action,Adventure,Mystery;Joseph Kosinski;Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko;2013;124;7;410125;89.02;54
280;Iron Man Three;Action,Adventure,Sci-Fi;Shane Black;Robert Downey Jr., Guy Pearce, Gwyneth Paltrow,Don Cheadle;2013;130;7.2;591023;408.99;62
282;Sherlock Holmes;Action,Adventure,Crime;Guy Ritchie;Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong;2009;128;7.6;501769;209.02;57
285;Hercules;Action,Adventure;Brett Ratner;Dwayne Johnson, John Hurt, Ian McShane, Joseph Fiennes;2014;98;6;122838;72.66;47
288;Jupiter Ascending;Action,Adventure,Sci-Fi;Lana Wachowski;Channing Tatum, Mila Kunis,Eddie Redmayne, Sean Bean;2015;127;5.3;150121;47.38;40
295;Man of Steel;Action,Adventure,Fantasy;Zack Snyder;Henry Cavill, Amy Adams, Michael Shannon, Diane Lane;2013;143;7.1;577010;291.02;55
297;Ice Age: Collision Course;Animation,Adventure,Comedy;Mike Thurmeier;Ray Romano, Denis Leary, John Leguizamo, Chris Wedge;2016;94;5.7;34523;64.06;34
307;Alice Through the Looking Glass;Adventure,Family,Fantasy;James Bobin;Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway;2016;113;6.2;57207;77.04;34
314;The Hobbit: The Battle of the Five Armies;Adventure,Fantasy;Peter Jackson;Ian McKellen, Martin Freeman, Richard Armitage,Cate Blanchett;2014;144;7.4;385598;255.11;59
315;Harry Potter and the Order of the Phoenix;Adventure,Family,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson;2007;138;7.5;385325;292;71
317;The 5th Wave;Action,Adventure,Sci-Fi;J Blakeson;Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez,Bailey Anne Borders;2016;112;5.2;73093;34.91;33
326;The Last Witch Hunter;Action,Adventure,Fantasy;Breck Eisner;Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson;2015;106;6;71149;27.36;34
331;Storks;Animation,Adventure,Comedy;Nicholas Stoller;Andy Samberg, Katie Crown,Kelsey Grammer, Jennifer Aniston;2016;87;6.9;34248;72.66;56
344;Pete's Dragon;Adventure,Family,Fantasy;David Lowery;Bryce Dallas Howard, Robert Redford, Oakes Fegley,Oona Laurence;2016;102;6.8;36322;76.2;71
345;Spider-Man 3;Action,Adventure;Sam Raimi;Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church;2007;139;6.2;406219;336.53;59
346;The Three Musketeers;Action,Adventure,Romance;Paul W.S. Anderson;Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich;2011;110;5.8;92329;20.32;35
347;Stardust;Adventure,Family,Fantasy;Matthew Vaughn;Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen;2007;127;7.7;220664;38.35;66
355;Insurgent;Adventure,Sci-Fi,Thriller;Robert Schwentke;Shailene Woodley, Ansel Elgort, Theo James,Kate Winslet;2015;119;6.3;171970;130;42
356;Seventh Son;Action,Adventure,Fantasy;Sergei Bodrov;Ben Barnes, Julianne Moore, Jeff Bridges, Alicia Vikander;2014;102;5.5;59958;17.18;30
363;Star Trek Into Darkness;Action,Adventure,Sci-Fi;J.J. Abrams;Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch;2013;132;7.8;417663;228.76;72
364;Zombieland;Adventure,Comedy,Horror;Ruben Fleischer;Jesse Eisenberg, Emma Stone, Woody Harrelson,Abigail Breslin;2009;88;7.7;409403;75.59;73
367;The Twilight Saga: Breaking Dawn - Part 2;Adventure,Drama,Fantasy;Bill Condon;Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli;2012;115;5.5;194329;292.3;52
369;The Amazing Spider-Man;Action,Adventure;Marc Webb;Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan;2012;136;7;474320;262.03;66
370;Ben-Hur;Action,Adventure,Drama;Timur Bekmambetov;Jack Huston, Toby Kebbell, Rodrigo Santoro,Nazanin Boniadi;2016;123;5.7;28326;26.38;38
379;Swiss Army Man;Adventure,Comedy,Drama;Dan Kwan;Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero;2016;97;7.1;61812;4.21;64
380;The Expendables 3;Action,Adventure,Thriller;Patrick Hughes;Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas;2014;126;6.1;137568;39.29;35
385;The Lego Movie;Animation,Action,Adventure;Phil Lord;Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett;2014;100;7.8;266508;257.76;83
386;Everest;Action,Adventure,Drama;Baltasar Kormákur;Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson;2015;121;7.1;154647;43.25;64
388;Robin Hood;Action,Adventure,Drama;Ridley Scott;Russell Crowe, Cate Blanchett, Matthew Macfadyen,Max von Sydow;2010;140;6.7;221117;105.22;53
389;The Wolverine;Action,Adventure,Sci-Fi;James Mangold;Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima;2013;126;6.7;355362;132.55;60
390;John Carter;Action,Adventure,Sci-Fi;Andrew Stanton;Taylor Kitsch, Lynn Collins, Willem Dafoe,Samantha Morton;2012;132;6.6;220667;73.06;51
397;The Incredible Hulk;Action,Adventure,Sci-Fi;Louis Leterrier;Edward Norton, Liv Tyler, Tim Roth, William Hurt;2008;112;6.8;342355;134.52;61
401;Minions;Animation,Action,Adventure;Kyle Balda;Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin;2015;91;6.4;159830;336.03;56
404;Despicable Me;Animation,Adventure,Comedy;Pierre Coffin;Steve Carell, Jason Segel, Russell Brand, Julie Andrews;2010;95;7.7;410607;251.5;72
408;Tangled;Animation,Adventure,Comedy;Nathan Greno;Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman;2010;100;7.8;316459;200.81;71
409;The Hunger Games: Mockingjay - Part 2;Action,Adventure,Sci-Fi;Francis Lawrence;Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson;2015;137;6.6;202380;281.67;65
410;Vacation;Adventure,Comedy;John Francis Daley;Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins;2015;99;6.1;74589;58.88;34
413;Monsters University;Animation,Adventure,Comedy;Dan Scanlon;Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren;2013;104;7.3;252119;268.49;65
415;Mechanic: Resurrection;Action,Adventure,Crime;Dennis Gansel;Jason Statham, Jessica Alba, Tommy Lee Jones,Michelle Yeoh;2016;98;5.6;48161;21.2;38
419;Harry Potter and the Deathly Hallows: Part 1;Adventure,Family,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Bill Nighy;2010;146;7.7;357213;294.98;65
433;World War Z;Action,Adventure,Horror;Marc Forster;Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale;2013;116;7;494819;202.35;63
434;Mission: Impossible - Ghost Protocol;Action,Adventure,Thriller;Brad Bird;Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton;2011;132;7.4;382459;209.36;73
441;Oz the Great and Powerful;Adventure,Family,Fantasy;Sam Raimi;James Franco, Michelle Williams, Rachel Weisz, Mila Kunis;2013;130;6.3;181521;234.9;44
446;Silent Hill;Adventure,Horror,Mystery;Christophe Gans;Radha Mitchell, Laurie Holden, Sean Bean,Deborah Kara Unger;2006;125;6.6;184152;46.98;31
448;Hunt for the Wilderpeople;Adventure,Comedy,Drama;Taika Waititi;Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House;2016;101;7.9;52331;5.2;81
449;Big Hero 6;Animation,Action,Adventure;Don Hall;Ryan Potter, Scott Adsit, Jamie Chung,T.J. Miller;2014;102;7.8;309186;222.49;74
451;Iron Man 2;Action,Adventure,Sci-Fi;Jon Favreau;Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow,Don Cheadle;2010;124;7;556666;312.06;57
455;I Am Number Four;Action,Adventure,Sci-Fi;D.J. Caruso;Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer;2011;109;6.1;202682;55.09;36
465;Goosebumps;Adventure,Comedy,Family;Rob Letterman;Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee;2015;103;6.3;57602;80.02;60
466;Sherlock Holmes: A Game of Shadows;Action,Adventure,Crime;Guy Ritchie;Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams;2011;129;7.5;357436;186.83;48
473;2012;Action,Adventure,Sci-Fi;Roland Emmerich;John Cusack, Thandie Newton, Chiwetel Ejiofor,Amanda Peet;2009;158;5.8;297984;166.11;49
474;Harry Potter and the Half-Blood Prince;Adventure,Family,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon;2009;153;7.5;351059;301.96;78
485;Angry Birds;Animation,Action,Adventure;Clay Kaytis;Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph;2016;97;6.3;55781;107.51;43
486;Moonrise Kingdom;Adventure,Comedy,Drama;Wes Anderson;Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray;2012;94;7.8;254446;45.51;84
492;The Book of Eli;Action,Adventure,Drama;Albert Hughes;Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman;2010;118;6.9;241359;94.82;53
497;Men in Black 3;Action,Adventure,Comedy;Barry Sonnenfeld;Will Smith, Tommy Lee Jones, Josh Brolin,Jemaine Clement;2012;106;6.8;278379;179.02;58
500;Up;Animation,Adventure,Comedy;Pete Docter;Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer;2009;96;8.3;722203;292.98;88
514;Bone Tomahawk;Adventure,Drama,Horror;S. Craig Zahler;Kurt Russell, Patrick Wilson, Matthew Fox, Richard Jenkins;2015;132;7.1;47289;66.01;72
517;Exodus: Gods and Kings;Action,Adventure,Drama;Ridley Scott;Christian Bale, Joel Edgerton, Ben Kingsley, Sigourney Weaver;2014;150;6;137299;65.01;52
