Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
54;John Wick;Action,Crime,Thriller;Chad Stahelski;Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe;2014;101;7.2;321933;43;68
55;The Dark Knight;Action,Crime,Drama;Christopher Nolan;Christian Bale, Heath Ledger, Aaron Eckhart,Michael Caine;2008;152;9;1791916;533.32;82
61;Batman v Superman: Dawn of Justice;Action,Adventure,Sci-Fi;Zack Snyder;Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg;2016;151;6.7;472307;330.25;44
66;Kingsman: The Secret Service;Action,Adventure,Comedy;Matthew Vaughn;Colin Firth, Taron Egerton, Samuel L. Jackson,Michael Caine;2014;129;7.7;440209;128.25;58
68;Mad Max: Fury Road;Action,Adventure,Sci-Fi;George Miller;Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz;2015;120;8.1;632842;153.63;90
70;Deepwater Horizon;Action,Drama,Thriller;Peter Berg;Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont;2016;107;7.2;89849;61.28;68
72;Allied;Action,Drama,Romance;Robert Zemeckis;Brad Pitt, Marion Cotillard, Jared Harris, Vincent Ebrahim;2016;124;7.1;78079;40.07;60
76;Pirates of the Caribbean: At World's End;Action,Adventure,Fantasy;Gore Verbinski;Johnny Depp, Orlando Bloom, Keira Knightley,Geoffrey Rush;2007;169;7.1;498821;309.4;50
77;The Avengers;Action,Sci-Fi;Joss Whedon;Robert Downey Jr., Chris Evans, Scarlett Johansson,Jeremy Renner;2012;143;8.1;1045588;623.28;69
79;Pirates of the Caribbean: Dead Man's Chest;Action,Adventure,Fantasy;Gore Verbinski;Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport;2006;151;7.3;552027;423.03;53
80;Ghostbusters;Action,Comedy,Fantasy;Paul Feig;Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones;2016;116;5.3;147717;128.34;60
81;Inception;Action,Adventure,Sci-Fi;Christopher Nolan;Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Ken Watanabe;2010;148;8.8;1583625;292.57;74
85;Furious Seven;Action,Crime,Thriller;James Wan;Vin Diesel, Paul Walker, Dwayne Johnson, Jason Statham;2015;137;7.2;301249;350.03;67
86;Jurassic World;Action,Adventure,Sci-Fi;Colin Trevorrow;Chris Pratt, Bryce Dallas Howard, Ty Simpkins,Judy Greer;2015;124;7;455169;652.18;59
88;Avatar;Action,Adventure,Fantasy;James Cameron;Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez;2009;162;7.8;935408;760.51;83
90;The Accountant;Action,Crime,Drama;Gavin O'Connor;Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal;2016;128;7.4;162122;86.2;51
92;Warcraft;Action,Adventure,Fantasy;Duncan Jones;Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper;2016;123;7;187547;47.17;32
95;Avengers: Age of Ultron;Action,Adventure,Sci-Fi;Joss Whedon;Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth;2015;141;7.4;516895;458.99;66
96;The Nice Guys;Action,Comedy,Crime;Shane Black;Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer;2016;116;7.4;175067;36.25;70
102;Thor;Action,Adventure,Fantasy;Kenneth Branagh;Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston;2011;115;7;570814;181.02;57
105;The Man from U.N.C.L.E.;Action,Adventure,Comedy;Guy Ritchie;Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki;2015;116;7.3;202973;45.43;56
108;The Legend of Tarzan;Action,Adventure,Drama;David Yates;Alexander Skarsgård, Rory J. Saper, Christian Stevens, Christoph Waltz;2016;110;6.3;117590;126.59;44
111;The Belko Experiment;Action,Horror,Thriller;Greg McLean;John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley;2016;89;6.3;3712;10.16;44
114;300;Action,Fantasy,War;Zack Snyder;Gerard Butler, Lena Headey, David Wenham, Dominic West;2006;117;7.7;637104;210.59;52
118;Dangal;Action,Biography,Drama;Nitesh Tiwari;Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh,Sanya Malhotra;2016;161;8.8;48969;11.15;52
124;Boyka: Undisputed IV;Action;Todor Chapkanov;Scott Adkins, Teodora Duhovnikova, Alon Aboutboul, Julian Vergov;2016;86;7.4;10428;0;52
125;The Dark Knight Rises;Action,Thriller;Christopher Nolan;Christian Bale, Tom Hardy, Anne Hathaway,Gary Oldman;2012;164;8.5;1222645;448.13;78
127;Transformers: Age of Extinction;Action,Adventure,Sci-Fi;Michael Bay;Mark Wahlberg, Nicola Peltz, Jack Reynor, Stanley Tucci;2014;165;5.7;255483;245.43;32
135;Furious 6;Action,Crime,Thriller;Justin Lin;Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez;2013;130;7.1;318051;238.67;61
141;Star Trek;Action,Adventure,Sci-Fi;J.J. Abrams;Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy;2009;127;8;526324;257.7;82
148;Watchmen;Action,Drama,Mystery;Zack Snyder;Jackie Earle Haley, Patrick Wilson, Carla Gugino,Malin Akerman;2009;162;7.6;410249;107.5;56
150;Inferno;Action,Adventure,Crime;Ron Howard;Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster;2016;121;6.2;97623;34.26;42
154;Sicario;Action,Crime,Drama;Denis Villeneuve;Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal;2015;121;7.6;243230;46.88;82
156;Aliens vs Predator - Requiem;Action,Horror,Sci-Fi;Colin Strause;Reiko Aylesworth, Steven Pasquale,Shareeka Epps, John Ortiz;2007;94;4.7;97618;41.8;29
157;Pacific Rim;Action,Adventure,Sci-Fi;Guillermo del Toro;Idris Elba, Charlie Hunnam, Rinko Kikuchi,Charlie Day;2013;131;7;400519;101.79;64
159;Scott Pilgrim vs. the World;Action,Comedy,Fantasy;Edgar Wright;Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Alison Pill;2010;112;7.5;291457;31.49;69
160;Hot Fuzz;Action,Comedy,Mystery;Edgar Wright;Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy;2007;121;7.9;373244;23.62;81
162;Free Fire;Action,Comedy,Crime;Ben Wheatley;Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy;2016;90;7;6946;1.8;63
163;X-Men: Days of Future Past;Action,Adventure,Sci-Fi;Bryan Singer;Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy;2014;132;8;552298;233.91;74
164;Jack Reacher: Never Go Back;Action,Adventure,Crime;Edward Zwick;Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper;2016;118;6.1;78043;58.4;47
165;Casino Royale;Action,Adventure,Thriller;Martin Campbell;Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright;2006;144;8;495106;167.01;80
167;Now You See Me 2;Action,Adventure,Comedy;Jon M. Chu;Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco;2016;129;6.5;156567;65.03;46
169;13 Hours;Action,Drama,History;Michael Bay;John Krasinski, Pablo Schreiber, James Badge Dale,David Denman;2016;144;7.3;76935;52.82;48
170;Spectre;Action,Adventure,Thriller;Sam Mendes;Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes;2015;148;6.8;308981;200.07;60
176;Tomorrowland;Action,Adventure,Family;Brad Bird;George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy;2015;130;6.5;143069;93.42;60
177;Dawn of the Planet of the Apes;Action,Adventure,Drama;Matt Reeves;Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee;2014;130;7.6;337777;208.54;79
178;Tropic Thunder;Action,Comedy;Ben Stiller;Ben Stiller, Jack Black, Robert Downey Jr., Jeff Kahn;2008;107;7;321442;110.42;71
180;Ant-Man;Action,Adventure,Comedy;Peyton Reed;Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly;2015;117;7.3;368912;180.19;64
195;Warrior;Action,Drama,Sport;Gavin O'Connor;Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison;2011;140;8.2;355722;13.65;71
196;Captain America: The First Avenger;Action,Adventure,Sci-Fi;Joe Johnston;Chris Evans, Hugo Weaving, Samuel L. Jackson,Hayley Atwell;2011;124;6.9;547368;176.64;66
200;Central Intelligence;Action,Comedy,Crime;Rawson Marshall Thurber;Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan;2016;107;6.3;97082;127.38;52
201;Edge of Tomorrow;Action,Adventure,Sci-Fi;Doug Liman;Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson;2014;113;7.9;471815;100.19;71
204;Iron Man;Action,Adventure,Sci-Fi;Jon Favreau;Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges;2008;126;7.9;737719;318.3;79
205;Allegiant;Action,Adventure,Mystery;Robert Schwentke;Shailene Woodley, Theo James, Jeff Daniels,Naomi Watts;2016;120;5.7;70504;66;33
206;X: First Class;Action,Adventure,Sci-Fi;Matthew Vaughn;James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon;2011;132;7.8;550011;146.41;65
211;San Andreas;Action,Adventure,Drama;Brad Peyton;Dwayne Johnson, Carla Gugino, Alexandra Daddario,Colton Haynes;2015;114;6.1;161396;155.18;43
213;Transformers;Action,Adventure,Sci-Fi;Michael Bay;Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson;2007;144;7.1;531112;318.76;61
214;Old Boy;Action,Drama,Mystery;Spike Lee;Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley;2013;104;5.8;54679;0;49
215;Thor: The Dark World;Action,Adventure,Fantasy;Alan Taylor;Chris Hemsworth, Natalie Portman, Tom Hiddleston,Stellan Skarsgård;2013;112;7;443584;206.36;54
216;Gods of Egypt;Action,Adventure,Fantasy;Alex Proyas;Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman;2016;126;5.5;73568;31.14;25
217;Captain America: The Winter Soldier;Action,Adventure,Sci-Fi;Anthony Russo;Chris Evans, Samuel L. Jackson,Scarlett Johansson, Robert Redford;2014;136;7.8;542362;259.75;70
218;Monster Trucks;Action,Adventure,Comedy;Chris Wedge;Lucas Till, Jane Levy, Thomas Lennon, Barry Pepper;2016;104;5.7;7044;33.04;41
220;Kick-Ass;Action,Comedy;Matthew Vaughn;Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown;2010;117;7.7;456749;48.04;66
221;Hardcore Henry;Action,Adventure,Sci-Fi;Ilya Naishuller;Sharlto Copley, Tim Roth, Haley Bennett, Danila Kozlovsky;2015;96;6.7;61098;9.24;51
228;Predators;Action,Adventure,Sci-Fi;Nimród Antal;Adrien Brody, Laurence Fishburne, Topher Grace,Alice Braga;2010;107;6.4;179450;52;51
229;Maleficent;Action,Adventure,Family;Robert Stromberg;Angelina Jolie, Elle Fanning, Sharlto Copley,Lesley Manville;2014;97;7;268877;241.41;56
233;Apocalypto;Action,Adventure,Drama;Mel Gibson;Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández,Rudy Youngblood;2006;139;7.8;247926;50.86;68
234;Mission: Impossible - Rogue Nation;Action,Adventure,Thriller;Christopher McQuarrie;Tom Cruise, Rebecca Ferguson, Jeremy Renner, Simon Pegg;2015;131;7.4;257472;195;75
235;The Huntsman: Winter's War;Action,Adventure,Drama;Cedric Nicolas-Troyan;Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt;2016;114;6.1;66766;47.95;35
240;The Host;Action,Adventure,Romance;Andrew Niccol;Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger;2013;125;5.9;96852;26.62;35
241;Fury;Action,Drama,War;David Ayer;Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña;2014;134;7.6;332234;85.71;64
244;Terminator Genisys;Action,Adventure,Sci-Fi;Alan Taylor;Arnold Schwarzenegger, Jason Clarke, Emilia Clarke,Jai Courtney;2015;126;6.5;205365;89.73;38
249;Spy;Action,Comedy,Crime;Paul Feig;Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham;2015;119;7.1;188017;110.82;75
254;The Amazing Spider-Man 2;Action,Adventure,Sci-Fi;Marc Webb;Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti;2014;142;6.7;342183;202.85;53
257;Battleship;Action,Adventure,Sci-Fi;Peter Berg;Alexander Skarsgård, Brooklyn Decker, Liam Neeson,Rihanna;2012;131;5.8;210349;65.17;41
258;Rise of the Planet of the Apes;Action,Drama,Sci-Fi;Rupert Wyatt;James Franco, Andy Serkis, Freida Pinto, Karin Konoval;2011;105;7.6;422290;176.74;68
265;Teenage Mutant Ninja Turtles: Out of the Shadows;Action,Adventure,Comedy;Dave Green;Megan Fox, Will Arnett, Tyler Perry, Laura Linney;2016;112;6;59312;0.54;40
269;X-Men Origins: Wolverine;Action,Adventure,Sci-Fi;Gavin Hood;Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston;2009;107;6.7;388447;179.88;40
271;Skyfall;Action,Adventure,Thriller;Sam Mendes;Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench;2012;143;7.8;547386;304.36;81
273;21 Jump Street;Action,Comedy,Crime;Phil Lord;Jonah Hill, Channing Tatum, Ice Cube,Brie Larson;2012;110;7.2;432046;138.45;69
276;Oblivion;Action,Adventure,Mystery;Joseph Kosinski;Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko;2013;124;7;410125;89.02;54
277;22 Jump Street;Action,Comedy,Crime;Phil Lord;Channing Tatum, Jonah Hill, Ice Cube,Nick Offerman;2014;112;7.1;280110;191.62;71
280;Iron Man Three;Action,Adventure,Sci-Fi;Shane Black;Robert Downey Jr., Guy Pearce, Gwyneth Paltrow,Don Cheadle;2013;130;7.2;591023;408.99;62
282;Sherlock Holmes;Action,Adventure,Crime;Guy Ritchie;Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong;2009;128;7.6;501769;209.02;57
285;Hercules;Action,Adventure;Brett Ratner;Dwayne Johnson, John Hurt, Ian McShane, Joseph Fiennes;2014;98;6;122838;72.66;47
286;Sucker Punch;Action,Fantasy;Zack Snyder;Emily Browning, Vanessa Hudgens, Abbie Cornish,Jena Malone;2011;110;6.1;204874;36.38;33
287;Keeping Up with the Joneses;Action,Comedy;Greg Mottola;Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot;2016;105;5.8;30405;14.9;34
288;Jupiter Ascending;Action,Adventure,Sci-Fi;Lana Wachowski;Channing Tatum, Mila Kunis,Eddie Redmayne, Sean Bean;2015;127;5.3;150121;47.38;40
289;Masterminds;Action,Comedy,Crime;Jared Hess;Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball;2016;95;5.8;26508;17.36;47
291;Busanhaeng;Action,Drama,Horror;Sang-ho Yeon;Yoo Gong, Soo-an Kim, Yu-mi Jung, Dong-seok Ma;2016;118;7.5;58782;2.13;72
295;Man of Steel;Action,Adventure,Fantasy;Zack Snyder;Henry Cavill, Amy Adams, Michael Shannon, Diane Lane;2013;143;7.1;577010;291.02;55
301;The Equalizer;Action,Crime,Thriller;Antoine Fuqua;Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour;2014;132;7.2;249425;101.53;57
302;Lone Survivor;Action,Biography,Drama;Peter Berg;Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster;2013;121;7.5;218996;125.07;60
309;The Fast and the Furious: Tokyo Drift;Action,Crime,Thriller;Justin Lin;Lucas Black, Zachery Ty Bryan, Shad Moss, Damien Marzette;2006;104;6;193479;62.49;45
316;Snowpiercer;Action,Drama,Sci-Fi;Bong Joon Ho;Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris;2013;126;7;199048;4.56;84
317;The 5th Wave;Action,Adventure,Sci-Fi;J Blakeson;Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez,Bailey Anne Borders;2016;112;5.2;73093;34.91;33
318;The Stakelander;Action,Horror;Dan Berk;Connor Paolo, Nick Damici, Laura Abramsen, A.C. Peterson;2016;81;5.3;1263;0;51
320;Fast Five;Action,Crime,Thriller;Justin Lin;Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster;2011;131;7.3;300803;209.81;66
323;RocknRolla;Action,Crime,Thriller;Guy Ritchie;Gerard Butler, Tom Wilkinson, Idris Elba, Thandie Newton;2008;114;7.3;203096;5.69;53
324;In Time;Action,Sci-Fi,Thriller;Andrew Niccol;Justin Timberlake, Amanda Seyfried, Cillian Murphy,Olivia Wilde;2011;109;6.7;319025;37.55;53
326;The Last Witch Hunter;Action,Adventure,Fantasy;Breck Eisner;Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson;2015;106;6;71149;27.36;34
332;American Sniper;Action,Biography,Drama;Clint Eastwood;Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis;2014;133;7.3;353305;350.12;72
335;Rush;Action,Biography,Drama;Ron Howard;Daniel Brühl, Chris Hemsworth, Olivia Wilde,Alexandra Maria Lara;2013;123;8.1;339722;26.9;75
341;Fast & Furious;Action,Crime,Thriller;Justin Lin;Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster;2009;107;6.6;217464;155.02;46
342;Looper;Action,Crime,Drama;Rian Johnson;Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano;2012;119;7.4;452369;66.47;84
343;White House Down;Action,Drama,Thriller;Roland Emmerich;Channing Tatum, Jamie Foxx, Maggie Gyllenhaal,Jason Clarke;2013;131;6.4;173320;73.1;52
345;Spider-Man 3;Action,Adventure;Sam Raimi;Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church;2007;139;6.2;406219;336.53;59
346;The Three Musketeers;Action,Adventure,Romance;Paul W.S. Anderson;Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich;2011;110;5.8;92329;20.32;35
356;Seventh Son;Action,Adventure,Fantasy;Sergei Bodrov;Ben Barnes, Julianne Moore, Jeff Bridges, Alicia Vikander;2014;102;5.5;59958;17.18;30
363;Star Trek Into Darkness;Action,Adventure,Sci-Fi;J.J. Abrams;Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch;2013;132;7.8;417663;228.76;72
369;The Amazing Spider-Man;Action,Adventure;Marc Webb;Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan;2012;136;7;474320;262.03;66
370;Ben-Hur;Action,Adventure,Drama;Timur Bekmambetov;Jack Huston, Toby Kebbell, Rodrigo Santoro,Nazanin Boniadi;2016;123;5.7;28326;26.38;38
371;Sleight;Action,Drama,Sci-Fi;J.D. Dillard;Jacob Latimore, Seychelle Gabriel, Dulé Hill, Storm Reid;2016;89;6;702;3.85;62
372;The Maze Runner;Action,Mystery,Sci-Fi;Wes Ball;Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster;2014;113;6.8;335531;102.41;57
373;Criminal;Action,Crime,Drama;Ariel Vromen;Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman;2016;113;6.3;38430;14.27;36
374;Wanted;Action,Crime,Fantasy;Timur Bekmambetov;Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp;2008;110;6.7;312495;134.57;64
376;Collide;Action,Crime,Thriller;Eran Creevy;Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley;2016;99;5.7;7583;2.2;33
380;The Expendables 3;Action,Adventure,Thriller;Patrick Hughes;Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas;2014;126;6.1;137568;39.29;35
385;The Lego Movie;Animation,Action,Adventure;Phil Lord;Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett;2014;100;7.8;266508;257.76;83
386;Everest;Action,Adventure,Drama;Baltasar Kormákur;Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson;2015;121;7.1;154647;43.25;64
387;Pixels;Action,Comedy,Family;Chris Columbus;Adam Sandler, Kevin James, Michelle Monaghan,Peter Dinklage;2015;105;5.6;101092;78.75;27
388;Robin Hood;Action,Adventure,Drama;Ridley Scott;Russell Crowe, Cate Blanchett, Matthew Macfadyen,Max von Sydow;2010;140;6.7;221117;105.22;53
389;The Wolverine;Action,Adventure,Sci-Fi;James Mangold;Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima;2013;126;6.7;355362;132.55;60
390;John Carter;Action,Adventure,Sci-Fi;Andrew Stanton;Taylor Kitsch, Lynn Collins, Willem Dafoe,Samantha Morton;2012;132;6.6;220667;73.06;51
391;Keanu;Action,Comedy;Peter Atencio;Keegan-Michael Key, Jordan Peele, Tiffany Haddish,Method Man;2016;100;6.3;31913;20.57;63
392;The Gunman;Action,Crime,Drama;Pierre Morel;Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem;2015;115;5.8;31194;10.64;39
397;The Incredible Hulk;Action,Adventure,Sci-Fi;Louis Leterrier;Edward Norton, Liv Tyler, Tim Roth, William Hurt;2008;112;6.8;342355;134.52;61
401;Minions;Animation,Action,Adventure;Kyle Balda;Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin;2015;91;6.4;159830;336.03;56
403;Bronson;Action,Biography,Crime;Nicolas Winding Refn;Tom Hardy, Kelly Adams, Luing Andrews,Katy Barker;2008;92;7.1;93972;0.1;71
409;The Hunger Games: Mockingjay - Part 2;Action,Adventure,Sci-Fi;Francis Lawrence;Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson;2015;137;6.6;202380;281.67;65
411;Taken;Action,Thriller;Pierre Morel;Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser;2008;93;7.8;502961;145;50
415;Mechanic: Resurrection;Action,Adventure,Crime;Dennis Gansel;Jason Statham, Jessica Alba, Tommy Lee Jones,Michelle Yeoh;2016;98;5.6;48161;21.2;38
421;Hanna;Action,Drama,Thriller;Joe Wright;Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps;2011;111;6.8;164208;40.25;65
423;Pride and Prejudice and Zombies;Action,Horror,Romance;Burr Steers;Lily James, Sam Riley, Jack Huston, Bella Heathcote;2016;108;5.8;35003;10.91;45
424;300: Rise of an Empire;Action,Drama,Fantasy;Noam Murro;Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson;2014;102;6.2;237887;106.37;48
425;London Has Fallen;Action,Crime,Drama;Babak Najafi;Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett;2016;99;5.9;100702;62.4;28
427;Sin City: A Dame to Kill For;Action,Crime,Thriller;Frank Miller;Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt;2014;102;6.5;122185;13.75;46
428;The Bourne Ultimatum;Action,Mystery,Thriller;Paul Greengrass;Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles;2007;115;8.1;525700;227.14;85
430;The Purge: Election Year;Action,Horror,Sci-Fi;James DeMonaco;Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria;2016;109;6;54216;79;55
433;World War Z;Action,Adventure,Horror;Marc Forster;Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale;2013;116;7;494819;202.35;63
434;Mission: Impossible - Ghost Protocol;Action,Adventure,Thriller;Brad Bird;Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton;2011;132;7.4;382459;209.36;73
435;Let Me Make You a Martyr;Action,Crime,Drama;Corey Asraf;Marilyn Manson, Mark Boone Junior, Sam Quartin, Niko Nicotera;2016;102;6.4;223;0;56
439;Kick-Ass 2;Action,Comedy,Crime;Jeff Wadlow;Aaron Taylor-Johnson, Chloë Grace Moretz,Christopher Mintz-Plasse, Jim Carrey;2013;103;6.6;214825;28.75;41
447;Dredd;Action,Sci-Fi;Pete Travis;Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood;2012;95;7.1;213764;13.4;59
