Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
151;The BFG;Adventure,Family,Fantasy;Steven Spielberg;Mark Rylance, Ruby Barnhill, Penelope Wilton,Jemaine Clement;2016;117;6.4;50853;55.47;66
159;Scott Pilgrim vs. the World;Action,Comedy,Fantasy;Edgar Wright;Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Alison Pill;2010;112;7.5;291457;31.49;69
166;Twilight;Drama,Fantasy,Romance;Catherine Hardwicke;Kristen Stewart, Robert Pattinson, Billy Burke,Sarah Clarke;2008;122;5.2;361449;191.45;56
183;Cinderella;Drama,Family,Fantasy;Kenneth Branagh;Lily James, Cate Blanchett, Richard Madden,Helena Bonham Carter;2015;105;7;117018;201.15;67
188;Crimson Peak;Drama,Fantasy,Horror;Guillermo del Toro;Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam;2015;119;6.6;97454;31.06;66
202;A Cure for Wellness;Drama,Fantasy,Horror;Gore Verbinski;Dane DeHaan, Jason Isaacs, Mia Goth, Ivo Nandi;2016;146;6.5;12193;8.1;47
215;Thor: The Dark World;Action,Adventure,Fantasy;Alan Taylor;Chris Hemsworth, Natalie Portman, Tom Hiddleston,Stellan Skarsgård;2013;112;7;443584;206.36;54
216;Gods of Egypt;Action,Adventure,Fantasy;Alex Proyas;Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman;2016;126;5.5;73568;31.14;25
231;Pan's Labyrinth;Drama,Fantasy,War;Guillermo del Toro;Ivana Baquero, Ariadna Gil, Sergi López,Maribel Verdú;2006;118;8.2;498879;37.62;98
245;Percy Jackson & the Olympians: The Lightning Thief;Adventure,Family,Fantasy;Chris Columbus;Logan Lerman, Kevin McKidd, Steve Coogan,Brandon T. Jackson;2010;118;5.9;148949;88.76;47
272;The Hobbit: An Unexpected Journey;Adventure,Fantasy;Peter Jackson;Martin Freeman, Ian McKellen, Richard Armitage,Andy Serkis;2012;169;7.9;668651;303;58
286;Sucker Punch;Action,Fantasy;Zack Snyder;Emily Browning, Vanessa Hudgens, Abbie Cornish,Jena Malone;2011;110;6.1;204874;36.38;33
295;Man of Steel;Action,Adventure,Fantasy;Zack Snyder;Henry Cavill, Amy Adams, Michael Shannon, Diane Lane;2013;143;7.1;577010;291.02;55
307;Alice Through the Looking Glass;Adventure,Family,Fantasy;James Bobin;Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway;2016;113;6.2;57207;77.04;34
314;The Hobbit: The Battle of the Five Armies;Adventure,Fantasy;Peter Jackson;Ian McKellen, Martin Freeman, Richard Armitage,Cate Blanchett;2014;144;7.4;385598;255.11;59
315;Harry Potter and the Order of the Phoenix;Adventure,Family,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson;2007;138;7.5;385325;292;71
326;The Last Witch Hunter;Action,Adventure,Fantasy;Breck Eisner;Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson;2015;106;6;71149;27.36;34
336;Before I Wake;Drama,Fantasy,Horror;Mike Flanagan;Kate Bosworth, Thomas Jane, Jacob Tremblay,Annabeth Gish;2016;97;6.1;18201;0;68
344;Pete's Dragon;Adventure,Family,Fantasy;David Lowery;Bryce Dallas Howard, Robert Redford, Oakes Fegley,Oona Laurence;2016;102;6.8;36322;76.2;71
347;Stardust;Adventure,Family,Fantasy;Matthew Vaughn;Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen;2007;127;7.7;220664;38.35;66
350;Midnight in Paris;Comedy,Fantasy,Romance;Woody Allen;Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller;2011;94;7.7;320323;56.82;81
356;Seventh Son;Action,Adventure,Fantasy;Sergei Bodrov;Ben Barnes, Julianne Moore, Jeff Bridges, Alicia Vikander;2014;102;5.5;59958;17.18;30
359;This Is the End;Comedy,Fantasy;Evan Goldberg;James Franco, Jonah Hill, Seth Rogen,Jay Baruchel;2013;107;6.6;327838;101.47;67
360;About Time;Comedy,Drama,Fantasy;Richard Curtis;Domhnall Gleeson, Rachel McAdams, Bill Nighy,Lydia Wilson;2013;123;7.8;221600;15.29;55
367;The Twilight Saga: Breaking Dawn - Part 2;Adventure,Drama,Fantasy;Bill Condon;Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli;2012;115;5.5;194329;292.3;52
374;Wanted;Action,Crime,Fantasy;Timur Bekmambetov;Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp;2008;110;6.7;312495;134.57;64
381;What We Do in the Shadows;Comedy,Fantasy,Horror;Jemaine Clement;Jemaine Clement, Taika Waititi,Cori Gonzalez-Macuer, Jonny Brugh;2014;86;7.6;84016;3.33;76
396;The Age of Adaline;Drama,Fantasy,Romance;Lee Toland Krieger;Blake Lively, Michiel Huisman, Harrison Ford,Kathy Baker;2015;112;7.2;112288;42.48;51
419;Harry Potter and the Deathly Hallows: Part 1;Adventure,Family,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Bill Nighy;2010;146;7.7;357213;294.98;65
424;300: Rise of an Empire;Action,Drama,Fantasy;Noam Murro;Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson;2014;102;6.2;237887;106.37;48
426;The Curious Case of Benjamin Button;Drama,Fantasy,Romance;David Fincher;Brad Pitt, Cate Blanchett, Tilda Swinton, Julia Ormond;2008;166;7.8;485075;127.49;70
441;Oz the Great and Powerful;Adventure,Family,Fantasy;Sam Raimi;James Franco, Michelle Williams, Rachel Weisz, Mila Kunis;2013;130;6.3;181521;234.9;44
443;Coraline;Animation,Family,Fantasy;Henry Selick;Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders;2009;100;7.7;156620;75.28;80
474;Harry Potter and the Half-Blood Prince;Adventure,Family,Fantasy;David Yates;Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon;2009;153;7.5;351059;301.96;78
505;Mr. Nobody;Drama,Fantasy,Romance;Jaco Van Dormael;Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham;2009;141;7.9;166872;0;63
519;The Hobbit: The Desolation of Smaug;Adventure,Fantasy;Peter Jackson;Ian McKellen, Martin Freeman, Richard Armitage,Ken Stott;2013;161;7.9;513744;258.36;66
548;Alice in Wonderland;Adventure,Family,Fantasy;Tim Burton;Mia Wasikowska, Johnny Depp, Helena Bonham Carter,Anne Hathaway;2010;108;6.5;324898;334.19;53
558;Dracula Untold;Action,Drama,Fantasy;Gary Shore;Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson;2014;92;6.3;148504;55.94;40
562;Evil Dead;Fantasy,Horror;Fede Alvarez;Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci;2013;91;6.5;133113;54.24;57
566;Pan;Adventure,Family,Fantasy;Joe Wright;Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara;2015;111;5.8;47804;34.96;36
576;Clash of the Titans;Action,Adventure,Fantasy;Louis Leterrier;Sam Worthington, Liam Neeson, Ralph Fiennes,Jason Flemyng;2010;106;5.8;238206;163.19;39
586;Ghost Rider;Action,Fantasy,Thriller;Mark Steven Johnson;Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long;2007;114;5.2;190673;115.8;35
588;Immortals;Action,Drama,Fantasy;Tarsem Singh;Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff;2011;110;6;142900;83.5;46
610;Hellboy II: The Golden Army;Action,Adventure,Fantasy;Guillermo del Toro;Ron Perlman, Selma Blair, Doug Jones, John Alexander;2008;120;7;216932;75.75;78
611;Beautiful Creatures;Drama,Fantasy,Romance;Richard LaGravenese;Alice Englert, Viola Davis, Emma Thompson,Alden Ehrenreich;2013;124;6.2;71822;19.45;52
613;The Lovely Bones;Drama,Fantasy,Thriller;Peter Jackson;Rachel Weisz, Mark Wahlberg, Saoirse Ronan, Susan Sarandon;2009;135;6.7;130702;43.98;42
622;Underworld Awakening;Action,Fantasy,Horror;Måns Mårlind;Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea;2012;88;6.4;127157;62.32;39
627;X-Men: The Last Stand;Action,Adventure,Fantasy;Brett Ratner;Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen;2006;104;6.7;406540;234.36;58
648;Tall Men;Fantasy,Horror,Thriller;Jonathan Holbrook;Dan Crisafulli, Kay Whitney, Richard Garcia, Pat Cashman;2016;133;3.2;173;0;57
650;Vampire Academy;Action,Comedy,Fantasy;Mark Waters;Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne;2014;104;5.6;44111;7.79;30
684;The Mortal Instruments: City of Bones;Action,Fantasy,Horror;Harald Zwart;Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West;2013;130;5.9;112313;31.17;33
695;Life of Pi;Adventure,Drama,Fantasy;Ang Lee;Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu;2012;127;7.9;471109;124.98;79
702;Ted;Comedy,Fantasy;Seth MacFarlane;Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale;2012;106;7;494641;218.63;62
712;La tortue rouge;Animation,Fantasy;Michael Dudok de Wit;Emmanuel Garijo, Tom Hudson, Baptiste Goy, Axel Devillers;2016;80;7.6;11482;0.92;86
726;Dark Shadows;Comedy,Fantasy,Horror;Tim Burton;Johnny Depp, Michelle Pfeiffer, Eva Green, Helena Bonham Carter;2012;113;6.2;209326;79.71;55
733;This Beautiful Fantastic;Comedy,Drama,Fantasy;Simon Aboud;Jessica Brown Findlay, Andrew Scott, Jeremy Irvine,Tom Wilkinson;2016;100;6.9;688;0;51
740;The Mummy: Tomb of the Dragon Emperor;Action,Adventure,Fantasy;Rob Cohen;Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh;2008;112;5.2;124554;102.18;31
750;Percy Jackson: Sea of Monsters;Adventure,Family,Fantasy;Thor Freudenthal;Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Nathan Fillion;2013;106;5.9;91684;68.56;39
759;Conan the Barbarian;Action,Adventure,Fantasy;Marcus Nispel;Jason Momoa, Ron Perlman, Rose McGowan,Stephen Lang;2011;113;5.2;84893;21.27;36
768;Indiana Jones and the Kingdom of the Crystal Skull;Action,Adventure,Fantasy;Steven Spielberg;Harrison Ford, Cate Blanchett, Shia LaBeouf,Karen Allen;2008;122;6.2;351361;317.01;65
774;Lady in the Water;Drama,Fantasy,Mystery;M. Night Shyamalan;Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban;2006;110;5.6;82701;42.27;36
801;Yoga Hosers;Comedy,Fantasy,Horror;Kevin Smith;Lily-Rose Depp, Harley Quinn Smith, Johnny Depp,Adam Brody;2016;88;4.3;7091;0;23
805;1408;Fantasy,Horror;Mikael Håfström;John Cusack, Samuel L. Jackson, Mary McCormack, Paul Birchard;2007;104;6.8;221073;71.98;64
807;Prince of Persia: The Sands of Time;Action,Adventure,Fantasy;Mike Newell;Jake Gyllenhaal, Gemma Arterton, Ben Kingsley,Alfred Molina;2010;116;6.6;233148;90.76;50
822;The Imaginarium of Doctor Parnassus;Adventure,Fantasy,Mystery;Terry Gilliam;Christopher Plummer, Lily Cole, Heath Ledger,Andrew Garfield;2009;123;6.8;130153;7.69;65
828;The Warriors Gate;Action,Adventure,Fantasy;Matthias Hoene;Mark Chao, Ni Ni, Dave Bautista, Sienna Guillory;2016;108;5.3;1391;0;77
866;Horns;Drama,Fantasy,Horror;Alexandre Aja;Daniel Radcliffe, Juno Temple, Max Minghella, Joe Anderson;2013;120;6.5;61060;0.16;46
872;Dragonball Evolution;Action,Adventure,Fantasy;James Wong;Justin Chatwin, James Marsters, Yun-Fat Chow, Emmy Rossum;2009;85;2.7;59512;9.35;45
880;Wrath of the Titans;Action,Adventure,Fantasy;Jonathan Liebesman;Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes;2012;99;5.8;159230;83.64;37
887;The Tree of Life;Drama,Fantasy;Terrence Malick;Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken;2011;139;6.8;143517;13.3;85
911;Il racconto dei racconti - Tale of Tales;Drama,Fantasy,Horror;Matteo Garrone;Salma Hayek, Vincent Cassel, Toby Jones, John C. Reilly;2015;133;6.4;17565;0.08;72
916;Goksung;Drama,Fantasy,Horror;Hong-jin Na;Jun Kunimura, Jung-min Hwang, Do-won Kwak, Woo-hee Chun;2016;156;7.5;17962;0.79;81
919;Perfume: The Story of a Murderer;Crime,Drama,Fantasy;Tom Tykwer;Ben Whishaw, Dustin Hoffman, Alan Rickman,Francesc Albiol;2006;147;7.5;199387;2.21;56
920;The Golden Compass;Adventure,Family,Fantasy;Chris Weitz;Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker;2007;113;6.1;155078;70.08;51
926;The Twilight Saga: Breaking Dawn - Part 1;Adventure,Drama,Fantasy;Bill Condon;Kristen Stewart, Robert Pattinson, Taylor Lautner, Gil Birmingham;2011;117;4.9;190244;281.28;45
932;If I Stay;Drama,Fantasy,Music;R.J. Cutler;Chloë Grace Moretz, Mireille Enos, Jamie Blackley,Joshua Leonard;2014;107;6.8;92170;50.46;46
942;The Twilight Saga: Eclipse;Adventure,Drama,Fantasy;David Slade;Kristen Stewart, Robert Pattinson, Taylor Lautner,Xavier Samuel;2010;124;4.9;192740;300.52;58
946;Triangle;Fantasy,Mystery,Thriller;Christopher Smith;Melissa George, Joshua McIvor, Jack Taylor,Michael Dorman;2009;99;6.9;72533;0;66
957;Legion;Action,Fantasy,Horror;Scott Stewart;Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black;2010;100;5.2;84158;40.17;32
983;Across the Universe;Drama,Fantasy,Musical;Julie Taymor;Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs;2007;133;7.4;95172;24.34;56
986;Your Highness;Adventure,Comedy,Fantasy;David Gordon Green;Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker;2011;102;5.6;87904;21.56;31
991;Underworld: Rise of the Lycans;Action,Adventure,Fantasy;Patrick Tatopoulos;Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh;2009;92;6.6;129708;45.8;44
1000;Nine Lives;Comedy,Family,Fantasy;Barry Sonnenfeld;Kevin Spacey, Jennifer Garner, Robbie Amell,Cheryl Hines;2016;87;5.3;12435;19.64;11
