Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
100;The Departed;Crime,Drama,Thriller;Martin Scorsese;Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg;2006;151;8.5;937414;132.37;85
101;Legend;Biography,Crime,Drama;Brian Helgeland;Tom Hardy, Emily Browning, Taron Egerton, Paul Anderson;2015;132;7;108836;1.87;55
104;Contratiempo;Crime,Mystery,Thriller;Oriol Paulo;Mario Casas, Ana Wagener, José Coronado, Bárbara Lennie;2016;106;7.9;7204;0;51
106;Hell or High Water;Crime,Drama,Thriller;David Mackenzie;Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham;2016;102;7.7;115546;26.86;88
128;Nerve;Adventure,Crime,Mystery;Henry Joost;Emma Roberts, Dave Franco, Emily Meade, Miles Heizer;2016;96;6.6;69651;38.56;58
135;Furious 6;Action,Crime,Thriller;Justin Lin;Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez;2013;130;7.1;318051;238.67;61
136;The Place Beyond the Pines;Crime,Drama,Thriller;Derek Cianfrance;Ryan Gosling, Bradley Cooper, Eva Mendes,Craig Van Hook;2012;140;7.3;200090;21.38;68
137;No Country for Old Men;Crime,Drama,Thriller;Ethan Coen;Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson;2007;122;8.1;660286;74.27;91
150;Inferno;Action,Adventure,Crime;Ron Howard;Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster;2016;121;6.2;97623;34.26;42
154;Sicario;Action,Crime,Drama;Denis Villeneuve;Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal;2015;121;7.6;243230;46.88;82
162;Free Fire;Action,Comedy,Crime;Ben Wheatley;Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy;2016;90;7;6946;1.8;63
164;Jack Reacher: Never Go Back;Action,Adventure,Crime;Edward Zwick;Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper;2016;118;6.1;78043;58.4;47
171;Nightcrawler;Crime,Drama,Thriller;Dan Gilroy;Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed;2014;118;7.9;332476;32.28;76
189;Drive;Crime,Drama;Nicolas Winding Refn;Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks;2011;100;7.8;461509;35.05;78
193;Spotlight;Crime,Drama,History;Tom McCarthy;Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber;2015;128;8.1;268282;44.99;93
197;Hacker;Crime,Drama,Thriller;Akan Satayev;Callan McAuliffe, Lorraine Nicholson, Daniel Eric Gold, Clifton Collins Jr.;2016;95;6.3;3799;0;54
200;Central Intelligence;Action,Comedy,Crime;Rawson Marshall Thurber;Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan;2016;107;6.3;97082;127.38;52
224;The Girl with the Dragon Tattoo;Crime,Drama,Mystery;David Fincher;Daniel Craig, Rooney Mara, Christopher Plummer,Stellan Skarsgård;2011;158;7.8;348551;102.52;71
225;We're the Millers;Comedy,Crime;Rawson Marshall Thurber;Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms;2013;110;7;334867;150.37;44
232;A Kind of Murder;Crime,Drama,Thriller;Andy Goddard;Patrick Wilson, Jessica Biel, Haley Bennett, Vincent Kartheiser;2016;95;5.2;3305;0;50
249;Spy;Action,Comedy,Crime;Paul Feig;Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham;2015;119;7.1;188017;110.82;75
273;21 Jump Street;Action,Comedy,Crime;Phil Lord;Jonah Hill, Channing Tatum, Ice Cube,Brie Larson;2012;110;7.2;432046;138.45;69
277;22 Jump Street;Action,Comedy,Crime;Phil Lord;Channing Tatum, Jonah Hill, Ice Cube,Nick Offerman;2014;112;7.1;280110;191.62;71
278;Zodiac;Crime,Drama,History;David Fincher;Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo,Anthony Edwards;2007;157;7.7;329683;33.05;78
281;Now You See Me;Crime,Mystery,Thriller;Louis Leterrier;Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson;2013;115;7.3;492324;117.7;50
282;Sherlock Holmes;Action,Adventure,Crime;Guy Ritchie;Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong;2009;128;7.6;501769;209.02;57
289;Masterminds;Action,Comedy,Crime;Jared Hess;Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball;2016;95;5.8;26508;17.36;47
299;The Infiltrator;Biography,Crime,Drama;Brad Furman;Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan;2016;127;7.1;43929;15.43;66
301;The Equalizer;Action,Crime,Thriller;Antoine Fuqua;Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour;2014;132;7.2;249425;101.53;57
306;Inherent Vice;Comedy,Crime,Drama;Paul Thomas Anderson;Joaquin Phoenix, Josh Brolin, Owen Wilson,Katherine Waterston;2014;148;6.7;69509;8.09;81
308;Vincent N Roxxy;Crime,Drama,Thriller;Gary Michael Schultz;Emile Hirsch, Zoë Kravitz, Zoey Deutch,Emory Cohen;2016;110;5.5;403;0;43
309;The Fast and the Furious: Tokyo Drift;Action,Crime,Thriller;Justin Lin;Lucas Black, Zachery Ty Bryan, Shad Moss, Damien Marzette;2006;104;6;193479;62.49;45
320;Fast Five;Action,Crime,Thriller;Justin Lin;Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster;2011;131;7.3;300803;209.81;66
321;Step Up;Crime,Drama,Music;Anne Fletcher;Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington;2006;104;6.5;95960;65.27;48
323;RocknRolla;Action,Crime,Thriller;Guy Ritchie;Gerard Butler, Tom Wilkinson, Idris Elba, Thandie Newton;2008;114;7.3;203096;5.69;53
329;Green Room;Crime,Horror,Thriller;Jeremy Saulnier;Anton Yelchin, Imogen Poots, Alia Shawkat,Patrick Stewart;2015;95;7;62885;3.22;79
330;Blackhat;Crime,Drama,Mystery;Michael Mann;Chris Hemsworth, Viola Davis, Wei Tang, Leehom Wang;2015;133;5.4;43085;7.1;51
341;Fast & Furious;Action,Crime,Thriller;Justin Lin;Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster;2009;107;6.6;217464;155.02;46
342;Looper;Action,Crime,Drama;Rian Johnson;Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano;2012;119;7.4;452369;66.47;84
348;American Hustle;Crime,Drama;David O. Russell;Christian Bale, Amy Adams, Bradley Cooper,Jennifer Lawrence;2013;138;7.3;379088;150.12;90
373;Criminal;Action,Crime,Drama;Ariel Vromen;Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman;2016;113;6.3;38430;14.27;36
374;Wanted;Action,Crime,Fantasy;Timur Bekmambetov;Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp;2008;110;6.7;312495;134.57;64
376;Collide;Action,Crime,Thriller;Eran Creevy;Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley;2016;99;5.7;7583;2.2;33
377;Black Mass;Biography,Crime,Drama;Scott Cooper;Johnny Depp, Benedict Cumberbatch, Dakota Johnson, Joel Edgerton;2015;123;6.9;135706;62.56;68
392;The Gunman;Action,Crime,Drama;Pierre Morel;Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem;2015;115;5.8;31194;10.64;39
403;Bronson;Action,Biography,Crime;Nicolas Winding Refn;Tom Hardy, Kelly Adams, Luing Andrews,Katy Barker;2008;92;7.1;93972;0.1;71
414;Elle;Crime,Drama,Thriller;Paul Verhoeven;Isabelle Huppert, Laurent Lafitte, Anne Consigny,Charles Berling;2016;130;7.2;35417;0;89
415;Mechanic: Resurrection;Action,Adventure,Crime;Dennis Gansel;Jason Statham, Jessica Alba, Tommy Lee Jones,Michelle Yeoh;2016;98;5.6;48161;21.2;38
425;London Has Fallen;Action,Crime,Drama;Babak Najafi;Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett;2016;99;5.9;100702;62.4;28
427;Sin City: A Dame to Kill For;Action,Crime,Thriller;Frank Miller;Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt;2014;102;6.5;122185;13.75;46
435;Let Me Make You a Martyr;Action,Crime,Drama;Corey Asraf;Marilyn Manson, Mark Boone Junior, Sam Quartin, Niko Nicotera;2016;102;6.4;223;0;56
436;Filth;Comedy,Crime,Drama;Jon S. Baird;James McAvoy, Jamie Bell, Eddie Marsan, Imogen Poots;2013;97;7.1;81301;0.03;56
439;Kick-Ass 2;Action,Comedy,Crime;Jeff Wadlow;Aaron Taylor-Johnson, Chloë Grace Moretz,Christopher Mintz-Plasse, Jim Carrey;2013;103;6.6;214825;28.75;41
458;Get Hard;Comedy,Crime;Etan Cohen;Will Ferrell, Kevin Hart, Alison Brie, T.I.;2015;100;6;95119;90.35;34
461;The Town;Crime,Drama,Thriller;Ben Affleck;Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner;2010;125;7.6;294553;92.17;74
466;Sherlock Holmes: A Game of Shadows;Action,Adventure,Crime;Guy Ritchie;Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams;2011;129;7.5;357436;186.83;48
467;Salt;Action,Crime,Mystery;Phillip Noyce;Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski;2010;100;6.4;255813;118.31;65
470;The Other Guys;Action,Comedy,Crime;Adam McKay;Will Ferrell, Mark Wahlberg, Derek Jeter, Eva Mendes;2010;107;6.7;199900;119.22;64
471;American Gangster;Biography,Crime,Drama;Ridley Scott;Denzel Washington, Russell Crowe, Chiwetel Ejiofor,Josh Brolin;2007;157;7.8;337835;130.13;76
483;Triple 9;Action,Crime,Drama;John Hillcoat;Casey Affleck, Chiwetel Ejiofor, Anthony Mackie,Aaron Paul;2016;115;6.3;48400;12.63;52
489;Focus;Comedy,Crime,Drama;Glenn Ficarra;Will Smith, Margot Robbie, Rodrigo Santoro, Adrian Martinez;2015;105;6.6;166489;53.85;56
494;Point Break;Action,Crime,Sport;Ericson Core;Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer;2015;114;5.3;44553;28.77;34
499;Law Abiding Citizen;Crime,Drama,Thriller;F. Gary Gray;Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney;2009;109;7.4;228339;73.34;34
503;Imperium;Crime,Drama,Thriller;Daniel Ragussis;Daniel Radcliffe, Toni Collette, Tracy Letts, Sam Trammell;2016;109;6.5;27428;0;68
506;City of Tiny Lights;Crime,Drama,Thriller;Pete Travis;Riz Ahmed, Billie Piper, James Floyd, Cush Jumbo;2016;110;5.7;291;0;54
507;Savages;Crime,Drama,Thriller;Oliver Stone;Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively,Benicio Del Toro;2012;131;6.5;107960;47.31;59
512;Shooter;Action,Crime,Drama;Antoine Fuqua;Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover;2007;124;7.2;267820;46.98;53
518;Chappie;Action,Crime,Drama;Neill Blomkamp;Sharlto Copley, Dev Patel, Hugh Jackman,Sigourney Weaver;2015;120;6.9;188769;31.57;41
522;The Counselor;Crime,Drama,Thriller;Ridley Scott;Michael Fassbender, Penélope Cruz, Cameron Diaz,Javier Bardem;2013;117;5.3;84927;16.97;48
525;Trust;Crime,Drama,Thriller;David Schwimmer;Clive Owen, Catherine Keener, Liana Liberato,Jason Clarke;2010;106;7;36043;0.06;60
536;Need for Speed;Action,Crime,Drama;Scott Waugh;Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi;2014;132;6.5;143389;43.57;39
537;Jack Reacher;Action,Crime,Mystery;Christopher McQuarrie;Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog;2012;130;7;250811;58.68;50
539;True Crimes;Crime,Drama,Thriller;Alexandros Avranas;Jim Carrey, Charlotte Gainsbourg, Marton Csokas, Kati Outinen;2016;92;7.3;198;0;43
540;American Pastoral;Crime,Drama;Ewan McGregor;Ewan McGregor, Jennifer Connelly, Dakota Fanning, Peter Riegert;2016;108;6.1;7115;0;43
570;Money Monster;Crime,Drama,Thriller;Jodie Foster;George Clooney, Julia Roberts, Jack O'Connell,Dominic West;2016;98;6.5;68654;41.01;55
580;All Good Things;Crime,Drama,Mystery;Andrew Jarecki;Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe;2010;101;6.3;44158;0.58;57
593;The Drop;Crime,Drama,Mystery;Michaël R. Roskam;Tom Hardy, Noomi Rapace, James Gandolfini,Matthias Schoenaerts;2014;106;7.1;116118;10.72;69
601;Gangster Squad;Action,Crime,Drama;Ruben Fleischer;Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi;2013;113;6.7;181432;46;40
602;Blood Father;Action,Crime,Drama;Jean-François Richet;Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks;2016;88;6.4;40357;93.95;66
605;The Rise of the Krays;Crime,Drama;Zackary Adler;Matt Vael, Simon Cotton, Kevin Leslie, Olivia Moyles;2015;110;5.1;1630;6.53;90
608;Horrible Bosses;Comedy,Crime;Seth Gordon;Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe;2011;98;6.9;368556;117.53;57
614;The Assassination of Jesse James by the Coward Robert Ford;Biography,Crime,Drama;Andrew Dominik;Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker;2007;160;7.5;143564;3.9;68
616;Bastille Day;Action,Crime,Drama;James Watkins;Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly;2016;92;6.3;21089;0.04;48
621;Dope;Comedy,Crime,Drama;Rick Famuyiwa;Shameik Moore, Tony Revolori, Kiersey Clemons,Kimberly Elise;2015;103;7.3;66400;17.47;72
629;The Whole Truth;Crime,Drama,Mystery;Courtney Hunt;Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso;2016;93;6.1;10700;0;46
638;Lawless;Crime,Drama;John Hillcoat;Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke;2012;116;7.3;195360;37.4;58
652;Solace;Crime,Drama,Mystery;Afonso Poyart;Anthony Hopkins, Jeffrey Dean Morgan, Abbie Cornish, Colin Farrell;2015;101;6.4;36300;0;36
656;Public Enemies;Biography,Crime,Drama;Michael Mann;Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke;2009;140;7;240323;97.03;70
659;Eastern Promises;Crime,Drama,Mystery;David Cronenberg;Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin;2007;100;7.7;198006;17.11;82
661;Pineapple Express;Action,Comedy,Crime;David Gordon Green;Seth Rogen, James Franco, Gary Cole, Danny McBride;2008;111;7;267872;87.34;64
663;Gone Baby Gone;Crime,Drama,Mystery;Ben Affleck;Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan;2007;114;7.7;206707;20.3;72
664;The Heat;Action,Comedy,Crime;Paul Feig;Sandra Bullock, Michael McDonald, Melissa McCarthy,Demián Bichir;2013;117;6.6;140151;159.58;60
667;Regression;Crime,Drama,Mystery;Alejandro Amenábar;Ethan Hawke, David Thewlis, Emma Watson,Dale Dickey;2015;106;5.7;26320;0.05;32
669;Pain & Gain;Comedy,Crime,Drama;Michael Bay;Mark Wahlberg, Dwayne Johnson, Anthony Mackie,Tony Shalhoub;2013;129;6.5;168875;49.87;45
671;Devil's Knot;Biography,Crime,Drama;Atom Egoyan;Colin Firth, Reese Witherspoon, Alessandro Nivola,James Hamrick;2013;114;6.1;15514;0;42
672;Child 44;Crime,Drama,Thriller;Daniel Espinosa;Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman;2015;137;6.5;47703;1.21;41
677;Escape Plan;Action,Crime,Mystery;Mikael Håfström;Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio;2013;115;6.7;188004;25.12;49
701;Funny Games;Crime,Drama,Horror;Michael Haneke;Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet;2007;111;6.5;73835;1.29;44
703;RED;Action,Comedy,Crime;Robert Schwentke;Bruce Willis, Helen Mirren, Morgan Freeman,Mary-Louise Parker;2010;111;7.1;250012;90.36;60
705;Faster;Action,Crime,Drama;George Tillman Jr.;Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez;2010;98;6.5;83788;23.23;44
706;The Neighbor;Crime,Horror,Thriller;Marcus Dunstan;Josh Stewart, Bill Engvall, Alex Essoe, Ronnie Gene Blevins;2016;87;5.8;4754;0;60
709;The Judge;Crime,Drama;David Dobkin;Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton;2014;141;7.4;146812;47.11;48
710;Closed Circuit;Crime,Drama,Mystery;John Crowley;Eric Bana, Rebecca Hall, Jim Broadbent, Ciarán Hinds;2013;96;6.2;18437;5.73;50
751;Fracture;Crime,Drama,Mystery;Gregory Hoblit;Anthony Hopkins, Ryan Gosling, David Strathairn,Rosamund Pike;2007;113;7.2;148943;39;68
753;In Bruges;Comedy,Crime,Drama;Martin McDonagh;Colin Farrell, Brendan Gleeson, Ciarán Hinds,Elizabeth Berrington;2008;107;7.9;322536;7.76;67
772;The Assignment;Action,Crime,Thriller;Walter Hill;Sigourney Weaver, Michelle Rodriguez, Tony Shalhoub,Anthony LaPaglia;2016;95;4.5;2043;0;34
783;Mr. Brooks;Crime,Drama,Thriller;Bruce A. Evans;Kevin Costner, Demi Moore, William Hurt, Dane Cook;2007;120;7.3;128146;28.48;45
790;Hancock;Action,Crime,Drama;Peter Berg;Will Smith, Charlize Theron, Jason Bateman, Jae Head;2008;92;6.4;366138;227.95;49
792;The Family;Comedy,Crime,Thriller;Luc Besson;Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo;2013;111;6.3;92868;36.92;42
795;Man on a Ledge;Action,Crime,Thriller;Asger Leth;Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez;2012;102;6.6;129252;18.6;40
799;A Walk Among the Tombstones;Crime,Drama,Mystery;Scott Frank;Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook;2014;114;6.5;93883;25.98;57
802;Seven Psychopaths;Comedy,Crime;Martin McDonagh;Colin Farrell, Woody Harrelson, Sam Rockwell,Christopher Walken;2012;110;7.2;196652;14.99;66
806;The Gambler;Crime,Drama,Thriller;Rupert Wyatt;Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson;2014;111;6;52537;33.63;55
816;Inside Man;Crime,Drama,Mystery;Spike Lee;Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer;2006;129;7.6;285441;88.5;76
817;I.T.;Crime,Drama,Mystery;John Moore;Pierce Brosnan, Jason Barry, Karen Moskow, Kai Ryssdal;2016;95;5.4;8755;0;27
837;Bacalaureat;Crime,Drama;Cristian Mungiu;Adrian Titieni, Maria-Victoria Dragus, Lia Bugnar,Malina Manovici;2016;128;7.5;5531;0.13;84
839;Exposed;Crime,Drama,Mystery;Gee Malik Linton;Ana de Armas, Keanu Reeves, Christopher McDonald, Mira Sorvino;2016;102;4.2;8409;0;23
841;Horrible Bosses 2;Comedy,Crime;Sean Anders;Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston;2014;108;6.3;125190;54.41;40
848;La migliore offerta;Crime,Drama,Mystery;Giuseppe Tornatore;Geoffrey Rush, Jim Sturgess, Sylvia Hoeks,Donald Sutherland;2013;131;7.8;77986;0.09;49
851;21;Crime,Drama,Thriller;Robert Luketic;Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo;2008;123;6.8;198395;81.16;48
853;Out of the Furnace;Crime,Drama,Thriller;Scott Cooper;Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson;2013;116;6.8;88829;11.33;63
858;Freedom Writers;Biography,Crime,Drama;Richard LaGravenese;Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn;2007;123;7.5;55648;36.58;64
891;The Intent;Crime,Drama;Femi Oyeniran;Dylan Duffus, Scorcher,Shone Romulus, Jade Asha;2016;104;3.5;202;0;59
902;Snakes on a Plane;Action,Adventure,Crime;David R. Ellis;Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard;2006;105;5.6;118905;34.01;58
905;RoboCop;Action,Crime,Sci-Fi;José Padilha;Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish;2014;117;6.2;190833;58.61;52
908;Ocean's Thirteen;Crime,Thriller;Steven Soderbergh;George Clooney, Brad Pitt, Matt Damon,Michael Mantell;2007;122;6.9;269581;117.14;62
915;Notorious;Biography,Crime,Drama;George Tillman Jr.;Jamal Woolard, Anthony Mackie, Derek Luke,Momo Dione;2009;122;6.7;33007;36.84;60
918;The Girl Next Door;Crime,Drama,Horror;Gregory Wilson;William Atherton, Blythe Auffarth, Blanche Baker,Kevin Chamberlin;2007;91;6.7;19351;0;29
919;Perfume: The Story of a Murderer;Crime,Drama,Fantasy;Tom Tykwer;Ben Whishaw, Dustin Hoffman, Alan Rickman,Francesc Albiol;2006;147;7.5;199387;2.21;56
948;King Cobra;Crime,Drama;Justin Kelly;Garrett Clayton, Christian Slater, Molly Ringwald,James Kelley;2016;91;5.6;3990;0.03;48
958;End of Watch;Crime,Drama,Thriller;David Ayer;Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera;2012;109;7.7;192190;40.98;68
960;Lucky Number Slevin;Crime,Drama,Mystery;Paul McGuigan;Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu;2006;110;7.8;271940;22.49;53
961;Trance;Crime,Drama,Mystery;Danny Boyle;James McAvoy, Rosario Dawson, Vincent Cassel,Danny Sapani;2013;101;7;97141;2.32;61
964;I Spit on Your Grave;Crime,Horror,Thriller;Steven R. Monroe;Sarah Butler, Jeff Branson, Andrew Howard,Daniel Franzese;2010;108;6.3;60133;0.09;27
968;The Walk;Adventure,Biography,Crime;Robert Zemeckis;Joseph Gordon-Levitt, Charlotte Le Bon,Guillaume Baillargeon, Émilie Leclerc;2015;123;7.3;92378;10.14;70
996;Secret in Their Eyes;Crime,Drama,Mystery;Billy Ray;Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris;2015;111;6.2;27585;0;45
