Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
222;Cars;Animation,Adventure,Comedy;John Lasseter;Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy;2006;117;7.1;283445;244.05;73
225;We're the Millers;Comedy,Crime;Rawson Marshall Thurber;Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms;2013;110;7;334867;150.37;44
227;The Lobster;Comedy,Drama,Romance;Yorgos Lanthimos;Colin Farrell, Rachel Weisz, Jessica Barden,Olivia Colman;2015;119;7.1;121313;8.7;82
239;The Grand Budapest Hotel;Adventure,Comedy,Drama;Wes Anderson;Ralph Fiennes, F. Murray Abraham, Mathieu Amalric,Adrien Brody;2014;99;8.1;530881;59.07;88
242;Inside Out;Animation,Adventure,Comedy;Pete Docter;Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling;2015;95;8.2;416689;356.45;94
243;Rock Dog;Animation,Adventure,Comedy;Ash Brannon;Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black;2016;90;5.8;1109;9.4;48
248;20th Century Women;Comedy,Drama;Mike Mills;Annette Bening, Elle Fanning, Greta Gerwig, Billy Crudup;2016;119;7.4;14708;5.66;83
249;Spy;Action,Comedy,Crime;Paul Feig;Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham;2015;119;7.1;188017;110.82;75
250;The Intouchables;Biography,Comedy,Drama;Olivier Nakache;François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot;2011;112;8.6;557965;13.18;57
251;Bonjour Anne;Comedy,Drama,Romance;Eleanor Coppola;Diane Lane, Alec Baldwin, Arnaud Viard, Linda Gegusch;2016;92;4.9;178;0.32;50
256;The Hangover;Comedy;Todd Phillips;Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms;2009;100;7.8;611563;277.31;73
261;Birdman or (The Unexpected Virtue of Ignorance);Comedy,Drama,Romance;Alejandro González Iñárritu;Michael Keaton, Zach Galifianakis,Edward Norton, Andrea Riseborough;2014;119;7.8;440299;42.34;88
263;Dear White People;Comedy,Drama;Justin Simien;Tyler James Williams, Tessa Thompson, Kyle Gallner,Teyonah Parris;2014;108;6.2;21715;4.4;79
265;Teenage Mutant Ninja Turtles: Out of the Shadows;Action,Adventure,Comedy;Dave Green;Megan Fox, Will Arnett, Tyler Perry, Laura Linney;2016;112;6;59312;0.54;40
267;Dirty Grandpa;Comedy;Dan Mazer;Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza;2016;102;6;75137;35.54;18
273;21 Jump Street;Action,Comedy,Crime;Phil Lord;Jonah Hill, Channing Tatum, Ice Cube,Brie Larson;2012;110;7.2;432046;138.45;69
274;Sing Street;Comedy,Drama,Music;John Carney;Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy, Jack Reynor;2016;106;8;52144;3.23;79
275;Ballerina;Animation,Adventure,Comedy;Eric Summer;Elle Fanning, Dane DeHaan, Carly Rae Jepsen, Maddie Ziegler;2016;89;6.8;4729;0;21
277;22 Jump Street;Action,Comedy,Crime;Phil Lord;Channing Tatum, Jonah Hill, Ice Cube,Nick Offerman;2014;112;7.1;280110;191.62;71
279;Everybody Wants Some!!;Comedy;Richard Linklater;Blake Jenner, Tyler Hoechlin, Ryan Guzman,Zoey Deutch;2016;117;7;36312;3.37;83
287;Keeping Up with the Joneses;Action,Comedy;Greg Mottola;Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot;2016;105;5.8;30405;14.9;34
289;Masterminds;Action,Comedy,Crime;Jared Hess;Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball;2016;95;5.8;26508;17.36;47
292;Pitch Perfect;Comedy,Music,Romance;Jason Moore;Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp;2012;112;7.2;226631;65;66
293;Neighbors 2: Sorority Rising;Comedy;Nicholas Stoller;Seth Rogen, Rose Byrne, Zac Efron, Chloë Grace Moretz;2016;92;5.7;76327;55.29;58
297;Ice Age: Collision Course;Animation,Adventure,Comedy;Mike Thurmeier;Ray Romano, Denis Leary, John Leguizamo, Chris Wedge;2016;94;5.7;34523;64.06;34
298;The Devil Wears Prada;Comedy,Drama;David Frankel;Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt;2006;109;6.8;302268;124.73;62
304;The House Bunny;Comedy,Romance;Fred Wolf;Anna Faris, Colin Hanks, Emma Stone, Kat Dennings;2008;97;5.5;67033;48.24;55
305;She's Out of My League;Comedy,Romance;Jim Field Smith;Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel;2010;104;6.4;105619;31.58;46
306;Inherent Vice;Comedy,Crime,Drama;Paul Thomas Anderson;Joaquin Phoenix, Josh Brolin, Owen Wilson,Katherine Waterston;2014;148;6.7;69509;8.09;81
310;How to Be Single;Comedy,Romance;Christian Ditter;Dakota Johnson, Rebel Wilson, Leslie Mann, Alison Brie;2016;110;6.1;59886;46.81;51
319;The Visit;Comedy,Horror,Thriller;M. Night Shyamalan;Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie;2015;94;6.2;81429;65.07;55
328;A Street Cat Named Bob;Biography,Comedy,Drama;Roger Spottiswoode;Luke Treadaway, Bob the Cat, Ruta Gedmintas, Joanne Froggatt;2016;103;7.4;12643;0.04;54
331;Storks;Animation,Adventure,Comedy;Nicholas Stoller;Andy Samberg, Katie Crown,Kelsey Grammer, Jennifer Aniston;2016;87;6.9;34248;72.66;56
337;Silver Linings Playbook;Comedy,Drama,Romance;David O. Russell;Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver;2012;122;7.8;564364;132.09;81
340;Blended;Comedy,Romance;Frank Coraci;Adam Sandler, Drew Barrymore, Wendi McLendon-Covey, Kevin Nealon;2014;117;6.5;93764;46.28;31
349;Jennifer's Body;Comedy,Horror;Karyn Kusama;Megan Fox, Amanda Seyfried, Adam Brody, Johnny Simmons;2009;102;5.1;96617;16.2;47
350;Midnight in Paris;Comedy,Fantasy,Romance;Woody Allen;Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller;2011;94;7.7;320323;56.82;81
353;The Dressmaker;Comedy,Drama;Jocelyn Moorhouse;Kate Winslet, Judy Davis, Liam Hemsworth,Hugo Weaving;2015;119;7.1;33352;2.02;47
354;Cafe Society;Comedy,Drama,Romance;Woody Allen;Jesse Eisenberg, Kristen Stewart, Steve Carell, Blake Lively;2016;96;6.7;45579;11.08;64
357;Demain tout commence;Comedy,Drama;Hugo Gélin;Omar Sy, Clémence Poésy, Antoine Bertrand, Ashley Walters;2016;118;7.4;5496;0;52
359;This Is the End;Comedy,Fantasy;Evan Goldberg;James Franco, Jonah Hill, Seth Rogen,Jay Baruchel;2013;107;6.6;327838;101.47;67
360;About Time;Comedy,Drama,Fantasy;Richard Curtis;Domhnall Gleeson, Rachel McAdams, Bill Nighy,Lydia Wilson;2013;123;7.8;221600;15.29;55
361;Step Brothers;Comedy;Adam McKay;Will Ferrell, John C. Reilly, Mary Steenburgen,Richard Jenkins;2008;98;6.9;223065;100.47;51
364;Zombieland;Adventure,Comedy,Horror;Ruben Fleischer;Jesse Eisenberg, Emma Stone, Woody Harrelson,Abigail Breslin;2009;88;7.7;409403;75.59;73
365;Hail, Caesar!;Comedy,Mystery;Ethan Coen;Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes;2016;106;6.3;89059;30;72
375;Florence Foster Jenkins;Biography,Comedy,Drama;Stephen Frears;Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson;2016;111;6.9;31776;27.37;71
379;Swiss Army Man;Adventure,Comedy,Drama;Dan Kwan;Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero;2016;97;7.1;61812;4.21;64
381;What We Do in the Shadows;Comedy,Fantasy,Horror;Jemaine Clement;Jemaine Clement, Taika Waititi,Cori Gonzalez-Macuer, Jonny Brugh;2014;86;7.6;84016;3.33;76
387;Pixels;Action,Comedy,Family;Chris Columbus;Adam Sandler, Kevin James, Michelle Monaghan,Peter Dinklage;2015;105;5.6;101092;78.75;27
391;Keanu;Action,Comedy;Peter Atencio;Keegan-Michael Key, Jordan Peele, Tiffany Haddish,Method Man;2016;100;6.3;31913;20.57;63
394;Whisky Galore;Comedy,Romance;Gillies MacKinnon;Tim Pigott-Smith, Naomi Battrick, Ellie Kendrick,James Cosmo;2016;98;5;102;0;43
395;Grown Ups 2;Comedy;Dennis Dugan;Adam Sandler, Kevin James, Chris Rock, David Spade;2013;101;5.4;114482;133.67;19
398;Couples Retreat;Comedy;Peter Billingsley;Vince Vaughn, Malin Akerman, Jon Favreau, Jason Bateman;2009;113;5.5;86417;109.18;23
399;Absolutely Anything;Comedy,Sci-Fi;Terry Jones;Simon Pegg, Kate Beckinsale, Sanjeev Bhaskar, Rob Riggle;2015;85;6;26587;0;31
400;Magic Mike;Comedy,Drama;Steven Soderbergh;Channing Tatum, Alex Pettyfer, Olivia Munn,Matthew McConaughey;2012;110;6.1;113686;113.71;72
404;Despicable Me;Animation,Adventure,Comedy;Pierre Coffin;Steve Carell, Jason Segel, Russell Brand, Julie Andrews;2010;95;7.7;410607;251.5;72
408;Tangled;Animation,Adventure,Comedy;Nathan Greno;Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman;2010;100;7.8;316459;200.81;71
410;Vacation;Adventure,Comedy;John Francis Daley;Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins;2015;99;6.1;74589;58.88;34
412;Pitch Perfect 2;Comedy,Music;Elizabeth Banks;Anna Kendrick, Rebel Wilson, Hailee Steinfeld,Brittany Snow;2015;115;6.5;108306;183.44;63
413;Monsters University;Animation,Adventure,Comedy;Dan Scanlon;Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren;2013;104;7.3;252119;268.49;65
416;Tusk;Comedy,Drama,Horror;Kevin Smith;Justin Long, Michael Parks, Haley Joel Osment,Genesis Rodriguez;2014;102;5.4;34546;1.82;55
431;3 Idiots;Comedy,Drama;Rajkumar Hirani;Aamir Khan, Madhavan, Mona Singh, Sharman Joshi;2009;170;8.4;238789;6.52;67
432;Zoolander 2;Comedy;Ben Stiller;Ben Stiller, Owen Wilson, Penélope Cruz, Will Ferrell;2016;102;4.7;48297;28.84;34
436;Filth;Comedy,Crime,Drama;Jon S. Baird;James McAvoy, Jamie Bell, Eddie Marsan, Imogen Poots;2013;97;7.1;81301;0.03;56
439;Kick-Ass 2;Action,Comedy,Crime;Jeff Wadlow;Aaron Taylor-Johnson, Chloë Grace Moretz,Christopher Mintz-Plasse, Jim Carrey;2013;103;6.6;214825;28.75;41
440;Folk Hero & Funny Guy;Comedy;Jeff Grace;Alex Karpovsky, Wyatt Russell, Meredith Hagner,Melanie Lynskey;2016;88;5.6;220;0;63
448;Hunt for the Wilderpeople;Adventure,Comedy,Drama;Taika Waititi;Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House;2016;101;7.9;52331;5.2;81
452;Demolition;Comedy,Drama;Jean-Marc Vallée;Jake Gyllenhaal, Naomi Watts, Chris Cooper,Judah Lewis;2015;101;7;58720;1.82;49
457;The Proposal;Comedy,Drama,Romance;Anne Fletcher;Sandra Bullock, Ryan Reynolds, Mary Steenburgen,Craig T. Nelson;2009;108;6.7;241709;163.95;48
458;Get Hard;Comedy,Crime;Etan Cohen;Will Ferrell, Kevin Hart, Alison Brie, T.I.;2015;100;6;95119;90.35;34
459;Just Go with It;Comedy,Romance;Dennis Dugan;Adam Sandler, Jennifer Aniston, Brooklyn Decker,Nicole Kidman;2011;117;6.4;182069;103.03;33
465;Goosebumps;Adventure,Comedy,Family;Rob Letterman;Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee;2015;103;6.3;57602;80.02;60
470;The Other Guys;Action,Comedy,Crime;Adam McKay;Will Ferrell, Mark Wahlberg, Derek Jeter, Eva Mendes;2010;107;6.7;199900;119.22;64
476;Eddie the Eagle;Biography,Comedy,Drama;Dexter Fletcher;Taron Egerton, Hugh Jackman, Tom Costello, Jo Hartley;2016;106;7.4;56332;15.79;54
481;Forgetting Sarah Marshall;Comedy,Drama,Romance;Nicholas Stoller;Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis;2008;111;7.2;226619;62.88;67
484;Perfetti sconosciuti;Comedy,Drama;Paolo Genovese;Giuseppe Battiston, Anna Foglietta, Marco Giallini,Edoardo Leo;2016;97;7.7;17584;0;43
486;Moonrise Kingdom;Adventure,Comedy,Drama;Wes Anderson;Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray;2012;94;7.8;254446;45.51;84
487;Hairspray;Comedy,Drama,Family;Adam Shankman;John Travolta, Queen Latifah, Nikki Blonsky,Michelle Pfeiffer;2007;117;6.7;102954;118.82;81
489;Focus;Comedy,Crime,Drama;Glenn Ficarra;Will Smith, Margot Robbie, Rodrigo Santoro, Adrian Martinez;2015;105;6.6;166489;53.85;56
490;Ratatouille;Animation,Comedy,Family;Brad Bird;Brad Garrett, Lou Romano, Patton Oswalt,Ian Holm;2007;111;8;504039;206.44;96
497;Men in Black 3;Action,Adventure,Comedy;Barry Sonnenfeld;Will Smith, Tommy Lee Jones, Josh Brolin,Jemaine Clement;2012;106;6.8;278379;179.02;58
500;Up;Animation,Adventure,Comedy;Pete Docter;Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer;2009;96;8.3;722203;292.98;88
504;Youth;Comedy,Drama,Music;Paolo Sorrentino;Michael Caine, Harvey Keitel, Rachel Weisz, Jane Fonda;2015;124;7.3;52636;2.7;64
508;(500) Days of Summer;Comedy,Drama,Romance;Marc Webb;Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend, Chloë Grace Moretz;2009;95;7.7;398972;32.39;76
509;Movie 43;Comedy,Romance;Elizabeth Banks;Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber;2013;94;4.3;83625;8.83;18
515;Magic Mike XXL;Comedy,Drama,Music;Gregory Jacobs;Channing Tatum, Joe Manganiello, Matt Bomer,Adam Rodriguez;2015;115;5.7;42506;0;60
516;Easy A;Comedy,Drama,Romance;Will Gluck;Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd;2010;92;7.1;294950;58.4;72
524;Whiskey Tango Foxtrot;Biography,Comedy,Drama;Glenn Ficarra;Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina;2016;112;6.6;36156;0;57
531;A Good Year;Comedy,Drama,Romance;Ridley Scott;Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard;2006;117;6.9;74674;7.46;47
538;The Do-Over;Action,Adventure,Comedy;Steven Brill;Adam Sandler, David Spade, Paula Patton, Kathryn Hahn;2016;108;5.7;24761;0.54;22
547;Don't Think Twice;Comedy,Drama;Mike Birbiglia;Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia,Chris Gethard;2016;92;6.8;10485;4.42;83
551;The Break-Up;Comedy,Drama,Romance;Peyton Reed;Jennifer Aniston, Vince Vaughn, Jon Favreau, Joey Lauren Adams;2006;106;5.8;106381;118.68;45
560;Idiocracy;Adventure,Comedy,Sci-Fi;Mike Judge;Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews;2006;84;6.6;115355;0.44;66
564;Wreck-It Ralph;Animation,Adventure,Comedy;Rich Moore;John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman;2012;101;7.8;290559;189.41;72
568;Juno;Comedy,Drama;Jason Reitman;Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman;2007;96;7.5;432461;143.49;81
569;A Hologram for the King;Comedy,Drama;Tom Tykwer;Tom Hanks, Sarita Choudhury, Ben Whishaw,Alexander Black;2016;98;6.1;26521;4.2;58
571;The Other Woman;Comedy,Romance;Nick Cassavetes;Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau;2014;109;6;110825;83.91;39
572;Enchanted;Animation,Comedy,Family;Kevin Lima;Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey;2007;107;7.1;150353;127.71;75
573;The Intern;Comedy,Drama;Nancy Meyers;Robert De Niro, Anne Hathaway, Rene Russo,Anders Holm;2015;121;7.1;159582;75.27;51
574;Little Miss Sunshine;Comedy,Drama;Jonathan Dayton;Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin;2006;101;7.8;374044;59.89;80
583;Sex Tape;Comedy,Romance;Jake Kasdan;Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper;2014;94;5.1;89885;38.54;36
584;What to Expect When You're Expecting;Comedy,Drama,Romance;Kirk Jones;Cameron Diaz, Matthew Morrison, J. Todd Smith, Dennis Quaid;2012;110;5.7;60059;41.1;41
590;Brave;Animation,Adventure,Comedy;Mark Andrews;Kelly Macdonald,Billy Connolly, Emma Thompson, Julie Walters;2012;93;7.2;293941;237.28;69
594;She's the Man;Comedy,Romance,Sport;Andy Fickman;Amanda Bynes, Laura Ramsey, Channing Tatum,Vinnie Jones;2006;105;6.4;122864;2.34;45
595;Daddy's Home;Comedy,Family;Sean Anders;Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church;2015;96;6.1;68306;150.32;42
598;Grimsby;Action,Adventure,Comedy;Louis Leterrier;Sacha Baron Cohen, Mark Strong, Rebel Wilson,Freddie Crowder;2016;83;6.2;63408;6.86;44
600;Megamind;Animation,Action,Comedy;Tom McGrath;Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey;2010;95;7.3;183926;148.34;63
603;He's Just Not That Into You;Comedy,Drama,Romance;Ken Kwapis;Jennifer Aniston, Jennifer Connelly, Morgan Lily,Trenton Rogers;2009;129;6.4;137684;0;47
608;Horrible Bosses;Comedy,Crime;Seth Gordon;Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe;2011;98;6.9;368556;117.53;57
612;Toni Erdmann;Comedy,Drama;Maren Ade;Sandra Hüller, Peter Simonischek, Michael Wittenborn,Thomas Loibl;2016;162;7.6;24387;1.48;93
615;Don Jon;Comedy,Drama,Romance;Joseph Gordon-Levitt;Joseph Gordon-Levitt, Scarlett Johansson,Julianne Moore, Tony Danza;2013;90;6.6;199973;24.48;66
619;Mr. Right;Action,Comedy,Romance;Paco Cabezas;Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone;2015;95;6.3;30053;0.03;52
620;The Secret Life of Walter Mitty;Adventure,Comedy,Drama;Ben Stiller;Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn;2013;114;7.3;249877;58.23;54
621;Dope;Comedy,Crime,Drama;Rick Famuyiwa;Shameik Moore, Tony Revolori, Kiersey Clemons,Kimberly Elise;2015;103;7.3;66400;17.47;72
628;The Escort;Comedy,Drama,Romance;Will Slocombe;Lyndsy Fonseca, Michael Doneger, Tommy Dewey,Bruce Campbell;2016;88;6;7181;0;46
630;Night at the Museum: Secret of the Tomb;Adventure,Comedy,Family;Shawn Levy;Ben Stiller, Robin Williams, Owen Wilson, Dick Van Dyke;2014;98;6.2;74886;113.73;47
631;Love & Other Drugs;Comedy,Drama,Romance;Edward Zwick;Jake Gyllenhaal, Anne Hathaway, Judy Greer, Oliver Platt;2010;112;6.7;151519;32.36;55
632;The Interview;Comedy;Evan Goldberg;James Franco, Seth Rogen, Randall Park, Lizzy Caplan;2014;112;6.6;261536;6.11;52
633;The Host;Comedy,Drama,Horror;Bong Joon Ho;Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae;2006;120;7;73491;2.2;85
636;Knocked Up;Comedy,Romance;Judd Apatow;Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann;2007;129;7;309398;148.73;85
640;American Reunion;Comedy;Jon Hurwitz;Jason Biggs, Alyson Hannigan,Seann William Scott, Chris Klein;2012;113;6.7;178471;56.72;49
