Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
328;A Street Cat Named Bob;Biography,Comedy,Drama;Roger Spottiswoode;Luke Treadaway, Bob the Cat, Ruta Gedmintas, Joanne Froggatt;2016;103;7.4;12643;0.04;54
332;American Sniper;Action,Biography,Drama;Clint Eastwood;Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis;2014;133;7.3;353305;350.12;72
333;Dallas Buyers Club;Biography,Drama;Jean-Marc Vallée;Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn;2013;117;8;352801;27.3;84
334;Lincoln;Biography,Drama,History;Steven Spielberg;Daniel Day-Lewis, Sally Field, David Strathairn,Joseph Gordon-Levitt;2012;150;7.4;207497;182.2;86
335;Rush;Action,Biography,Drama;Ron Howard;Daniel Brühl, Chris Hemsworth, Olivia Wilde,Alexandra Maria Lara;2013;123;8.1;339722;26.9;75
358;The Theory of Everything;Biography,Drama,Romance;James Marsh;Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry;2014;123;7.7;299718;35.89;72
375;Florence Foster Jenkins;Biography,Comedy,Drama;Stephen Frears;Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson;2016;111;6.9;31776;27.37;71
377;Black Mass;Biography,Crime,Drama;Scott Cooper;Johnny Depp, Benedict Cumberbatch, Dakota Johnson, Joel Edgerton;2015;123;6.9;135706;62.56;68
393;Steve Jobs;Biography,Drama;Danny Boyle;Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels;2015;122;7.2;116112;17.75;82
403;Bronson;Action,Biography,Crime;Nicolas Winding Refn;Tom Hardy, Kelly Adams, Luing Andrews,Katy Barker;2008;92;7.1;93972;0.1;71
463;Denial;Biography,Drama;Mick Jackson;Rachel Weisz, Tom Wilkinson, Timothy Spall, Andrew Scott;2016;109;6.6;8229;4.07;63
471;American Gangster;Biography,Crime,Drama;Ridley Scott;Denzel Washington, Russell Crowe, Chiwetel Ejiofor,Josh Brolin;2007;157;7.8;337835;130.13;76
472;Marie Antoinette;Biography,Drama,History;Sofia Coppola;Kirsten Dunst, Jason Schwartzman, Rip Torn, Judy Davis;2006;123;6.4;83941;15.96;65
475;Argo;Biography,Drama,History;Ben Affleck;Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin;2012;120;7.7;481274;136.02;86
476;Eddie the Eagle;Biography,Comedy,Drama;Dexter Fletcher;Taron Egerton, Hugh Jackman, Tom Costello, Jo Hartley;2016;106;7.4;56332;15.79;54
521;Anthropoid;Biography,History,Thriller;Sean Ellis;Jamie Dornan, Cillian Murphy, Brian Caspe, Karel Hermánek Jr.;2016;120;7.2;24100;2.96;59
524;Whiskey Tango Foxtrot;Biography,Comedy,Drama;Glenn Ficarra;Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina;2016;112;6.6;36156;0;57
526;Birth of the Dragon;Action,Biography,Drama;George Nolfi;Billy Magnussen, Terry Chen, Teresa Navarro,Vanessa Ross;2016;103;3.9;552;93.05;61
535;A Quiet Passion;Biography,Drama;Terence Davies;Cynthia Nixon, Jennifer Ehle, Duncan Duff, Keith Carradine;2016;125;7.2;1024;1.08;77
549;Chuck;Biography,Drama,Sport;Philippe Falardeau;Elisabeth Moss, Naomi Watts, Ron Perlman, Liev Schreiber;2016;98;6.8;391;0.11;68
552;Loving;Biography,Drama,Romance;Jeff Nichols;Ruth Negga, Joel Edgerton, Will Dalton, Dean Mumford;2016;123;7.1;17141;7.7;79
559;In the Heart of the Sea;Action,Adventure,Biography;Ron Howard;Chris Hemsworth, Cillian Murphy, Brendan Gleeson,Ben Whishaw;2015;122;6.9;90372;24.99;47
575;Bleed for This;Biography,Drama,Sport;Ben Younger;Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds;2016;117;6.8;11900;4.85;62
585;Moneyball;Biography,Drama,Sport;Bennett Miller;Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman;2011;133;7.6;297395;75.61;87
587;Unbroken;Biography,Drama,Sport;Angelina Jolie;Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund;2014;137;7.2;114006;115.6;59
614;The Assassination of Jesse James by the Coward Robert Ford;Biography,Crime,Drama;Andrew Dominik;Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker;2007;160;7.5;143564;3.9;68
618;Free State of Jones;Action,Biography,Drama;Gary Ross;Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell;2016;139;6.9;29895;0;53
641;The Pursuit of Happyness;Biography,Drama;Gabriele Muccino;Will Smith, Thandie Newton, Jaden Smith, Brian Howe;2006;117;8;361105;162.59;64
656;Public Enemies;Biography,Crime,Drama;Michael Mann;Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke;2009;140;7;240323;97.03;70
671;Devil's Knot;Biography,Crime,Drama;Atom Egoyan;Colin Firth, Reese Witherspoon, Alessandro Nivola,James Hamrick;2013;114;6.1;15514;0;42
686;The King's Speech;Biography,Drama;Tom Hooper;Colin Firth, Geoffrey Rush, Helena Bonham Carter,Derek Jacobi;2010;118;8;534388;138.8;88
687;Hunger;Biography,Drama;Steve McQueen;Stuart Graham, Laine Megaw, Brian Milligan, Liam McMahon;2008;96;7.6;54486;0.15;82
693;Genius;Biography,Drama;Michael Grandage;Colin Firth, Jude Law, Nicole Kidman, Laura Linney;2016;104;6.5;10708;1.36;54
722;Wild;Adventure,Biography,Drama;Jean-Marc Vallée;Reese Witherspoon, Laura Dern, Gaby Hoffmann,Michiel Huisman;2014;115;7.1;95553;37.88;76
742;Hands of Stone;Action,Biography,Drama;Jonathan Jakubowicz;Edgar Ramírez, Usher Raymond, Robert De Niro, Rubén Blades;2016;111;6.6;8998;4.71;54
755;the devil's mistress;Biography,Drama,History;Filip Renc;Tatiana Pauhofová, Karl Markovics, Gedeon Burkhard,Simona Stasová;2016;106;5;353;0;64
760;The Fighter;Action,Biography,Drama;David O. Russell;Mark Wahlberg, Christian Bale, Amy Adams,Melissa Leo;2010;116;7.8;290056;93.57;79
780;The Man Who Knew Infinity;Biography,Drama;Matt Brown;Dev Patel, Jeremy Irons, Malcolm Sinclair, Raghuvir Joshi;2015;108;7.2;29912;3.86;56
786;Captain Phillips;Biography,Drama,Thriller;Paul Greengrass;Tom Hanks, Barkhad Abdi, Barkhad Abdirahman,Catherine Keener;2013;134;7.8;346154;107.1;83
797;Rescue Dawn;Adventure,Biography,Drama;Werner Herzog;Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier;2006;120;7.3;87887;5.48;77
809;A United Kingdom;Biography,Drama,Romance;Amma Asante;David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport;2016;111;6.8;4771;3.9;65
818;127 Hours;Adventure,Biography,Drama;Danny Boyle;James Franco, Amber Tamblyn, Kate Mara, Sean Bott;2010;94;7.6;294010;18.33;82
824;Christine;Biography,Drama;Antonio Campos;Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia;2016;119;7;5855;0.3;72
840;Maudie;Biography,Drama,Romance;Aisling Walsh;Ethan Hawke, Sally Hawkins, Kari Matchett, Zachary Bennett;2016;115;7.8;346;0;60
850;42;Biography,Drama,Sport;Brian Helgeland;Chadwick Boseman, T.R. Knight, Harrison Ford,Nicole Beharie;2013;128;7.5;69659;95;62
858;Freedom Writers;Biography,Crime,Drama;Richard LaGravenese;Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn;2007;123;7.5;55648;36.58;64
860;Changeling;Biography,Drama,Mystery;Clint Eastwood;Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith;2008;141;7.8;206793;35.71;63
868;The Stanford Prison Experiment;Biography,Drama,History;Kyle Patrick Alvarez;Ezra Miller, Tye Sheridan, Billy Crudup, Olivia Thirlby;2015;122;6.9;20907;0.64;67
882;Saving Mr. Banks;Biography,Comedy,Drama;John Lee Hancock;Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell;2013;125;7.5;125693;83.3;65
897;Concussion;Biography,Drama,Sport;Peter Landesman;Will Smith, Alec Baldwin, Albert Brooks, David Morse;2015;123;7.1;61274;34.53;55
915;Notorious;Biography,Crime,Drama;George Tillman Jr.;Jamal Woolard, Anthony Mackie, Derek Luke,Momo Dione;2009;122;6.7;33007;36.84;60
947;The Butler;Biography,Drama;Lee Daniels;Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda;2013;132;7.2;93322;116.63;66
963;The Other Boleyn Girl;Biography,Drama,History;Justin Chadwick;Natalie Portman, Scarlett Johansson, Eric Bana,Jim Sturgess;2008;115;6.7;88260;26.81;50
967;The Odyssey;Adventure,Biography;Jérôme Salle;Lambert Wilson, Pierre Niney, Audrey Tautou,Laurent Lucas;2016;122;6.7;1810;0;70
968;The Walk;Adventure,Biography,Crime;Robert Zemeckis;Joseph Gordon-Levitt, Charlotte Le Bon,Guillaume Baillargeon, Émilie Leclerc;2015;123;7.3;92378;10.14;70
975;Queen of Katwe;Biography,Drama,Sport;Mira Nair;Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza;2016;124;7.4;6753;8.81;73
981;Miracles from Heaven;Biography,Drama,Family;Patricia Riggen;Jennifer Garner, Kylie Rogers, Martin Henderson,Brighton Sharbino;2016;109;7;12048;61.69;44
990;Selma;Biography,Drama,History;Ava DuVernay;David Oyelowo, Carmen Ejogo, Tim Roth, Lorraine Toussaint;2014;128;7.5;67637;52.07;89
